,drug,cell_line,IC50,prediction
9446,UNC0638,KYSE270,4.72181594,4.525789
9447,Ulixertinib,KYSE270,3.183984729,3.090456
9448,Uprosertib,KYSE270,2.102374643,2.704724
9449,VE-822,KYSE270,3.853340882,3.294839
9450,VE821,KYSE270,3.39217281,4.508909
9451,VX-11e,KYSE270,2.43885596,2.985397
9452,Veliparib,KYSE270,5.142069428,5.200252
9453,Venetoclax,KYSE270,3.932916855,3.052166
9454,Vinblastine,KYSE270,-1.227121054,-2.501938
9455,Vincristine,KYSE270,2.067201282,0.011866
9456,Vinorelbine,KYSE270,-1.602271617,-2.516336
9457,Vismodegib,KYSE270,5.270448461,5.116118
9458,Vorinostat,KYSE270,1.85852211,1.498776
9459,WEHI-539,KYSE270,4.98202899,4.019547
9460,WIKI4,KYSE270,3.78145084,3.817979
9461,WZ4003,KYSE270,4.719544591,4.348638
9462,Wee1 Inhibitor,KYSE270,1.830833142,2.501453
9463,Wnt-C59,KYSE270,3.498464268,4.185823
9464,XAV939,KYSE270,4.079307562,4.299118
9465,YK-4-279,KYSE270,3.544758887,3.112282
9466,ZM447439,KYSE270,3.015675155,3.345304
9467,Zoledronate,KYSE270,3.701221,3.881666
9468,alpha-lipoic acid,KYSE270,7.915410441,7.797642
9469,glutathione,KYSE270,8.907635688,9.180231
9470,5-Fluorouracil,TOV21G,3.496207141,3.752535
9471,5-azacytidine,TOV21G,1.909509328,2.781651
9472,A-366,TOV21G,5.051404177,5.021935
9473,ABT737,TOV21G,3.182042041,2.696783
9474,AGI-5198,TOV21G,3.993674874,4.771733
9475,AGI-6780,TOV21G,5.326332103,4.398749
9476,AGK2,TOV21G,2.771741664,2.941438
9477,AMG-319,TOV21G,5.83689976,5.185369
9478,AT13148,TOV21G,1.598557851,2.978064
9479,AZ6102,TOV21G,1.573551305,2.17444
9480,AZ960,TOV21G,1.798983217,0.774348
9481,AZD1208,TOV21G,5.525395999,5.569655
9482,AZD1332,TOV21G,2.574578164,3.538907
9483,AZD2014,TOV21G,0.356022827,1.393892
9484,AZD3759,TOV21G,2.70747618,1.713964
9485,AZD4547,TOV21G,4.245287247,2.956737
9486,AZD5153,TOV21G,-0.201199575,0.951151
9487,AZD5363,TOV21G,0.959574455,2.333938
9488,AZD5438,TOV21G,0.925970985,1.601068
9489,AZD5582,TOV21G,-2.532765793,1.62562
9490,AZD5991,TOV21G,6.154848554,5.076764
9491,AZD6738,TOV21G,1.08504592,1.248591
9492,AZD7762,TOV21G,-0.24426195,-0.839066
9493,AZD8055,TOV21G,-0.459656219,-1.177616
9494,AZD8186,TOV21G,3.134497775,2.568491
9495,Acetalax,TOV21G,4.923954939,3.798649
9496,Afatinib,TOV21G,1.097343083,0.298924
9497,Afuresertib,TOV21G,0.188998337,1.451279
9498,Alisertib,TOV21G,0.147201648,-0.200955
9499,Alpelisib,TOV21G,5.035125731,2.780779
9500,Avagacestat,TOV21G,5.649066314,5.033237
9501,Axitinib,TOV21G,4.020064876,2.655236
9502,BI-2536,TOV21G,-1.338605317,-2.852663
9503,BIBR-1532,TOV21G,5.20917863,5.213223
9504,BMS-345541,TOV21G,3.459508822,3.019408
9505,BMS-536924,TOV21G,2.047641758,1.445145
9506,BMS-754807,TOV21G,1.495343058,1.097458
9507,Bleomycin,TOV21G,1.794366403,1.994677
9508,Bleomycin (50 uM),TOV21G,3.055268953,2.019185
9509,Bortezomib,TOV21G,-5.847355804,-5.881744
9510,Bosutinib,TOV21G,2.239200096,2.499444
9511,Bromosporine,TOV21G,2.747883644,2.282261
9512,Buparlisib,TOV21G,1.915798737,0.346618
9513,CCT007093,TOV21G,5.575509046,5.075631
9514,CPI-637,TOV21G,4.913318025,4.452772
9515,CZC24832,TOV21G,5.703406661,5.249266
9516,Camptothecin,TOV21G,-1.549413209,-3.31172
9517,Carmustine,TOV21G,5.794266382,6.027665
9518,Cediranib,TOV21G,2.628754769,1.772521
9519,Cisplatin,TOV21G,2.364377794,2.396095
9520,Crizotinib,TOV21G,3.004354136,2.007466
9521,Cyclophosphamide,TOV21G,4.6167713,5.258397
9522,Cytarabine,TOV21G,0.937466301,1.854815
9523,Dacarbazine,TOV21G,4.397961244,6.051017
9524,Dactinomycin,TOV21G,-4.781781314,-5.305383
9525,Dactolisib,TOV21G,-1.956166332,-2.957646
9526,Dasatinib,TOV21G,-2.113615491,-0.928013
9527,Dihydrorotenone,TOV21G,2.231796201,0.583551
9528,Dinaciclib,TOV21G,-3.627120357,-3.819452
9529,Docetaxel,TOV21G,-3.612229134,-4.970876
9530,Doramapimod,TOV21G,5.674752183,5.436377
9531,EHT-1864,TOV21G,5.235572932,3.63869
9532,EPZ004777,TOV21G,4.902451318,5.416396
9533,EPZ5676,TOV21G,5.759707481,5.724532
9534,Elephantin,TOV21G,1.872775074,3.403018
9535,Entinostat,TOV21G,2.364177692,2.243517
9536,Entospletinib,TOV21G,1.918805321,3.280683
9537,Epirubicin,TOV21G,-1.259099094,-1.813633
9538,Erlotinib,TOV21G,1.704131793,2.0408
9539,Fludarabine,TOV21G,5.030665863,4.604477
9540,Foretinib,TOV21G,0.76480823,-0.382357
9541,Fulvestrant,TOV21G,4.07769669,3.578191
9542,GDC0810,TOV21G,5.074827345,5.222918
9543,GNE-317,TOV21G,0.434707607,-0.50756
9544,GSK-LSD1,TOV21G,2.916415011,2.233942
9545,GSK1904529A,TOV21G,4.308281254,4.129325
9546,GSK2110183B,TOV21G,-0.020413475,2.314196
9547,GSK2578215A,TOV21G,5.445068533,5.307668
9548,GSK2606414,TOV21G,2.899050565,3.620577
9549,GSK2801,TOV21G,5.226861105,4.99852
9550,GSK2830371,TOV21G,6.029147386,5.874378
9551,GSK343,TOV21G,4.017775309,4.047324
9552,GSK591,TOV21G,4.42217426,4.700811
9553,GW441756,TOV21G,3.967917264,3.501167
9554,Gallibiscoquinazole,TOV21G,3.572479211,2.677163
9555,Gefitinib,TOV21G,4.091424096,2.301064
9556,Gemcitabine,TOV21G,0.183670276,-2.663257
9557,I-BET-762,TOV21G,3.710944899,3.159445
9558,I-BRD9,TOV21G,3.851894807,4.421852
9559,ICL-SIRT078,TOV21G,4.278916812,4.288397
9560,IWP-2,TOV21G,3.465415608,2.77354
9561,Ibrutinib,TOV21G,4.50342992,4.044182
9562,Ipatasertib,TOV21G,1.62499486,2.879209
9563,Irinotecan,TOV21G,3.134951239,2.111484
9564,JNK Inhibitor VIII,TOV21G,5.161332689,5.312625
9565,JQ1,TOV21G,2.294252426,1.438674
9566,KRAS (G12C) Inhibitor-12,TOV21G,3.918652958,4.402148
9567,KU-55933,TOV21G,5.580925863,5.116962
9568,L-Oxonoreleagnine,TOV21G,4.305084201,3.57328
9569,LCL161,TOV21G,2.327391776,4.653069
9570,LGK974,TOV21G,5.029408289,4.222203
9571,LJI308,TOV21G,5.570300414,5.061692
9572,LMP744,TOV21G,-0.383213015,-1.484305
9573,LY2109761,TOV21G,6.133198535,5.538501
9574,Lapatinib,TOV21G,4.740183933,1.8566
9575,Leflunomide,TOV21G,5.989504303,4.908983
9576,Lenalidomide,TOV21G,5.654134654,5.525698
9577,Lestaurtinib,TOV21G,0.818166148,-0.333307
9578,Linsitinib,TOV21G,6.312211977,3.894852
9579,Luminespib,TOV21G,-3.681299816,-3.274047
9580,MG-132,TOV21G,-2.43279731,-1.604399
9581,MIM1,TOV21G,4.467491758,4.062597
9582,MIRA-1,TOV21G,4.578229384,5.447566
9583,MK-1775,TOV21G,-0.139586715,-0.218493
9584,MK-2206,TOV21G,3.985583357,2.014863
9585,MK-8776,TOV21G,2.684554199,2.989223
9586,ML323,TOV21G,5.012404323,4.952544
9587,MN-64,TOV21G,5.074772652,4.664361
9588,Methotrexate,TOV21G,2.605286234,-0.909984
9589,Mirin,TOV21G,4.758882098,4.759089
9590,Mitoxantrone,TOV21G,0.422219243,0.363471
9591,Motesanib,TOV21G,6.154848554,5.969828
9592,Mycophenolic acid,TOV21G,0.039549855,1.303174
9593,N-acetyl cysteine,TOV21G,10.71409648,10.204639
9594,NU7441,TOV21G,4.636091124,2.813091
9595,NVP-ADW742,TOV21G,3.314683021,2.077699
9596,Navitoclax,TOV21G,2.651702606,2.678094
9597,Nelarabine,TOV21G,6.727799044,6.366268
9598,Nilotinib,TOV21G,4.652567046,3.095287
9599,Niraparib,TOV21G,3.137684082,4.203158
9600,Nutlin-3a (-),TOV21G,2.676929796,4.819582
9601,OF-1,TOV21G,6.024755112,4.098943
9602,OSI-027,TOV21G,1.001090442,2.174839
9603,OTX015,TOV21G,1.532032232,1.451788
9604,Obatoclax Mesylate,TOV21G,-0.165848983,-0.417121
9605,Olaparib,TOV21G,4.767592486,4.38281
9606,Osimertinib,TOV21G,1.839791797,0.930228
9607,Oxaliplatin,TOV21G,2.071700084,4.179798
9608,P22077,TOV21G,3.038822225,4.718618
9609,PCI-34051,TOV21G,3.396147479,4.710709
9610,PD0325901,TOV21G,1.51266075,0.252201
9611,PD173074,TOV21G,2.941604858,3.836777
9612,PFI-1,TOV21G,4.215763033,4.075524
9613,PFI3,TOV21G,5.733119142,5.569883
9614,PLX-4720,TOV21G,2.563820991,4.523854
9615,POMHEX,TOV21G,1.851084468,1.885352
9616,PRIMA-1MET,TOV21G,1.841456067,4.337923
9617,PRT062607,TOV21G,2.888593963,3.051812
9618,Paclitaxel,TOV21G,-2.242871303,-4.444335
9619,Palbociclib,TOV21G,3.758125156,3.674047
9620,Pevonedistat,TOV21G,-1.585444547,-0.116897
9621,Picolinici-acid,TOV21G,5.758642572,5.381369
9622,Pictilisib,TOV21G,1.762289995,-0.00743
9623,Podophyllotoxin bromide,TOV21G,-1.326889349,-1.468054
9624,Pyridostatin,TOV21G,3.199449556,3.429307
9625,RO-3306,TOV21G,4.168999001,3.076681
9626,RVX-208,TOV21G,5.250278864,4.850682
9627,Rapamycin,TOV21G,-4.621388402,-2.935802
9628,Refametinib,TOV21G,1.821726973,1.162553
9629,Remodelin,TOV21G,6.243874416,4.743221
9630,Ribociclib,TOV21G,4.109501493,3.723717
9631,Romidepsin,TOV21G,-5.84405611,-6.607772
9632,Rucaparib,TOV21G,3.580172827,4.282129
9633,Ruxolitinib,TOV21G,4.928852837,5.082521
9634,SB216763,TOV21G,4.423941897,5.383621
9635,SB590885,TOV21G,5.078969136,4.654082
9636,SCH772984,TOV21G,2.318788986,0.743093
9637,SGC-CBP30,TOV21G,5.057509494,4.180918
9638,SGC0946,TOV21G,1.811122153,2.07982
9639,SN-38,TOV21G,-2.51284643,-4.3981
9640,Sabutoclax,TOV21G,0.125296299,-0.992496
9641,Sapitinib,TOV21G,2.541005018,2.125302
9642,Savolitinib,TOV21G,2.642286695,2.52044
9643,Schweinfurthin A,TOV21G,1.147271663,0.684111
9644,Selumetinib,TOV21G,3.323664316,3.197716
9645,Sepantronium bromide,TOV21G,-5.95957046,-5.592923
9646,Serdemetan,TOV21G,4.439896704,3.736384
9647,Sinularin,TOV21G,2.889613297,3.46219
9648,Sorafenib,TOV21G,3.365228588,2.441563
9649,Staurosporine,TOV21G,-5.238962814,-4.23988
9650,Talazoparib,TOV21G,3.455664447,2.075264
9651,Tamoxifen,TOV21G,4.897175209,4.022441
9652,Tanespimycin,TOV21G,-1.782777977,-1.334592
9653,Taselisib,TOV21G,2.419183912,0.472768
9654,Telomerase Inhibitor IX,TOV21G,-0.12243581,0.046524
9655,Temozolomide,TOV21G,6.667938286,6.943551
9656,Temsirolimus,TOV21G,-1.568850238,0.306256
9657,Teniposide,TOV21G,-0.764968617,-0.532163
9658,Topotecan,TOV21G,0.305801617,-0.809955
9659,Trametinib,TOV21G,0.424172905,-1.596676
9660,UMI-77,TOV21G,3.674200483,2.836601
9661,UNC0379,TOV21G,3.969367724,3.588086
9662,UNC0638,TOV21G,4.442935385,4.659076
9663,Ulixertinib,TOV21G,2.844963231,2.60154
9664,Uprosertib,TOV21G,-0.416407899,1.94502
9665,VE-822,TOV21G,1.855239324,2.783904
9666,VE821,TOV21G,3.456152629,3.974251
9667,VX-11e,TOV21G,2.814121623,2.082568
9668,Veliparib,TOV21G,4.798523416,5.227299
9669,Venetoclax,TOV21G,4.366761376,2.952686
9670,Vinblastine,TOV21G,-2.931778903,-5.118158
9671,Vincristine,TOV21G,-3.032539026,-3.816029
9672,Vinorelbine,TOV21G,-2.877471997,-4.776642
9673,Vismodegib,TOV21G,5.256627506,5.11225
9674,Vorinostat,TOV21G,2.419786341,1.39882
9675,WEHI-539,TOV21G,4.768785227,4.09397
9676,WIKI4,TOV21G,3.221935954,3.783461
9677,WZ4003,TOV21G,2.622787693,4.230019
9678,Wee1 Inhibitor,TOV21G,1.479713641,1.586699
9679,Wnt-C59,TOV21G,4.621077659,4.536791
9680,XAV939,TOV21G,4.26418773,4.126056
9681,YK-4-279,TOV21G,3.376823479,1.523821
9682,ZM447439,TOV21G,3.720782365,2.392824
9683,Zoledronate,TOV21G,4.525641823,3.682809
9684,alpha-lipoic acid,TOV21G,6.983444397,7.762836
9685,glutathione,TOV21G,9.831262169,9.509119
9686,5-Fluorouracil,NCIH1563,6.499268226,5.370308
9687,5-azacytidine,NCIH1563,5.515893238,4.094431
9688,A-366,NCIH1563,4.497081684,5.297161
9689,ABT737,NCIH1563,2.024986229,2.437938
9690,AGI-5198,NCIH1563,4.463389411,5.129136
9691,AGI-6780,NCIH1563,4.409833904,4.870279
9692,AGK2,NCIH1563,3.507136997,3.525806
9693,AMG-319,NCIH1563,4.196949312,5.589169
9694,AT13148,NCIH1563,4.539781789,4.545777
9695,AZ6102,NCIH1563,2.000295238,3.431333
9696,AZ960,NCIH1563,2.715627252,3.067108
9697,AZD1208,NCIH1563,5.797378439,5.668997
9698,AZD1332,NCIH1563,4.053518072,4.461781
9699,AZD2014,NCIH1563,2.318542749,2.797174
9700,AZD3759,NCIH1563,2.700183332,2.785675
9701,AZD4547,NCIH1563,2.283907344,3.630915
9702,AZD5153,NCIH1563,2.511188902,2.92579
9703,AZD5363,NCIH1563,2.849820423,3.626533
9704,AZD5438,NCIH1563,1.84571933,2.957765
9705,AZD5582,NCIH1563,5.629602022,3.911281
9706,AZD5991,NCIH1563,4.187768993,5.566175
9707,AZD6738,NCIH1563,3.228752876,2.699347
9708,AZD7762,NCIH1563,2.321423425,0.799191
9709,AZD8055,NCIH1563,0.758293807,0.571189
9710,AZD8186,NCIH1563,2.124762924,3.683129
9711,Acetalax,NCIH1563,6.779546808,4.549443
9712,Afatinib,NCIH1563,1.502080815,2.180489
9713,Afuresertib,NCIH1563,2.284430964,3.214376
9714,Alisertib,NCIH1563,2.756937444,2.851328
9715,Alpelisib,NCIH1563,3.428895673,4.463134
9716,Avagacestat,NCIH1563,5.656508421,5.340763
9717,Axitinib,NCIH1563,4.357001496,3.657119
9718,BI-2536,NCIH1563,0.955043472,-0.015217
9719,BIBR-1532,NCIH1563,5.603635658,5.303745
9720,BMS-345541,NCIH1563,5.232655683,4.010917
9721,BMS-536924,NCIH1563,1.798534716,2.807277
9722,BMS-754807,NCIH1563,1.980613652,3.330892
9723,Bleomycin,NCIH1563,3.678185782,3.706793
9724,Bleomycin (50 uM),NCIH1563,4.471768509,3.650955
9725,Bortezomib,NCIH1563,-2.715736153,-4.790917
9726,Bosutinib,NCIH1563,2.809431647,3.533279
9727,Bromosporine,NCIH1563,3.190160199,3.019279
9728,Buparlisib,NCIH1563,1.012143776,1.287788
9729,CCT007093,NCIH1563,5.868013705,5.436502
9730,CPI-637,NCIH1563,4.482230506,4.764217
9731,CZC24832,NCIH1563,4.514171206,5.539087
9732,Camptothecin,NCIH1563,-0.079352024,-1.7424
9733,Carmustine,NCIH1563,7.079220847,6.54741
9734,Cediranib,NCIH1563,2.040289366,2.458551
9735,Cisplatin,NCIH1563,5.407358749,3.910564
9736,Crizotinib,NCIH1563,3.27814393,3.668128
9737,Cyclophosphamide,NCIH1563,5.250300835,5.659219
9738,Cytarabine,NCIH1563,3.726385028,3.390879
9739,Dabrafenib,NCIH1563,5.695776992,5.330186
9740,Dacarbazine,NCIH1563,4.3231191,6.408856
9741,Dactinomycin,NCIH1563,-3.450527104,-3.167601
9742,Dactolisib,NCIH1563,-0.152516619,-0.495341
9743,Dasatinib,NCIH1563,-0.342346191,1.71202
9744,Dihydrorotenone,NCIH1563,1.309682051,0.133151
9745,Dinaciclib,NCIH1563,-2.588914849,-2.275663
9746,Docetaxel,NCIH1563,-0.424714286,-2.251904
9747,Doramapimod,NCIH1563,4.199671775,5.577696
9748,EHT-1864,NCIH1563,4.221959851,3.82916
9749,EPZ004777,NCIH1563,5.165993044,5.638328
9750,EPZ5676,NCIH1563,5.933140345,5.958047
9751,Elephantin,NCIH1563,4.949404239,4.65608
9752,Entinostat,NCIH1563,3.719248024,3.271468
9753,Entospletinib,NCIH1563,4.642459257,4.341409
9754,Epirubicin,NCIH1563,-0.013924025,0.135067
9755,Erlotinib,NCIH1563,2.278543117,3.313974
9756,Fludarabine,NCIH1563,5.623298321,5.610085
9757,Foretinib,NCIH1563,0.755541431,1.325725
9758,Fulvestrant,NCIH1563,3.382724559,4.307705
9759,GDC0810,NCIH1563,4.987592589,5.567084
9760,GNE-317,NCIH1563,0.751805738,1.201304
9761,GSK-LSD1,NCIH1563,3.176309811,2.772722
9762,GSK1904529A,NCIH1563,5.220755889,4.612937
9763,GSK2110183B,NCIH1563,3.195846394,4.441945
9764,GSK2578215A,NCIH1563,4.090322527,5.346334
9765,GSK2606414,NCIH1563,5.540340967,4.585225
9766,GSK2801,NCIH1563,4.62165958,5.236588
9767,GSK2830371,NCIH1563,5.907867817,6.062453
9768,GSK343,NCIH1563,4.290675943,4.459926
9769,GSK591,NCIH1563,5.404316947,5.057032
9770,GW441756,NCIH1563,4.022927489,3.460223
9771,Gallibiscoquinazole,NCIH1563,2.809856873,3.020952
9772,Gefitinib,NCIH1563,2.895567258,3.483019
9773,Gemcitabine,NCIH1563,4.495865504,-0.148574
9774,I-BET-762,NCIH1563,4.559806423,4.606053
9775,I-BRD9,NCIH1563,4.099633924,5.022871
9776,ICL-SIRT078,NCIH1563,5.848300881,4.931909
9777,IWP-2,NCIH1563,3.405186374,2.978601
9778,Ibrutinib,NCIH1563,5.431310113,4.910618
9779,Ipatasertib,NCIH1563,3.031306158,4.280341
9780,Irinotecan,NCIH1563,5.380706463,3.454942
9781,JNK Inhibitor VIII,NCIH1563,5.916107461,5.722702
9782,JQ1,NCIH1563,2.34059815,3.727028
9783,KRAS (G12C) Inhibitor-12,NCIH1563,5.303937156,5.285502
9784,KU-55933,NCIH1563,4.788070152,5.589892
9785,L-Oxonoreleagnine,NCIH1563,2.809910552,3.960048
9786,LCL161,NCIH1563,4.757491991,5.045519
9787,LGK974,NCIH1563,4.148745161,4.458153
9788,LJI308,NCIH1563,5.779698585,5.510154
9789,LMP744,NCIH1563,3.161436899,1.346249
9790,LY2109761,NCIH1563,4.918245331,5.87107
9791,Lapatinib,NCIH1563,4.158301615,4.394773
9792,Leflunomide,NCIH1563,6.496336396,5.214701
9793,Lenalidomide,NCIH1563,3.755120528,5.742194
9794,Lestaurtinib,NCIH1563,1.462861069,1.214881
9795,Linsitinib,NCIH1563,3.921469892,4.76469
9796,Luminespib,NCIH1563,0.744555363,-0.942821
9797,MG-132,NCIH1563,-0.591135784,-1.137803
9798,MIM1,NCIH1563,2.009430341,4.462743
9799,MIRA-1,NCIH1563,6.174114711,6.12929
9800,MK-1775,NCIH1563,3.068942771,0.937935
9801,MK-2206,NCIH1563,2.678879169,3.681693
9802,MK-8776,NCIH1563,4.827679943,3.975299
9803,ML323,NCIH1563,5.30936202,4.863868
9804,MN-64,NCIH1563,3.906928045,5.173049
9805,Methotrexate,NCIH1563,-0.234676226,0.570364
9806,Mirin,NCIH1563,5.4147726,5.726682
9807,Mitoxantrone,NCIH1563,1.777741987,2.330334
9808,Motesanib,NCIH1563,5.251332761,5.878455
9809,Mycophenolic acid,NCIH1563,3.558108339,2.560214
9810,N-acetyl cysteine,NCIH1563,11.20624126,10.088823
9811,NU7441,NCIH1563,2.960598808,3.814422
9812,NVP-ADW742,NCIH1563,5.366175619,4.31382
9813,Navitoclax,NCIH1563,1.928275855,2.120996
9814,Nelarabine,NCIH1563,5.330610245,6.481651
9815,Nilotinib,NCIH1563,4.731006412,4.438581
9816,Niraparib,NCIH1563,5.551685804,5.116311
9817,Nutlin-3a (-),NCIH1563,3.941748244,5.653186
9818,OF-1,NCIH1563,4.624487161,4.239552
9819,OSI-027,NCIH1563,2.195564724,3.048499
9820,OTX015,NCIH1563,3.611290979,4.066156
9821,Obatoclax Mesylate,NCIH1563,1.736776825,0.596235
9822,Olaparib,NCIH1563,4.877530711,5.031548
9823,Osimertinib,NCIH1563,0.880536859,1.579798
9824,Oxaliplatin,NCIH1563,5.386081879,5.358166
9825,P22077,NCIH1563,5.710353333,5.154149
9826,PCI-34051,NCIH1563,3.865698482,5.237767
9827,PD0325901,NCIH1563,3.586688422,3.136751
9828,PD173074,NCIH1563,4.502727591,4.571061
9829,PFI-1,NCIH1563,4.486170471,4.596581
9830,PFI3,NCIH1563,4.298353066,5.676854
9831,PLX-4720,NCIH1563,5.660752558,5.174173
9832,POMHEX,NCIH1563,0.956974329,2.235458
9833,PRIMA-1MET,NCIH1563,4.980346349,5.557704
9834,PRT062607,NCIH1563,5.02132772,4.298654
9835,Paclitaxel,NCIH1563,0.022899595,-1.535166
9836,Palbociclib,NCIH1563,4.611924357,4.828166
9837,Pevonedistat,NCIH1563,5.353509421,1.988654
9838,Picolinici-acid,NCIH1563,5.106512816,5.625392
9839,Pictilisib,NCIH1563,0.997125931,1.03738
9840,Podophyllotoxin bromide,NCIH1563,1.372868564,0.283459
9841,Pyridostatin,NCIH1563,4.152181405,4.102162
9842,RO-3306,NCIH1563,3.263952467,4.748794
9843,RVX-208,NCIH1563,5.154984174,5.492297
9844,Rapamycin,NCIH1563,-2.994917513,-0.801601
9845,Refametinib,NCIH1563,3.504173197,3.822237
9846,Remodelin,NCIH1563,4.553447469,4.777483
9847,Ribociclib,NCIH1563,4.163147424,4.439759
9848,Romidepsin,NCIH1563,-4.340679647,-5.100162
9849,Rucaparib,NCIH1563,3.740816471,4.77348
9850,Ruxolitinib,NCIH1563,5.245173701,5.18945
9851,SB216763,NCIH1563,5.90626177,5.68442
9852,SB590885,NCIH1563,5.094335588,5.153106
9853,SCH772984,NCIH1563,5.274258878,3.706657
9854,SGC-CBP30,NCIH1563,4.152758539,4.523402
9855,SGC0946,NCIH1563,2.627354006,2.339013
9856,SN-38,NCIH1563,4.117901798,-1.00879
9857,Sabutoclax,NCIH1563,-2.141484076,0.474559
9858,Sapitinib,NCIH1563,3.42245962,4.138724
9859,Savolitinib,NCIH1563,2.585118641,2.83917
9860,Schweinfurthin A,NCIH1563,3.562779097,3.051877
9861,Selumetinib,NCIH1563,5.247246432,4.811544
9862,Sepantronium bromide,NCIH1563,-3.063562281,-4.02034
9863,Serdemetan,NCIH1563,4.153873214,4.774368
9864,Sinularin,NCIH1563,3.888296995,4.352247
9865,Sorafenib,NCIH1563,2.477215357,2.991967
9866,Staurosporine,NCIH1563,-1.766798137,-2.090255
9867,Talazoparib,NCIH1563,4.449939893,4.142667
9868,Tamoxifen,NCIH1563,3.118132191,4.626801
9869,Tanespimycin,NCIH1563,2.08644875,0.477217
9870,Taselisib,NCIH1563,1.79311362,2.208241
9871,Telomerase Inhibitor IX,NCIH1563,2.425353149,1.551846
9872,Temozolomide,NCIH1563,7.144515296,6.991595
9873,Temsirolimus,NCIH1563,0.320043805,2.0067
9874,Teniposide,NCIH1563,2.616915985,1.778228
9875,Topotecan,NCIH1563,2.748835415,1.419421
9876,Trametinib,NCIH1563,2.059640156,1.815739
9877,UMI-77,NCIH1563,5.00085388,3.052352
9878,UNC0379,NCIH1563,4.840275155,4.818323
9879,UNC0638,NCIH1563,5.21440252,5.339441
9880,Ulixertinib,NCIH1563,4.405814111,3.59303
9881,Uprosertib,NCIH1563,2.867493008,4.089877
9882,VE-822,NCIH1563,5.163923468,4.450995
9883,VE821,NCIH1563,5.857056739,4.867446
9884,VX-11e,NCIH1563,4.25154762,3.698072
9885,Veliparib,NCIH1563,5.281808445,5.525433
9886,Venetoclax,NCIH1563,2.029368355,3.436466
9887,Vinblastine,NCIH1563,1.058861158,-2.38493
9888,Vincristine,NCIH1563,2.080240192,0.15252
9889,Vinorelbine,NCIH1563,1.140300595,-2.090372
9890,Vismodegib,NCIH1563,5.30787614,5.506495
9891,Vorinostat,NCIH1563,3.179490795,2.167715
9892,WEHI-539,NCIH1563,4.840417157,4.144225
9893,WIKI4,NCIH1563,3.119398452,3.873386
9894,WZ4003,NCIH1563,3.860489542,5.18876
9895,Wee1 Inhibitor,NCIH1563,5.910833785,3.182361
9896,Wnt-C59,NCIH1563,4.146671506,4.659208
9897,XAV939,NCIH1563,4.088408968,4.704633
9898,YK-4-279,NCIH1563,5.060293214,3.537808
9899,ZM447439,NCIH1563,4.50375635,3.916231
9900,Zoledronate,NCIH1563,4.063296953,4.365576
9901,alpha-lipoic acid,NCIH1563,8.070016998,8.223145
9902,glutathione,NCIH1563,9.942335077,9.376564
9903,5-Fluorouracil,NCIH1869,6.235599015,5.481162
9904,5-azacytidine,NCIH1869,3.340553494,3.907482
9905,A-366,NCIH1869,5.956350631,5.343438
9906,ABT737,NCIH1869,1.267019657,2.960246
9907,AGI-5198,NCIH1869,5.844405074,5.286922
9908,AGI-6780,NCIH1869,4.747026895,4.882714
9909,AGK2,NCIH1869,4.576658863,3.521191
9910,AMG-319,NCIH1869,6.321254058,5.780869
9911,AT13148,NCIH1869,6.26021101,4.452504
9912,AZ6102,NCIH1869,3.915311845,3.093385
9913,AZ960,NCIH1869,2.240171268,3.043885
9914,AZD1208,NCIH1869,6.065948258,5.775174
9915,AZD1332,NCIH1869,5.678564494,4.280664
9916,AZD2014,NCIH1869,2.183027165,2.256108
9917,AZD3759,NCIH1869,1.369492859,2.27026
9918,AZD4547,NCIH1869,3.832449388,3.811469
9919,AZD5153,NCIH1869,2.774331307,2.263165
9920,AZD5363,NCIH1869,3.603686201,3.179634
9921,AZD5438,NCIH1869,3.431164622,2.580524
9922,AZD5582,NCIH1869,2.284847156,3.237767
9923,AZD5991,NCIH1869,5.207908186,5.640833
9924,AZD6738,NCIH1869,3.5545589,2.557997
9925,AZD7762,NCIH1869,1.87622429,0.583695
9926,AZD8186,NCIH1869,2.74707627,3.324453
9927,Acetalax,NCIH1869,4.479954186,4.162074
9928,Afatinib,NCIH1869,1.362791052,1.458178
9929,Afuresertib,NCIH1869,3.463304391,2.643444
9930,Alisertib,NCIH1869,5.259373329,3.266265
9931,Alpelisib,NCIH1869,4.591351084,3.784414
9932,Axitinib,NCIH1869,4.939947186,3.901147
9933,BIBR-1532,NCIH1869,6.155255179,5.459496
9934,BMS-345541,NCIH1869,4.232582696,3.861594
9935,BMS-536924,NCIH1869,2.152947999,2.066413
9936,Bleomycin,NCIH1869,4.259762557,4.092797
9937,Bortezomib,NCIH1869,-6.094727178,-4.986943
9938,Bromosporine,NCIH1869,3.050768912,2.477336
9939,Buparlisib,NCIH1869,2.346595949,1.198689
9940,CPI-637,NCIH1869,5.719221895,4.791499
9941,CZC24832,NCIH1869,6.201702563,5.668351
9942,Camptothecin,NCIH1869,0.001064733,-1.178705
9943,Carmustine,NCIH1869,7.077873599,6.709559
9944,Cediranib,NCIH1869,2.179326608,2.563601
9945,Cisplatin,NCIH1869,5.494319451,4.479321
9946,Crizotinib,NCIH1869,4.132202782,3.672566
9947,Cyclophosphamide,NCIH1869,5.156059315,5.786029
9948,Cytarabine,NCIH1869,3.823486197,3.437016
9949,Dabrafenib,NCIH1869,5.281203848,5.536366
9950,Dacarbazine,NCIH1869,6.056268942,6.63526
