"",drug,cell_line,IC50,OncotreeCode
100313,AZD8186,CAL12T,2.532389,NSCLC
100314,Afatinib,CAL12T,1.052169,NSCLC
100315,Afuresertib,CAL12T,3.047978,NSCLC
100316,Alisertib,CAL12T,2.300740,NSCLC
100317,Alpelisib,CAL12T,2.793456,NSCLC
100318,Avagacestat,CAL12T,3.349355,NSCLC
100319,Axitinib,CAL12T,3.521740,NSCLC
100320,BI-2536,CAL12T,-0.795301,NSCLC
100321,BIBR-1532,CAL12T,5.060162,NSCLC
100322,BMS-345541,CAL12T,2.590472,NSCLC
100323,BMS-536924,CAL12T,0.935411,NSCLC
100324,BMS-754807,CAL12T,1.578260,NSCLC
100325,BX795,CAL12T,3.026454,NSCLC
100326,Bicalutamide,CAL12T,5.223533,NSCLC
100327,Bortezomib,CAL12T,-3.185438,NSCLC
100328,Bosutinib,CAL12T,2.510062,NSCLC
100329,Buparlisib,CAL12T,1.304669,NSCLC
100330,CCT-018159,CAL12T,3.433734,NSCLC
100331,CCT007093,CAL12T,3.755596,NSCLC
100332,CHIR-99021,CAL12T,5.400072,NSCLC
100333,CZC24832,CAL12T,5.495886,NSCLC
100334,Camptothecin,CAL12T,-0.767325,NSCLC
100335,Cediranib,CAL12T,2.559622,NSCLC
100336,Crizotinib,CAL12T,2.619559,NSCLC
100337,Cyclophosphamide,CAL12T,5.634481,NSCLC
100338,Dabrafenib,CAL12T,3.965862,NSCLC
100339,Dactinomycin,CAL12T,-5.129811,NSCLC
100340,Dactolisib,CAL12T,-2.071570,NSCLC
100341,Daporinad,CAL12T,2.337891,NSCLC
100342,Dasatinib,CAL12T,-0.707861,NSCLC
100343,Dinaciclib,CAL12T,-1.757542,NSCLC
100344,Docetaxel,CAL12T,-4.920947,NSCLC
100345,Doramapimod,CAL12T,4.871887,NSCLC
100346,EHT-1864,CAL12T,3.788465,NSCLC
100347,EPZ004777,CAL12T,4.468112,NSCLC
100348,EPZ5676,CAL12T,5.575832,NSCLC
100349,Elesclomol,CAL12T,-2.071295,NSCLC
100350,Entinostat,CAL12T,3.365707,NSCLC
100351,Entospletinib,CAL12T,3.518750,NSCLC
100352,Epirubicin,CAL12T,0.500962,NSCLC
100353,Erlotinib,CAL12T,2.012866,NSCLC
100354,Foretinib,CAL12T,0.597635,NSCLC
100355,Fulvestrant,CAL12T,2.489671,NSCLC
100356,GDC0810,CAL12T,5.480156,NSCLC
100357,GNE-317,CAL12T,-0.282724,NSCLC
100358,GSK1904529A,CAL12T,3.646479,NSCLC
100359,GSK2578215A,CAL12T,3.732764,NSCLC
100360,GSK2606414,CAL12T,2.642720,NSCLC
100361,GSK269962A,CAL12T,3.202646,NSCLC
100362,GSK343,CAL12T,2.298501,NSCLC
100363,GSK591,CAL12T,3.125586,NSCLC
100364,GW441756,CAL12T,3.296440,NSCLC
100365,Gefitinib,CAL12T,2.867856,NSCLC
100366,Gemcitabine,CAL12T,2.024870,NSCLC
100367,I-BET-762,CAL12T,2.745864,NSCLC
100368,I-BRD9,CAL12T,5.624486,NSCLC
100369,IOX2,CAL12T,2.592731,NSCLC
100370,IWP-2,CAL12T,3.259535,NSCLC
100371,Ibrutinib,CAL12T,1.220616,NSCLC
100372,Ipatasertib,CAL12T,4.376040,NSCLC
100373,Irinotecan,CAL12T,4.061120,NSCLC
100374,JNK Inhibitor VIII,CAL12T,4.348637,NSCLC
100375,JQ1,CAL12T,3.791704,NSCLC
100376,KRAS (G12C) Inhibitor-12,CAL12T,5.701906,NSCLC
100377,KU-55933,CAL12T,3.814866,NSCLC
100378,LCL161,CAL12T,4.975188,NSCLC
100379,LGK974,CAL12T,3.873588,NSCLC
100380,LJI308,CAL12T,3.965365,NSCLC
100381,LY2109761,CAL12T,3.854522,NSCLC
100382,Lapatinib,CAL12T,1.919181,NSCLC
100383,Leflunomide,CAL12T,5.715969,NSCLC
100384,Lenalidomide,CAL12T,5.023145,NSCLC
100385,Lestaurtinib,CAL12T,0.378890,NSCLC
100386,Linsitinib,CAL12T,3.722204,NSCLC
100387,Luminespib,CAL12T,-3.319978,NSCLC
100388,MG-132,CAL12T,-0.210582,NSCLC
100389,MIRA-1,CAL12T,5.001049,NSCLC
100390,MK-1775,CAL12T,0.520383,NSCLC
100391,MK-2206,CAL12T,3.609930,NSCLC
100392,MK-8776,CAL12T,2.398679,NSCLC
100393,ML323,CAL12T,3.863037,NSCLC
100394,MN-64,CAL12T,4.708807,NSCLC
100395,Methotrexate,CAL12T,2.665918,NSCLC
100396,Mirin,CAL12T,6.567319,NSCLC
100397,Motesanib,CAL12T,4.611977,NSCLC
100398,NU7441,CAL12T,1.814694,NSCLC
100399,NVP-ADW742,CAL12T,2.215500,NSCLC
100400,Navitoclax,CAL12T,2.089134,NSCLC
100401,Nilotinib,CAL12T,2.358643,NSCLC
100402,Niraparib,CAL12T,5.274824,NSCLC
100403,Nutlin-3a (-),CAL12T,4.147917,NSCLC
100404,OF-1,CAL12T,5.203836,NSCLC
100405,OSI-027,CAL12T,3.179157,NSCLC
100406,OTX015,CAL12T,1.996194,NSCLC
100407,Olaparib,CAL12T,5.725632,NSCLC
100408,Osimertinib,CAL12T,0.266710,NSCLC
100409,Oxaliplatin,CAL12T,5.648951,NSCLC
100410,P22077,CAL12T,5.006340,NSCLC
100411,PCI-34051,CAL12T,4.384342,NSCLC
100412,PD0325901,CAL12T,0.527512,NSCLC
100413,PD173074,CAL12T,4.424813,NSCLC
100414,PF-4708671,CAL12T,3.901822,NSCLC
100415,PFI-1,CAL12T,5.634200,NSCLC
100416,PFI3,CAL12T,5.662028,NSCLC
100417,PLX-4720,CAL12T,2.454619,NSCLC
100418,PRIMA-1MET,CAL12T,5.114114,NSCLC
100419,PRT062607,CAL12T,2.320974,NSCLC
100420,Paclitaxel,CAL12T,-3.467453,NSCLC
100421,Palbociclib,CAL12T,4.059252,NSCLC
100422,Pevonedistat,CAL12T,2.580921,NSCLC
100423,Picolinici-acid,CAL12T,5.643948,NSCLC
100424,Pictilisib,CAL12T,0.995991,NSCLC
100425,Piperlongumine,CAL12T,2.244327,NSCLC
100426,Pyridostatin,CAL12T,5.664631,NSCLC
100427,RO-3306,CAL12T,2.418790,NSCLC
100428,RVX-208,CAL12T,4.572670,NSCLC
100429,Rapamycin,CAL12T,-1.520410,NSCLC
100430,Refametinib,CAL12T,2.911641,NSCLC
100431,Ribociclib,CAL12T,4.169181,NSCLC
100432,Rucaparib,CAL12T,4.172340,NSCLC
100433,Ruxolitinib,CAL12T,4.805324,NSCLC
100434,SB216763,CAL12T,4.667727,NSCLC
100435,SB505124,CAL12T,5.234882,NSCLC
100436,SB590885,CAL12T,4.968226,NSCLC
100437,SCH772984,CAL12T,2.810567,NSCLC
100438,SGC0946,CAL12T,2.488750,NSCLC
100439,SL0101,CAL12T,3.860358,NSCLC
100440,SN-38,CAL12T,1.469097,NSCLC
100441,Sabutoclax,CAL12T,-0.171050,NSCLC
100442,Sapitinib,CAL12T,1.042899,NSCLC
100443,Savolitinib,CAL12T,3.269547,NSCLC
100444,Selumetinib,CAL12T,2.459773,NSCLC
100445,Sepantronium bromide,CAL12T,-5.620282,NSCLC
100446,Serdemetan,CAL12T,3.994544,NSCLC
100447,Sorafenib,CAL12T,2.452928,NSCLC
100448,Staurosporine,CAL12T,-3.507369,NSCLC
100449,Talazoparib,CAL12T,5.280493,NSCLC
100450,Tamoxifen,CAL12T,5.485355,NSCLC
100451,Tanespimycin,CAL12T,-0.427769,NSCLC
100452,Taselisib,CAL12T,1.284498,NSCLC
100453,Telomerase Inhibitor IX,CAL12T,1.733104,NSCLC
100454,Temozolomide,CAL12T,6.763886,NSCLC
100455,Temsirolimus,CAL12T,0.870613,NSCLC
100456,Tozasertib,CAL12T,2.411144,NSCLC
100457,Trametinib,CAL12T,-0.104606,NSCLC
100458,Tretinoin,CAL12T,4.342535,NSCLC
100459,Ulixertinib,CAL12T,1.641728,NSCLC
100460,Uprosertib,CAL12T,4.190824,NSCLC
100461,VE-822,CAL12T,1.769426,NSCLC
100462,VE821,CAL12T,2.666458,NSCLC
100463,VX-11e,CAL12T,0.836341,NSCLC
100464,Veliparib,CAL12T,5.665274,NSCLC
100465,Venetoclax,CAL12T,2.513160,NSCLC
100466,Vinorelbine,CAL12T,-3.890809,NSCLC
100467,Vismodegib,CAL12T,3.850176,NSCLC
100468,Vorinostat,CAL12T,2.042239,NSCLC
100469,WEHI-539,CAL12T,4.041717,NSCLC
100470,WIKI4,CAL12T,2.700702,NSCLC
100471,WZ4003,CAL12T,5.664984,NSCLC
100472,Wee1 Inhibitor,CAL12T,1.030951,NSCLC
100473,Wnt-C59,CAL12T,3.761107,NSCLC
100474,XAV939,CAL12T,4.287112,NSCLC
100475,YK-4-279,CAL12T,1.902164,NSCLC
100476,ZM447439,CAL12T,2.867758,NSCLC
101730,5-Fluorouracil,NCIH2087,5.373204,LUAD
101731,5-azacytidine,NCIH2087,2.809987,LUAD
101732,A-366,NCIH2087,4.448297,LUAD
101733,ABT737,NCIH2087,2.939385,LUAD
101734,AGI-5198,NCIH2087,6.049360,LUAD
101735,AGI-6780,NCIH2087,5.758160,LUAD
101736,AGK2,NCIH2087,3.851896,LUAD
101737,AMG-319,NCIH2087,5.441719,LUAD
101738,AT13148,NCIH2087,6.528478,LUAD
101739,AZ6102,NCIH2087,3.850787,LUAD
101740,AZ960,NCIH2087,2.871602,LUAD
101741,AZD1208,NCIH2087,5.876478,LUAD
101742,AZD1332,NCIH2087,4.794775,LUAD
101743,AZD2014,NCIH2087,4.281610,LUAD
101744,AZD3759,NCIH2087,4.487954,LUAD
101745,AZD4547,NCIH2087,5.187899,LUAD
101746,AZD5153,NCIH2087,3.271161,LUAD
101747,AZD5363,NCIH2087,6.306504,LUAD
101748,AZD5438,NCIH2087,3.973529,LUAD
101749,AZD5582,NCIH2087,4.074740,LUAD
101750,AZD5991,NCIH2087,6.511615,LUAD
101751,AZD6738,NCIH2087,3.653825,LUAD
101752,AZD7762,NCIH2087,1.393462,LUAD
101753,AZD8055,NCIH2087,1.578482,LUAD
101754,AZD8186,NCIH2087,4.690430,LUAD
101755,Acetalax,NCIH2087,7.366967,LUAD
101756,Afatinib,NCIH2087,2.962666,LUAD
101757,Afuresertib,NCIH2087,4.700644,LUAD
101758,Alisertib,NCIH2087,3.924677,LUAD
101759,Alpelisib,NCIH2087,4.273716,LUAD
101760,Avagacestat,NCIH2087,6.044516,LUAD
101761,Axitinib,NCIH2087,5.901219,LUAD
101762,BI-2536,NCIH2087,-0.173218,LUAD
101763,BIBR-1532,NCIH2087,6.528112,LUAD
101764,BMS-345541,NCIH2087,5.497677,LUAD
101765,BMS-536924,NCIH2087,2.925025,LUAD
101766,BMS-754807,NCIH2087,4.762586,LUAD
101767,Bleomycin,NCIH2087,4.528320,LUAD
101768,Bleomycin (50 uM),NCIH2087,5.273483,LUAD
101769,Bortezomib,NCIH2087,-3.513629,LUAD
101770,Bosutinib,NCIH2087,3.703050,LUAD
101771,Bromosporine,NCIH2087,2.655523,LUAD
101772,Buparlisib,NCIH2087,2.009496,LUAD
101773,CCT007093,NCIH2087,4.963187,LUAD
101774,CPI-637,NCIH2087,3.526347,LUAD
101775,CZC24832,NCIH2087,5.642736,LUAD
101776,Camptothecin,NCIH2087,-2.691664,LUAD
101777,Carmustine,NCIH2087,7.336314,LUAD
101778,Cediranib,NCIH2087,4.123437,LUAD
101779,Cisplatin,NCIH2087,2.725590,LUAD
101780,Crizotinib,NCIH2087,3.452952,LUAD
101781,Cyclophosphamide,NCIH2087,6.567940,LUAD
101782,Cytarabine,NCIH2087,1.159273,LUAD
101783,Dabrafenib,NCIH2087,3.740258,LUAD
101784,Dacarbazine,NCIH2087,6.503670,LUAD
101785,Dactinomycin,NCIH2087,-2.481719,LUAD
101786,Dactolisib,NCIH2087,-0.487633,LUAD
101787,Daporinad,NCIH2087,-1.906638,LUAD
101788,Dasatinib,NCIH2087,4.616387,LUAD
101789,Dihydrorotenone,NCIH2087,3.492343,LUAD
101790,Dinaciclib,NCIH2087,-1.738277,LUAD
101791,Docetaxel,NCIH2087,-1.882234,LUAD
101792,Doramapimod,NCIH2087,5.592708,LUAD
101793,EHT-1864,NCIH2087,4.189838,LUAD
101794,EPZ004777,NCIH2087,6.050920,LUAD
101795,EPZ5676,NCIH2087,6.428309,LUAD
101796,Elephantin,NCIH2087,6.399367,LUAD
101797,Entinostat,NCIH2087,3.828563,LUAD
101798,Entospletinib,NCIH2087,5.755644,LUAD
101799,Epirubicin,NCIH2087,0.261736,LUAD
101800,Erlotinib,NCIH2087,4.942672,LUAD
101801,Fludarabine,NCIH2087,7.227255,LUAD
101802,Foretinib,NCIH2087,1.814301,LUAD
101803,Fulvestrant,NCIH2087,5.343137,LUAD
101804,GDC0810,NCIH2087,6.379144,LUAD
101805,GNE-317,NCIH2087,2.142756,LUAD
101806,GSK-LSD1,NCIH2087,3.586684,LUAD
101807,GSK1904529A,NCIH2087,5.539453,LUAD
101808,GSK2110183B,NCIH2087,4.913283,LUAD
101809,GSK2578215A,NCIH2087,6.546097,LUAD
101810,GSK2606414,NCIH2087,5.296227,LUAD
101811,GSK2801,NCIH2087,5.988660,LUAD
101812,GSK2830371,NCIH2087,6.567940,LUAD
101813,GSK343,NCIH2087,3.796420,LUAD
101814,GSK591,NCIH2087,5.314444,LUAD
101815,GW441756,NCIH2087,4.830651,LUAD
101816,Gallibiscoquinazole,NCIH2087,4.087286,LUAD
101817,Gefitinib,NCIH2087,4.759817,LUAD
101818,Gemcitabine,NCIH2087,-0.644016,LUAD
101819,I-BET-762,NCIH2087,3.508581,LUAD
101820,I-BRD9,NCIH2087,5.469058,LUAD
101821,ICL-SIRT078,NCIH2087,3.684717,LUAD
101822,IWP-2,NCIH2087,4.206763,LUAD
101823,Ibrutinib,NCIH2087,6.326911,LUAD
101824,Ipatasertib,NCIH2087,5.507403,LUAD
101825,Irinotecan,NCIH2087,2.166156,LUAD
101826,JNK Inhibitor VIII,NCIH2087,5.949073,LUAD
101827,JQ1,NCIH2087,3.372989,LUAD
101828,KRAS (G12C) Inhibitor-12,NCIH2087,5.428802,LUAD
101829,KU-55933,NCIH2087,6.378612,LUAD
101830,L-Oxonoreleagnine,NCIH2087,4.873008,LUAD
101831,LCL161,NCIH2087,6.407334,LUAD
101832,LGK974,NCIH2087,5.032956,LUAD
101833,LJI308,NCIH2087,6.233882,LUAD
101834,LMP744,NCIH2087,-0.927207,LUAD
101835,LY2109761,NCIH2087,5.740713,LUAD
101836,Lapatinib,NCIH2087,5.528088,LUAD
101837,Leflunomide,NCIH2087,7.274548,LUAD
101838,Lenalidomide,NCIH2087,4.922774,LUAD
101839,Lestaurtinib,NCIH2087,2.783664,LUAD
101840,Linsitinib,NCIH2087,4.586072,LUAD
101841,Luminespib,NCIH2087,-0.748343,LUAD
101842,MG-132,NCIH2087,-0.799875,LUAD
101843,MIM1,NCIH2087,4.734233,LUAD
101844,MIRA-1,NCIH2087,6.546359,LUAD
101845,MK-1775,NCIH2087,1.562390,LUAD
101846,MK-2206,NCIH2087,5.382233,LUAD
101847,MK-8776,NCIH2087,5.340815,LUAD
101848,ML323,NCIH2087,6.246460,LUAD
101849,MN-64,NCIH2087,5.550480,LUAD
101850,Methotrexate,NCIH2087,1.849090,LUAD
101851,Mirin,NCIH2087,5.645123,LUAD
101852,Mitoxantrone,NCIH2087,3.163457,LUAD
101853,Motesanib,NCIH2087,6.493822,LUAD
101854,Mycophenolic acid,NCIH2087,2.990050,LUAD
101855,N-acetyl cysteine,NCIH2087,10.448281,LUAD
101856,NU7441,NCIH2087,4.448201,LUAD
101857,NVP-ADW742,NCIH2087,3.293035,LUAD
101858,Navitoclax,NCIH2087,2.301654,LUAD
101859,Nelarabine,NCIH2087,7.256148,LUAD
101860,Nilotinib,NCIH2087,3.328035,LUAD
101861,Niraparib,NCIH2087,5.203166,LUAD
101862,Nutlin-3a (-),NCIH2087,5.861084,LUAD
101863,OF-1,NCIH2087,5.817134,LUAD
101864,OSI-027,NCIH2087,2.857237,LUAD
101865,OTX015,NCIH2087,3.264021,LUAD
101866,Obatoclax Mesylate,NCIH2087,0.914777,LUAD
101867,Olaparib,NCIH2087,4.517211,LUAD
101868,Osimertinib,NCIH2087,3.415073,LUAD
101869,Oxaliplatin,NCIH2087,6.085917,LUAD
101870,P22077,NCIH2087,6.546067,LUAD
101871,PCI-34051,NCIH2087,6.261583,LUAD
101872,PD0325901,NCIH2087,-0.438286,LUAD
101873,PD173074,NCIH2087,5.234443,LUAD
101874,PFI-1,NCIH2087,5.526720,LUAD
101875,PFI3,NCIH2087,6.369715,LUAD
101876,PLX-4720,NCIH2087,6.096785,LUAD
101877,POMHEX,NCIH2087,2.021993,LUAD
101878,PRIMA-1MET,NCIH2087,6.607513,LUAD
101879,PRT062607,NCIH2087,4.277655,LUAD
101880,Paclitaxel,NCIH2087,-1.786845,LUAD
101881,Palbociclib,NCIH2087,4.369120,LUAD
101882,Pevonedistat,NCIH2087,2.289021,LUAD
101883,Picolinici-acid,NCIH2087,5.989553,LUAD
101884,Pictilisib,NCIH2087,2.680522,LUAD
101885,Podophyllotoxin bromide,NCIH2087,1.084790,LUAD
101886,Pyridostatin,NCIH2087,4.979465,LUAD
101887,RO-3306,NCIH2087,4.987914,LUAD
101888,RVX-208,NCIH2087,5.647662,LUAD
101889,Rapamycin,NCIH2087,-0.078936,LUAD
101890,Refametinib,NCIH2087,3.367004,LUAD
101891,Ribociclib,NCIH2087,4.711572,LUAD
101892,Romidepsin,NCIH2087,-5.039566,LUAD
101893,Rucaparib,NCIH2087,5.744143,LUAD
101894,Ruxolitinib,NCIH2087,6.223723,LUAD
101895,SB216763,NCIH2087,6.485390,LUAD
101896,SB590885,NCIH2087,4.814077,LUAD
101897,SCH772984,NCIH2087,0.667395,LUAD
101898,SGC-CBP30,NCIH2087,4.357433,LUAD
101899,SGC0946,NCIH2087,2.468149,LUAD
101900,SN-38,NCIH2087,-5.059686,LUAD
101901,Sabutoclax,NCIH2087,0.799182,LUAD
101902,Sapitinib,NCIH2087,6.076558,LUAD
101903,Savolitinib,NCIH2087,3.899294,LUAD
101904,Schweinfurthin A,NCIH2087,1.903446,LUAD
101905,Selumetinib,NCIH2087,2.841737,LUAD
101906,Sepantronium bromide,NCIH2087,-3.945716,LUAD
101907,Serdemetan,NCIH2087,6.431647,LUAD
101908,Sinularin,NCIH2087,5.266777,LUAD
101909,Sorafenib,NCIH2087,4.095324,LUAD
101910,Staurosporine,NCIH2087,-1.444405,LUAD
101911,TW 37,NCIH2087,3.546437,LUAD
101912,Talazoparib,NCIH2087,3.676266,LUAD
101913,Tamoxifen,NCIH2087,4.783542,LUAD
101914,Tanespimycin,NCIH2087,-0.304470,LUAD
101915,Taselisib,NCIH2087,4.327704,LUAD
101916,Telomerase Inhibitor IX,NCIH2087,1.348638,LUAD
101917,Temozolomide,NCIH2087,7.956371,LUAD
101918,Temsirolimus,NCIH2087,2.452578,LUAD
101919,Teniposide,NCIH2087,1.062494,LUAD
101920,Topotecan,NCIH2087,-0.155260,LUAD
101921,Trametinib,NCIH2087,-1.769640,LUAD
101922,UMI-77,NCIH2087,2.500895,LUAD
101923,UNC0379,NCIH2087,4.195260,LUAD
101924,UNC0638,NCIH2087,4.654605,LUAD
101925,Ulixertinib,NCIH2087,1.834778,LUAD
101926,Uprosertib,NCIH2087,5.180941,LUAD
101927,VE-822,NCIH2087,4.363598,LUAD
101928,VE821,NCIH2087,5.140188,LUAD
101929,VX-11e,NCIH2087,2.481015,LUAD
101930,Veliparib,NCIH2087,6.387983,LUAD
101931,Venetoclax,NCIH2087,4.462719,LUAD
101932,Vinblastine,NCIH2087,-2.763740,LUAD
101933,Vincristine,NCIH2087,0.531297,LUAD
101934,Vinorelbine,NCIH2087,-2.855748,LUAD
101935,Vismodegib,NCIH2087,5.772665,LUAD
101936,Vorinostat,NCIH2087,2.597005,LUAD
101937,WEHI-539,NCIH2087,4.848616,LUAD
101938,WIKI4,NCIH2087,4.951642,LUAD
101939,WZ4003,NCIH2087,4.159069,LUAD
101940,Wee1 Inhibitor,NCIH2087,3.446896,LUAD
101941,Wnt-C59,NCIH2087,6.261819,LUAD
101942,XAV939,NCIH2087,6.396689,LUAD
101943,YK-4-279,NCIH2087,3.219402,LUAD
101944,ZM447439,NCIH2087,5.473952,LUAD
101945,Zoledronate,NCIH2087,4.574449,LUAD
101946,alpha-lipoic acid,NCIH2087,7.684838,LUAD
101947,glutathione,NCIH2087,10.502726,LUAD
101948,5-Fluorouracil,HARA,3.272761,LUSC
101949,5-azacytidine,HARA,2.975747,LUSC
101950,A-366,HARA,4.796044,LUSC
101951,ABT737,HARA,2.594558,LUSC
101952,AGI-5198,HARA,4.665762,LUSC
101953,AGI-6780,HARA,3.833891,LUSC
101954,AGK2,HARA,2.753614,LUSC
101955,AMG-319,HARA,5.526899,LUSC
101956,AT13148,HARA,2.909911,LUSC
101957,AZ6102,HARA,1.721083,LUSC
101958,AZ960,HARA,1.231919,LUSC
101959,AZD1208,HARA,5.111166,LUSC
101960,AZD1332,HARA,2.719133,LUSC
101961,AZD2014,HARA,1.529765,LUSC
101962,AZD3759,HARA,2.099998,LUSC
101963,AZD4547,HARA,1.457353,LUSC
101964,AZD5153,HARA,0.886152,LUSC
101965,AZD5363,HARA,2.140815,LUSC
101966,AZD5438,HARA,1.435221,LUSC
101967,AZD5582,HARA,1.984216,LUSC
101968,AZD5991,HARA,2.335751,LUSC
101969,AZD6738,HARA,0.251275,LUSC
101970,AZD7762,HARA,-2.728224,LUSC
101971,AZD8055,HARA,-0.090313,LUSC
101972,AZD8186,HARA,3.602261,LUSC
101973,Acetalax,HARA,6.186304,LUSC
101974,Afatinib,HARA,0.476440,LUSC
101975,Afuresertib,HARA,0.967765,LUSC
101976,Alisertib,HARA,0.299111,LUSC
101977,Alpelisib,HARA,2.165477,LUSC
101978,Avagacestat,HARA,4.966745,LUSC
101979,Axitinib,HARA,2.216625,LUSC
101980,BI-2536,HARA,-3.667180,LUSC
101981,BIBR-1532,HARA,5.305465,LUSC
101982,BMS-345541,HARA,2.572450,LUSC
101983,BMS-536924,HARA,0.998345,LUSC
101984,BMS-754807,HARA,0.834245,LUSC
101985,Bleomycin,HARA,2.781509,LUSC
101986,Bleomycin (50 uM),HARA,3.650242,LUSC
101987,Bortezomib,HARA,-5.390856,LUSC
101988,Bosutinib,HARA,2.010057,LUSC
101989,Bromosporine,HARA,2.815246,LUSC
101990,Buparlisib,HARA,0.231735,LUSC
101991,CCT007093,HARA,5.522538,LUSC
101992,CPI-637,HARA,3.981912,LUSC
101993,CZC24832,HARA,5.562283,LUSC
101994,Camptothecin,HARA,-2.720040,LUSC
101995,Carmustine,HARA,5.814766,LUSC
101996,Cediranib,HARA,1.117190,LUSC
101997,Cisplatin,HARA,3.003699,LUSC
101998,Crizotinib,HARA,1.748084,LUSC
101999,Cyclophosphamide,HARA,5.075785,LUSC
102000,Cytarabine,HARA,-0.548685,LUSC
102001,Dabrafenib,HARA,5.368125,LUSC
102002,Dacarbazine,HARA,4.716921,LUSC
102003,Dactinomycin,HARA,-5.068209,LUSC
102004,Dactolisib,HARA,-2.330746,LUSC
102005,Daporinad,HARA,-5.920030,LUSC
102006,Dasatinib,HARA,0.345850,LUSC
102007,Dihydrorotenone,HARA,1.646468,LUSC
102008,Dinaciclib,HARA,-3.816639,LUSC
102009,Docetaxel,HARA,-6.392387,LUSC
102010,Doramapimod,HARA,5.580603,LUSC
102011,EHT-1864,HARA,4.058227,LUSC
102012,EPZ004777,HARA,5.303861,LUSC
102013,EPZ5676,HARA,5.907616,LUSC
102014,Elephantin,HARA,4.705573,LUSC
102015,Entinostat,HARA,2.883483,LUSC
102016,Entospletinib,HARA,3.150727,LUSC
102017,Epirubicin,HARA,-1.777532,LUSC
102018,Erlotinib,HARA,1.886849,LUSC
102019,Fludarabine,HARA,6.143833,LUSC
102020,Foretinib,HARA,0.363008,LUSC
102021,Fulvestrant,HARA,3.109895,LUSC
102022,GDC0810,HARA,4.797348,LUSC
102023,GNE-317,HARA,-0.399411,LUSC
102024,GSK-LSD1,HARA,3.150833,LUSC
102025,GSK1904529A,HARA,2.998844,LUSC
102026,GSK2110183B,HARA,2.312557,LUSC
102027,GSK2578215A,HARA,4.079098,LUSC
102028,GSK2606414,HARA,3.939856,LUSC
102029,GSK2801,HARA,5.583300,LUSC
102030,GSK2830371,HARA,5.344565,LUSC
102031,GSK343,HARA,2.944712,LUSC
102032,GSK591,HARA,3.742688,LUSC
102033,GW441756,HARA,3.314816,LUSC
102034,Gallibiscoquinazole,HARA,3.236693,LUSC
102035,Gefitinib,HARA,1.938221,LUSC
102036,Gemcitabine,HARA,-2.524627,LUSC
102037,I-BET-762,HARA,2.899398,LUSC
102038,I-BRD9,HARA,3.831667,LUSC
102039,ICL-SIRT078,HARA,4.331923,LUSC
102040,IWP-2,HARA,3.262172,LUSC
102041,Ibrutinib,HARA,2.284120,LUSC
102042,Ipatasertib,HARA,2.699554,LUSC
102043,Irinotecan,HARA,2.097871,LUSC
102044,JNK Inhibitor VIII,HARA,5.554487,LUSC
102045,JQ1,HARA,1.170574,LUSC
102046,KRAS (G12C) Inhibitor-12,HARA,4.788004,LUSC
102047,KU-55933,HARA,4.738770,LUSC
102048,L-Oxonoreleagnine,HARA,3.685107,LUSC
102049,LCL161,HARA,4.149140,LUSC
102050,LGK974,HARA,5.233981,LUSC
102051,LJI308,HARA,5.386276,LUSC
102052,LMP744,HARA,-1.837906,LUSC
102053,LY2109761,HARA,5.403866,LUSC
102054,Lapatinib,HARA,1.725269,LUSC
102055,Leflunomide,HARA,5.114447,LUSC
102056,Lenalidomide,HARA,4.657775,LUSC
102057,Lestaurtinib,HARA,-0.938014,LUSC
102058,Linsitinib,HARA,2.433056,LUSC
102059,Luminespib,HARA,-3.837283,LUSC
102060,MG-132,HARA,-1.680380,LUSC
102061,MIM1,HARA,3.677260,LUSC
102062,MIRA-1,HARA,5.395277,LUSC
102063,MK-1775,HARA,-1.060832,LUSC
102064,MK-2206,HARA,1.782687,LUSC
102065,MK-8776,HARA,-0.694748,LUSC
102066,ML323,HARA,5.771536,LUSC
102067,MN-64,HARA,5.381864,LUSC
102068,Methotrexate,HARA,-2.965844,LUSC
102069,Mirin,HARA,4.218728,LUSC
102070,Mitoxantrone,HARA,0.092818,LUSC
102071,Motesanib,HARA,5.560340,LUSC
102072,Mycophenolic acid,HARA,1.070698,LUSC
102073,N-acetyl cysteine,HARA,10.250966,LUSC
102074,NU7441,HARA,3.437718,LUSC
102075,NVP-ADW742,HARA,1.501724,LUSC
102076,Navitoclax,HARA,3.009813,LUSC
102077,Nelarabine,HARA,5.951022,LUSC
102078,Nilotinib,HARA,2.476640,LUSC
102079,Niraparib,HARA,4.795389,LUSC
102080,Nutlin-3a (-),HARA,3.745954,LUSC
102081,OF-1,HARA,4.606096,LUSC
102082,OSI-027,HARA,0.939136,LUSC
102083,OTX015,HARA,0.860412,LUSC
102084,Obatoclax Mesylate,HARA,0.373535,LUSC
102085,Olaparib,HARA,4.270987,LUSC
102086,Osimertinib,HARA,0.780740,LUSC
102087,Oxaliplatin,HARA,4.043617,LUSC
102088,P22077,HARA,5.564362,LUSC
102089,PCI-34051,HARA,4.660094,LUSC
102090,PD0325901,HARA,1.685946,LUSC
102091,PD173074,HARA,2.471507,LUSC
102092,PFI-1,HARA,4.857059,LUSC
102093,PFI3,HARA,5.337714,LUSC
102094,PLX-4720,HARA,3.362389,LUSC
102095,POMHEX,HARA,2.093410,LUSC
102096,PRIMA-1MET,HARA,5.863851,LUSC
102097,PRT062607,HARA,2.893666,LUSC
102098,Paclitaxel,HARA,-4.804888,LUSC
