,drug,cell_line,IC50,prediction
10841,Temsirolimus,SNU16,-0.44699761,1.11189
10842,ICL-SIRT078,SNU16,2.364210893,2.907744
10843,Venetoclax,SNU16,0.80673038,2.249099
10844,Cisplatin,SNU16,2.034948115,1.576538
10845,Rucaparib,SNU16,2.583512799,3.030834
10846,Foretinib,SNU16,-2.192075284,-1.703516
10847,Buparlisib,SNU16,0.140480745,0.404469
10848,Oxaliplatin,SNU16,2.121774967,2.388691
10849,GDC0810,SNU16,4.40278375,3.99468
10850,Ipatasertib,SNU16,2.43737166,2.99654
10851,Savolitinib,SNU16,2.37450574,1.728072
10852,Pevonedistat,SNU175,-0.606345866,0.074125
10853,Lenalidomide,SNU175,5.422244628,5.118543
10854,I-BET-762,SNU175,1.940024191,2.244173
10855,CZC24832,SNU175,5.239863722,5.227316
10856,Mirin,SNU175,3.200678563,3.650401
10857,Temozolomide,SNU175,6.318618676,6.139652
10858,GSK-LSD1,SNU175,2.854209721,2.283486
10859,EPZ5676,SNU175,5.752198523,5.333559
10860,BMS-754807,SNU175,-1.291566232,-0.646057
10861,BIBR-1532,SNU175,5.279588273,4.971802
10862,Pictilisib,SNU175,0.118201957,0.713593
10863,Gefitinib,SNU175,1.171628302,1.778002
10864,Irinotecan,SNU175,2.179549749,2.073872
10865,Methotrexate,SNU175,-3.383377367,-1.255408
10866,YK-4-279,SNU175,1.627361996,0.353525
10867,NU7441,SNU175,3.581642545,2.216045
10868,SN-38,SNU175,-4.099896441,-3.268608
10869,MK-1775,SNU175,-0.378367204,-0.120967
10870,Navitoclax,SNU175,1.76494291,1.501752
10871,VE821,SNU283,3.703375477,3.225825
10872,Cediranib,SNU283,3.196621839,2.631944
10873,Serdemetan,SNU283,5.028034532,4.981459
10874,Wnt-C59,SNU283,5.598246335,5.29378
10875,SGC0946,SNU283,1.415882154,1.943741
10876,Sabutoclax,SNU283,0.378303144,0.430756
10877,Rucaparib,SNU283,4.254565333,4.74227
10878,AZD6738,SNU283,1.563071879,1.072312
10879,Ibrutinib,SNU283,3.450269644,3.944984
10880,BX795,SNU283,4.608982645,3.331257
10881,PRT062607,SNU283,3.244258692,3.574479
10882,Erlotinib,SNU283,2.681447199,2.845574
10883,Temsirolimus,SNU283,3.310068738,2.661224
10884,Dactinomycin,SNU283,-3.771470499,-3.975713
10885,WZ4003,SNU283,4.510065012,5.279452
10886,BIBR-1532,SNU283,5.146729424,5.281272
10887,Palbociclib,SNU387,4.03043239,4.021333
10888,L-Oxonoreleagnine,SNU387,3.588660058,3.913912
10889,Talazoparib,SNU387,4.521944963,4.954064
10890,Paclitaxel,SNU387,-0.927302376,-2.212717
10891,IWP-2,SNU387,2.897378122,3.318521
10892,LCL161,SNU387,4.205062747,5.506679
10893,LGK974,SNU387,5.887978342,4.786853
10894,UNC0379,SNU387,3.228799507,4.08018
10895,AZD4547,SNU387,4.494089497,3.263028
10896,Afatinib,SNU387,2.349392482,2.233272
10897,Dinaciclib,SNU387,-3.728214961,-2.131604
10898,AZD6738,SNU387,3.423568949,2.529238
10899,WEHI-539,SNU387,3.636056958,4.272367
10900,Nutlin-3a (-),SNU387,5.852376481,6.107893
10901,ML323,SNU387,6.337944966,5.544982
10902,Entospletinib,SNU387,2.992283805,3.076231
10903,NU7441,SNU387,4.137834936,3.065687
10904,Temozolomide,SNU387,6.456296186,7.472492
10905,Axitinib,SNU387,5.368330742,3.007948
10906,GSK2578215A,SNU398,4.573716439,4.74826
10907,KU-55933,SNU398,5.647614782,5.207343
10908,alpha-lipoic acid,SNU398,7.803026904,7.035541
10909,ZM447439,SNU398,2.158293103,2.251792
10910,PRT062607,SNU398,2.711592334,3.002728
10911,YK-4-279,SNU398,1.588051449,1.089958
10912,Leflunomide,SNU398,4.325766136,5.19021
10913,Paclitaxel,SNU398,-3.520420203,-4.66637
10914,MK-1775,SNU398,-0.410792315,-0.198825
10915,IWP-2,SNU398,3.108976622,2.605851
10916,LY2109761,SNU398,3.730452626,5.068311
10917,Oxaliplatin,SNU398,5.090407912,4.206257
10918,Podophyllotoxin bromide,SNU398,-2.226095467,-1.804507
10919,Sapitinib,SNU398,4.72124825,4.809157
10920,5-azacytidine,SNU398,3.531032449,1.659439
10921,Bleomycin (50 uM),SNU398,4.717321267,1.030671
10922,LCL161,SNU398,5.393884124,4.946406
10923,Carmustine,SNU398,5.313148773,5.50286
10924,Sabutoclax,SNU398,-2.120733084,-1.378343
10925,PRIMA-1MET,SNU407,5.371499572,4.950438
10926,Telomerase Inhibitor IX,SNU407,0.188364826,0.56383
10927,AZD3759,SNU407,1.709689821,1.96672
10928,Vincristine,SNU407,0.061238994,-1.38155
10929,Lapatinib,SNU407,2.252848736,2.853111
10930,SB590885,SNU407,5.169493142,4.62645
10931,RO-3306,SNU407,2.85084083,3.346757
10932,Methotrexate,SNU407,-3.233443204,-0.869562
10933,BMS-345541,SNU407,3.97660381,2.8696
10934,AZD5582,SNU407,3.56171721,3.771385
10935,Cediranib,SNU407,2.337122188,1.611445
10936,Osimertinib,SNU407,1.115264491,0.833983
10937,Teniposide,SNU407,3.523339771,1.248772
10938,Niraparib,SNU407,4.047081895,4.748645
10939,Fludarabine,SNU407,5.641325218,5.138012
10940,5-Fluorouracil,SNU407,2.981527379,2.92183
10941,GSK2110183B,SNU407,3.463683663,2.851899
10942,SGC-CBP30,SNU407,4.967396305,4.385861
10943,Buparlisib,SNU407,0.724647845,0.887866
10944,SB590885,SNU423,5.460802895,4.996723
10945,Cyclophosphamide,SNU423,6.132485059,5.037535
10946,CZC24832,SNU423,3.738813931,5.195603
10947,Sorafenib,SNU423,4.110139399,3.727934
10948,Sepantronium bromide,SNU423,-5.409834486,-4.254189
10949,JNK Inhibitor VIII,SNU423,6.046261245,5.546139
10950,KU-55933,SNU423,6.026865448,5.032085
10951,Alpelisib,SNU423,3.261566136,3.835733
10952,Podophyllotoxin bromide,SNU423,-0.891693191,-0.50213
10953,Temsirolimus,SNU423,1.317656089,1.551251
10954,Axitinib,SNU423,5.326671283,3.904323
10955,Refametinib,SNU423,2.676013056,3.230524
10956,Linsitinib,SNU423,4.964093338,4.49201
10957,KRAS (G12C) Inhibitor-12,SNU423,6.396106737,4.317896
10958,OF-1,SNU423,5.86264043,5.327679
10959,Vinblastine,SNU423,-4.189902998,-3.618172
10960,Palbociclib,SNU423,4.709534194,4.305457
10961,GSK2830371,SNU423,6.177310244,5.783712
10962,AZD5582,SNU423,1.285905969,0.939554
10963,JNK Inhibitor VIII,SNU449,6.880419281,6.202579
10964,GSK591,SNU449,4.361019915,5.937606
10965,JQ1,SNU449,5.948368732,4.788153
10966,Pevonedistat,SNU449,5.293502146,4.955032
10967,Vismodegib,SNU449,6.788889571,5.946599
10968,5-azacytidine,SNU449,4.095870464,4.69623
10969,LY2109761,SNU449,6.530562557,6.323891
10970,UMI-77,SNU449,3.786127801,3.469732
10971,OTX015,SNU449,5.726217381,3.730916
10972,MK-8776,SNU449,6.054291062,5.292914
10973,OF-1,SNU449,6.023800404,5.154386
10974,N-acetyl cysteine,SNU449,10.10266791,10.798306
10975,Cytarabine,SNU449,5.210768674,4.183724
10976,Crizotinib,SNU449,3.359439481,4.0764
10977,alpha-lipoic acid,SNU449,8.286199967,8.76232
10978,VE821,SNU449,5.860667537,5.356048
10979,BMS-345541,SNU449,3.646691807,4.201773
10980,PLX-4720,SNU449,3.910788647,5.249389
10981,SN-38,SNU449,4.64541431,4.51085
10982,GW441756,SNU5,3.572633251,2.90532
10983,Luminespib,SNU5,-3.142281431,-2.35632
10984,Venetoclax,SNU5,1.183970713,2.557067
10985,Buparlisib,SNU5,0.53202528,0.315669
10986,Mycophenolic acid,SNU5,0.961441752,2.029848
10987,AZD7762,SNU5,-1.441865171,-0.576354
10988,KRAS (G12C) Inhibitor-12,SNU5,3.049997234,3.847397
10989,AZ960,SNU5,4.197864303,1.331482
10990,LMP744,SNU5,-2.306056788,-2.234464
10991,MN-64,SNU5,5.022320401,4.602209
10992,Pevonedistat,SNU5,-0.340441689,-1.002804
10993,Rucaparib,SNU5,3.595320345,3.829502
10994,Foretinib,SNU5,-3.009354085,-0.06149
10995,Cytarabine,SNU5,0.055529938,-0.345345
10996,AT13148,SNU5,2.43129168,4.071938
10997,Bosutinib,SNU5,2.253501864,3.008266
10998,Dihydrorotenone,SNU5,-0.171303007,1.330485
10999,MIM1,SNU5,5.090544084,3.602603
11000,GSK2830371,SNU5,5.330009009,5.162843
11001,GNE-317,SNU61,4.399308511,3.028448
11002,Irinotecan,SNU61,6.103477829,5.724692
11003,SGC-CBP30,SNU61,4.121376991,4.837054
11004,JQ1,SNU61,4.798027296,2.662448
11005,Gefitinib,SNU61,3.772949933,3.66994
11006,ABT737,SNU61,3.986556178,3.604611
11007,5-Fluorouracil,SNU61,5.596998727,5.242413
11008,PD173074,SNU61,4.272685703,4.78756
11009,Pevonedistat,SNU61,3.045787152,4.291991
11010,Bleomycin,SNU61,4.183448658,5.344078
11011,LMP744,SNU61,4.915616666,3.374578
11012,AZD1208,SNU61,6.055462449,6.0492
11013,KRAS (G12C) Inhibitor-12,SNU61,6.179245843,5.751989
11014,Tamoxifen,SNU61,4.894681639,4.026384
11015,PD0325901,SNU61,0.17024887,0.010154
11016,AZD2014,SNU61,5.064340512,3.994325
11017,GSK2110183B,SNU61,4.476600635,4.7056
11018,AGI-6780,SNU61,4.056852244,4.999418
11019,Tanespimycin,SNU81,1.036608395,0.357766
11020,PRIMA-1MET,SNU81,5.737730607,5.796564
11021,Tamoxifen,SNU81,5.663782153,4.249785
11022,GSK2578215A,SNU81,4.471996063,4.464268
11023,SCH772984,SNU81,2.654757349,2.807144
11024,PCI-34051,SNU81,5.404363262,5.321154
11025,Pictilisib,SNU81,1.880750973,1.126974
11026,AZD6482,SNU81,2.397748486,2.874274
11027,LCL161,SNU81,3.951130976,4.447792
11028,VX-11e,SNU81,2.568066006,3.421806
11029,MIRA-1,SNU81,5.568893079,5.432004
11030,IWP-2,SNU81,3.164828638,2.885464
11031,Sinularin,SNU81,2.962170488,3.800845
11032,GSK2801,SNU81,4.765076312,5.090633
11033,MK-8776,SNU81,4.102348092,3.226893
11034,KU-55933,SNU81,5.34420167,5.246759
11035,AZD1208,SNU81,5.281707581,5.306267
11036,PFI3,SNU81,5.730226864,5.596153
11037,AZD5153,SNU81,2.78613597,2.594562
11038,Dinaciclib,SNUC1,-2.783172823,-1.489768
11039,L-Oxonoreleagnine,SNUC1,3.884348461,4.501029
11040,Nelarabine,SNUC1,6.0581569,6.816843
11041,Leflunomide,SNUC1,5.486560076,5.607132
11042,Dabrafenib,SNUC1,4.363820136,5.779814
11043,Refametinib,SNUC1,1.073838036,0.391709
11044,Gefitinib,SNUC1,4.223119225,4.454436
11045,AT13148,SNUC1,4.42719045,4.698944
11046,AZD5438,SNUC1,1.403748224,2.930784
11047,Elephantin,SNUC1,3.939751048,5.220933
11048,Telomerase Inhibitor IX,SNUC1,4.374604945,2.365693
11049,GSK591,SNUC1,5.130170915,5.385529
11050,Oxaliplatin,SNUC1,4.997850212,5.843316
11051,Cytarabine,SNUC1,4.534687943,3.60791
11052,CCT007093,SNUC1,5.772517023,6.016272
11053,NU7441,SNUC1,3.533933459,3.734823
11054,WZ4003,SNUC1,4.901860093,4.539762
11055,LGK974,SNUC1,4.127237202,4.629419
11056,Trametinib,SNUC1,-2.636316586,-2.815177
11057,Motesanib,SNUC1,5.794736194,6.576855
11058,SGC0946,SNUC5,2.653533442,2.33475
11059,AZD5363,SNUC5,2.060637384,2.825076
11060,LJI308,SNUC5,6.064652309,5.47048
11061,EPZ004777,SNUC5,5.74277435,5.671558
11062,Pyridostatin,SNUC5,3.062538907,3.108633
11063,AZD5991,SNUC5,6.506320212,6.097654
11064,Telomerase Inhibitor IX,SNUC5,0.530751759,0.32507
11065,Romidepsin,SNUC5,-5.440842928,-5.464703
11066,MK-8776,SNUC5,2.444137879,2.601484
11067,EHT-1864,SNUC5,4.27550469,4.380297
11068,JQ1,SNUC5,3.018942266,2.596679
11069,Ipatasertib,SNUC5,2.736858654,3.043283
11070,Bosutinib,SNUC5,2.666353062,3.02739
11071,UNC0638,SNUC5,3.458933905,4.796694
11072,AZD5582,SNUC5,1.895196427,2.248871
11073,Nutlin-3a (-),SNUC5,5.812225613,4.280682
11074,Osimertinib,SNUC5,2.506453529,2.288462
11075,CZC24832,SNUC5,5.259788432,5.319688
11076,VE-822,SNUC5,1.445785163,1.499648
11077,A-366,ST486,3.921547986,4.092091
11078,AGI-5198,ST486,3.224480572,4.258045
11079,ML323,ST486,3.304672148,3.922592
11080,Lapatinib,ST486,2.422281373,2.264718
11081,Trametinib,ST486,0.646759069,1.317036
11082,Topotecan,ST486,-0.655180473,-0.248581
11083,Ibrutinib,ST486,2.896120241,3.089685
11084,PLX-4720,ST486,3.60047873,3.24933
11085,Cytarabine,ST486,-1.170806965,-1.073352
11086,NVP-ADW742,ST486,2.28658529,1.794926
11087,UMI-77,ST486,2.125612722,2.077498
11088,Navitoclax,ST486,-0.472771383,0.224625
11089,AZD5438,ST486,-0.624593736,0.74798
11090,SCH772984,ST486,2.121712617,2.600617
11091,I-BET-762,ST486,-0.052454989,0.669476
11092,5-Fluorouracil,ST486,3.656843418,3.081942
11093,GSK2578215A,ST486,3.708538942,4.408083
11094,KRAS (G12C) Inhibitor-12,ST486,2.745912575,3.060888
11095,Lestaurtinib,SU8686,0.692672027,2.756945
11096,AZD8055,SU8686,1.246783736,2.247306
11097,Gefitinib,SU8686,4.757101064,3.559739
11098,Afuresertib,SU8686,4.465284682,4.645355
11099,Vinblastine,SU8686,-0.353939588,1.414247
11100,Mitoxantrone,SU8686,5.152328562,3.416594
11101,Cytarabine,SU8686,5.187566823,4.840149
11102,PRIMA-1MET,SU8686,7.930575865,6.784615
11103,UNC0638,SU8686,6.102549899,5.712364
11104,Erlotinib,SU8686,2.988613013,2.976463
11105,AZD5438,SU8686,4.315982381,5.524277
11106,Fludarabine,SU8686,5.861577141,6.693116
11107,AZD2014,SU8686,4.923872615,4.221497
11108,Rapamycin,SU8686,1.304726095,0.598956
11109,Mycophenolic acid,SU8686,4.836680286,4.045347
11110,YK-4-279,SU8686,3.635699651,4.882644
11111,Gemcitabine,SU8686,2.362586096,3.545361
11112,Nelarabine,SU8686,6.789363083,6.95677
11113,GSK2830371,SU8686,6.316534476,6.675594
11114,LJI308,SUDHL1,2.750447876,3.549178
11115,Serdemetan,SUDHL1,2.356044328,2.749331
11116,RO-3306,SUDHL1,1.060990664,1.671921
11117,GSK1904529A,SUDHL1,3.620936627,3.581167
11118,Navitoclax,SUDHL1,3.551497933,2.774649
11119,MK-1775,SUDHL1,-0.629299074,-0.327
11120,SB590885,SUDHL1,3.938271896,4.111979
11121,AZD6738,SUDHL1,0.331298623,0.293988
11122,Luminespib,SUDHL1,-3.844897059,-4.042415
11123,Temozolomide,SUDHL1,6.08437259,4.393614
11124,Paclitaxel,SUDHL1,-6.922021735,-5.457384
11125,Daporinad,SUDHL1,-2.528378507,-5.193544
11126,LGK974,SUDHL1,3.433081636,3.397912
11127,Palbociclib,SUDHL1,1.973648067,2.700109
11128,IOX2,SUDHL1,1.990028028,1.670349
11129,VE821,SUDHL10,2.082137754,1.601312
11130,SB590885,SUDHL10,2.146108833,2.807773
11131,Dacarbazine,SUDHL10,3.872972424,4.56151
11132,OF-1,SUDHL10,3.419778239,3.624548
11133,Foretinib,SUDHL10,-0.324087615,0.364806
11134,BMS-754807,SUDHL10,1.568413965,1.304873
11135,Picolinici-acid,SUDHL10,4.109847295,3.923182
11136,MK-8776,SUDHL10,1.620363481,1.896955
11137,SGC0946,SUDHL10,0.221461614,1.348794
11138,Acetalax,SUDHL10,4.845829731,5.156723
11139,Axitinib,SUDHL10,1.131310646,1.693491
11140,Rapamycin,SUDHL10,-4.020217588,-4.306268
11141,A-366,SUDHL10,3.088392702,3.82235
11142,5-Fluorouracil,SUDHL10,3.070721196,2.76203
11143,Nelarabine,SUDHL10,4.831826078,4.838902
11144,Vincristine,SUDHL10,-5.296835744,-5.303599
11145,LY2109761,SUDHL10,4.157814155,4.294727
11146,Osimertinib,SUDHL10,1.297341701,0.93158
11147,WEHI-539,SUDHL10,2.888703468,2.744956
11148,IOX2,SUDHL4,1.397769108,1.689729
11149,Axitinib,SUDHL4,2.132947681,1.367745
11150,Dactolisib,SUDHL4,-2.626442967,-2.697182
11151,Bosutinib,SUDHL4,0.572472816,0.621649
11152,JNK Inhibitor VIII,SUDHL4,3.916710239,4.065846
11153,Bortezomib,SUDHL4,-6.327872272,-5.793965
11154,I-BET-762,SUDHL4,1.222599165,1.383634
11155,Olaparib,SUDHL4,3.364394477,3.476082
11156,Paclitaxel,SUDHL4,-4.967285371,-5.273686
11157,NU7441,SUDHL4,2.171948483,1.664957
11158,MK-8776,SUDHL4,1.361088785,1.473005
11159,BMS-536924,SUDHL4,1.671665767,1.659146
11160,Picolinici-acid,SUDHL4,4.393501381,4.021937
11161,Alisertib,SUDHL4,-0.109356989,-1.167697
11162,SB216763,SUDHL4,2.254337784,4.160891
11163,PD0325901,SUDHL4,2.986798403,3.028714
11164,Afatinib,SUDHL5,0.373826048,0.064246
11165,Navitoclax,SUDHL5,3.266807708,1.540942
11166,Selumetinib,SUDHL5,3.841049024,3.138872
11167,GSK-LSD1,SUDHL5,1.474460163,1.583584
11168,MIM1,SUDHL5,0.421182594,1.868717
11169,VE-822,SUDHL5,-2.216480162,0.172183
11170,SB216763,SUDHL5,3.777042907,3.640361
11171,ZM447439,SUDHL5,-0.603621917,0.374976
11172,Crizotinib,SUDHL5,0.730281583,0.539414
11173,Dinaciclib,SUDHL5,-4.003922664,-4.569817
11174,PFI3,SUDHL5,3.777045239,3.750827
11175,Rucaparib,SUDHL5,1.810617545,1.993364
11176,Rapamycin,SUDHL5,-3.90683237,-6.337048
11177,Talazoparib,SUDHL5,-2.759956794,-2.628486
11178,Romidepsin,SUDHL5,-6.66045873,-6.478855
11179,Pyridostatin,SUDHL5,0.732243048,1.028107
11180,VX-11e,SUDHL5,2.01482613,1.879549
11181,LGK974,SUDHL5,3.27717583,3.367135
11182,Vorinostat,SUDHL5,-0.892719954,-0.283439
11183,SB590885,SUDHL6,1.290396256,2.807424
11184,Carmustine,SUDHL6,5.219721235,4.746304
11185,AZD5153,SUDHL6,-2.689161102,-2.438798
11186,Vinorelbine,SUDHL6,-6.56089568,-5.504296
11187,Rucaparib,SUDHL6,2.581574545,2.89451
11188,Alpelisib,SUDHL6,0.270220501,0.696946
11189,Dihydrorotenone,SUDHL6,0.090786724,1.166852
11190,Dinaciclib,SUDHL6,-3.967207295,-4.302443
11191,Docetaxel,SUDHL6,-6.032595719,-5.771957
11192,Gallibiscoquinazole,SUDHL6,1.864230133,1.919541
11193,TW 37,SUDHL6,-1.121083304,-0.023713
11194,SCH772984,SUDHL6,1.986239882,2.481105
11195,CCT007093,SUDHL6,4.165420792,4.103294
11196,CPI-637,SUDHL6,1.936329801,1.603092
11197,P22077,SUDHL6,4.121836232,2.427731
11198,SGC-CBP30,SUDHL6,3.456994057,3.198853
11199,Podophyllotoxin bromide,SUDHL6,-2.565859779,-2.13981
11200,YK-4-279,SUDHL6,-0.279083502,0.526964
11201,Wnt-C59,SUDHL6,2.193133769,2.704317
11202,GSK2801,SUDHL8,4.139614202,4.132761
11203,Sapitinib,SUDHL8,3.91301898,4.133637
11204,AZD5153,SUDHL8,1.910009418,0.34014
11205,Cisplatin,SUDHL8,0.842963731,0.985113
11206,JNK Inhibitor VIII,SUDHL8,3.397253783,4.54168
11207,Bleomycin,SUDHL8,1.966971211,2.979821
11208,MG-132,SUDHL8,-1.120392092,-1.31781
11209,ZM447439,SUDHL8,1.743636835,2.313938
11210,Tamoxifen,SUDHL8,3.267195614,3.634497
11211,EHT-1864,SUDHL8,4.233827862,2.93699
11212,Schweinfurthin A,SUDHL8,-4.035425606,-0.478696
11213,AZ960,SUDHL8,2.793460261,1.394777
11214,JQ1,SUDHL8,0.139525902,1.618502
11215,Topotecan,SUDHL8,-3.960340335,-2.714104
11216,BMS-536924,SUDHL8,3.105703114,2.727888
11217,Romidepsin,SUDHL8,-5.272361582,-5.001867
11218,Rapamycin,SUDHL8,-1.493750527,-0.72014
11219,SGC-CBP30,SUDHL8,3.51517401,3.465052
11220,Trametinib,SUDHL8,1.04818176,2.217587
11221,GNE-317,SUIT2,0.829481533,1.3295
11222,alpha-lipoic acid,SUIT2,8.303346778,8.442251
11223,VX-11e,SUIT2,4.008830731,2.939533
11224,Telomerase Inhibitor IX,SUIT2,4.268358186,1.630796
11225,Nutlin-3a (-),SUIT2,6.247982484,6.160605
11226,LGK974,SUIT2,4.888524854,4.203518
11227,RVX-208,SUIT2,5.364448909,5.595474
11228,PCI-34051,SUIT2,6.09393716,5.899707
11229,Vinorelbine,SUIT2,1.269710863,-0.453913
11230,UMI-77,SUIT2,2.699868148,4.934191
11231,Elephantin,SUIT2,5.404464274,5.448952
11232,Navitoclax,SUIT2,3.122418071,3.827123
11233,Oxaliplatin,SUIT2,4.774637349,5.61085
11234,OSI-027,SUIT2,4.157024255,2.965533
11235,AGI-6780,SUIT2,3.677277427,4.702926
11236,POMHEX,SUIT2,2.897256543,3.040613
11237,LMP744,SUIT2,0.227297864,0.027097
11238,Afuresertib,SUIT2,4.986564506,4.792095
11239,Temsirolimus,SUIT2,4.019446125,3.240208
11240,I-BET-762,SUPB15,2.056584641,1.47767
11241,MK-8776,SUPB15,1.596337356,1.616105
11242,GSK2801,SUPB15,4.087458151,4.051648
11243,glutathione,SUPB15,8.565905,8.605297
11244,AZD8055,SUPB15,-0.311363911,-0.12139
11245,Docetaxel,SUPB15,-4.520900916,-4.830232
11246,Telomerase Inhibitor IX,SUPB15,0.825146596,0.095018
11247,OTX015,SUPB15,1.221847668,0.636368
11248,VE821,SUPB15,2.146112669,1.921515
11249,LY2109761,SUPB15,3.771240074,4.462376
11250,OSI-027,SUPB15,0.044553711,2.475899
11251,Vincristine,SUPB15,-4.632393294,-4.242144
11252,PLX-4720,SUPB15,4.541871094,3.596457
11253,LGK974,SUPB15,4.197090808,3.486292
11254,Alisertib,SUPB15,-3.351525205,-1.903917
11255,AZD8186,SUPB15,3.16117102,3.525443
11256,Epirubicin,SUPB15,-3.184984655,-2.956023
11257,GSK1904529A,SUPB15,3.827142048,3.723934
11258,AZD5438,SUPB15,1.329869315,1.632289
11259,Afuresertib,SUPM2,2.227759796,2.422876
11260,OSI-027,SUPM2,2.205534922,2.808633
11261,Ipatasertib,SUPM2,3.889289144,3.043194
11262,Dactinomycin,SUPM2,-6.359875021,-6.012616
11263,LGK974,SUPM2,2.335448969,2.693913
11264,SGC-CBP30,SUPM2,3.231770171,2.899086
11265,EPZ5676,SUPM2,4.053999466,4.383806
11266,Nilotinib,SUPM2,2.036647935,1.661005
11267,Dihydrorotenone,SUPM2,-3.267217486,0.129429
11268,Luminespib,SUPM2,-3.555185929,-3.979436
11269,5-azacytidine,SUPM2,0.459468548,1.427903
11270,Talazoparib,SUPM2,-3.511362719,-2.703155
11271,Sepantronium bromide,SUPM2,-5.321825752,-4.634482
11272,UNC0638,SUPM2,0.580376623,2.085841
11273,Oxaliplatin,SUPM2,1.54920074,1.279787
11274,Romidepsin,SUPM2,-5.118205777,-5.884612
11275,P22077,SUPM2,3.924917351,2.44407
11276,GSK2110183B,SUPM2,2.720936611,2.808102
11277,BI-2536,SUPM2,-3.85324271,-4.093159
11278,SB590885,SUPT1,4.423388575,4.062881
11279,Romidepsin,SUPT1,-6.15698146,-5.523166
11280,NVP-ADW742,SUPT1,2.557364179,2.476088
11281,MIRA-1,SUPT1,3.698386452,3.555366
11282,Buparlisib,SUPT1,0.738586558,0.669024
11283,Alpelisib,SUPT1,1.984831159,2.560078
11284,Rapamycin,SUPT1,-4.603583633,-2.581207
11285,JNK Inhibitor VIII,SUPT1,5.425472837,4.93563
11286,Trametinib,SUPT1,3.319791333,1.999948
11287,Methotrexate,SUPT1,-1.515772943,-2.078909
11288,Gemcitabine,SUPT1,-3.796801327,-3.779761
11289,Selumetinib,SUPT1,4.990953704,4.765427
11290,Luminespib,SUPT1,-3.064413522,-2.081631
11291,LMP744,SUPT1,-3.954550054,-3.252866
11292,CPI-637,SUPT1,2.472346427,3.066566
11293,Osimertinib,SUPT1,2.588739239,1.982965
11294,WZ4003,SUPT1,2.33971468,2.530435
11295,AZD8055,SUPT1,-0.715040017,-0.818566
11296,PD0325901,SUPT1,3.432513274,2.734324
11297,PD0325901,SW1088,2.973464749,3.10379
11298,EPZ004777,SW1088,5.637172826,5.65781
11299,YK-4-279,SW1088,1.523572141,1.562127
11300,Bromosporine,SW1088,2.80714547,2.961816
11301,Mitoxantrone,SW1088,2.663472987,2.820906
11302,Ulixertinib,SW1088,3.664537993,3.843208
11303,ICL-SIRT078,SW1088,5.120707166,5.083271
11304,AZD5438,SW1088,3.402874223,2.692949
11305,Cyclophosphamide,SW1088,4.954543667,5.890441
11306,AGI-5198,SW1088,4.752895489,5.112516
11307,IWP-2,SW1088,3.939382785,3.120338
11308,MIM1,SW1088,4.736500023,4.207704
11309,SCH772984,SW1088,5.490612386,4.541393
11310,AZD6738,SW1088,2.05598082,1.742984
11311,Paclitaxel,SW1088,-3.864185572,-3.200752
11312,Buparlisib,SW1088,0.764275228,0.616203
11313,Sinularin,SW1088,3.471736074,4.28212
11314,GSK2110183B,SW1088,2.51893788,2.796303
11315,Taselisib,SW1088,1.272819874,0.584641
11316,Obatoclax Mesylate,SW1116,1.519907562,1.578138
11317,Selumetinib,SW1116,2.424818892,2.670141
11318,Epirubicin,SW1116,2.159545474,1.966739
11319,MK-2206,SW1116,4.775014828,5.091148
11320,Romidepsin,SW1116,-2.906491896,-3.788849
11321,VE-822,SW1116,5.387091271,4.767254
11322,SGC0946,SW1116,1.463193288,2.910617
11323,LGK974,SW1116,5.26387072,4.961352
11324,Refametinib,SW1116,-0.039186586,1.320498
11325,PCI-34051,SW1116,5.866434903,5.649206
11326,Cisplatin,SW1116,5.3300904,6.069217
11327,Bosutinib,SW1116,3.026125183,2.844106
11328,ICL-SIRT078,SW1116,5.465860231,5.876487
11329,Olaparib,SW1116,5.964391123,5.596649
11330,Sapitinib,SW1116,2.319147323,2.812089
11331,Paclitaxel,SW1116,0.674171483,0.257805
11332,Gallibiscoquinazole,SW1116,2.992145938,3.583803
11333,KRAS (G12C) Inhibitor-12,SW1116,6.910373278,6.526994
11334,GSK-LSD1,SW1116,3.536114936,3.167212
11335,Ribociclib,SW1116,4.915082234,4.627689
11336,Avagacestat,SW1271,5.44454383,6.355144
11337,Mitoxantrone,SW1271,0.520099407,2.308409
11338,MK-2206,SW1271,6.064366675,4.855144
11339,Alpelisib,SW1271,5.492564667,5.808453
11340,Wee1 Inhibitor,SW1271,3.335571774,2.911064
11341,GDC0810,SW1271,5.850698669,6.551337
11342,Ulixertinib,SW1271,2.307901251,2.094416
11343,Entinostat,SW1271,3.070573492,2.873381
11344,AZD8055,SW1271,1.800860589,0.671332
11345,MIRA-1,SW1271,7.192258646,6.730066
11346,Pyridostatin,SW1271,4.365353633,4.684187
11347,LCL161,SW1271,3.68805134,6.311257
11348,CCT007093,SW1271,7.12656398,6.386007
11349,OF-1,SW1271,4.698263745,6.094146
11350,Epirubicin,SW1271,1.226614264,0.514863
11351,PLX-4720,SW1271,6.434763253,5.423993
11352,alpha-lipoic acid,SW1271,9.304753037,8.437231
11353,Cyclophosphamide,SW1271,7.03947066,6.740889
11354,Daporinad,SW1271,-3.36591434,-2.676317
11355,Cediranib,SW13,1.387216943,1.649702
11356,Romidepsin,SW13,-5.935074534,-6.213122
11357,Erlotinib,SW13,0.851484095,0.980312
