"",drug,cell_line,prediction,OncotreeCode,IC50
1357,NU7441,NCIH1963,3.928864,SCLC,3.933047
1358,NVP-ADW742,NCIH1963,2.944029,SCLC,2.233261
1359,Navitoclax,NCIH1963,-0.684435,SCLC,-3.076101
1360,Nilotinib,NCIH1963,4.208946,SCLC,3.174187
1361,Niraparib,NCIH1963,3.117713,SCLC,3.506262
1362,Nutlin-3a (-),NCIH1963,4.928409,SCLC,4.620889
1363,OF-1,NCIH1963,4.523993,SCLC,2.096812
1364,OSI-027,NCIH1963,3.328294,SCLC,4.337546
1365,OTX015,NCIH1963,3.705405,SCLC,5.050228
1366,Olaparib,NCIH1963,3.661720,SCLC,3.541626
1367,Osimertinib,NCIH1963,1.739921,SCLC,1.000403
1368,Oxaliplatin,NCIH1963,3.713621,SCLC,3.678872
1369,P22077,NCIH1963,4.583871,SCLC,2.810209
1370,PCI-34051,NCIH1963,4.184501,SCLC,3.869942
1371,PD173074,NCIH1963,3.921707,SCLC,3.937928
1372,PFI-1,NCIH1963,4.301498,SCLC,3.142578
1373,PFI3,NCIH1963,5.300494,SCLC,5.249993
1374,PLX-4720,NCIH1963,4.956026,SCLC,4.956964
1375,PRIMA-1MET,NCIH1963,3.955890,SCLC,3.071075
1376,PRT062607,NCIH1963,3.585217,SCLC,4.446730
1377,Paclitaxel,NCIH1963,-2.703129,SCLC,-3.832206
1378,Palbociclib,NCIH1963,4.131394,SCLC,4.180942
1379,Pevonedistat,NCIH1963,0.679310,SCLC,-3.098671
1380,Picolinici-acid,NCIH1963,5.297373,SCLC,4.794951
1381,Pictilisib,NCIH1963,2.755671,SCLC,2.938834
1382,RO-3306,NCIH1963,2.705707,SCLC,2.194586
1383,RVX-208,NCIH1963,5.011351,SCLC,5.127401
1384,Refametinib,NCIH1963,4.424412,SCLC,4.118365
1385,Ribociclib,NCIH1963,4.330128,SCLC,3.667750
1386,Rucaparib,NCIH1963,3.841542,SCLC,3.578198
1387,Ruxolitinib,NCIH1963,5.023202,SCLC,3.573226
1388,SB216763,NCIH1963,5.226435,SCLC,4.952986
1389,SB590885,NCIH1963,4.686057,SCLC,4.521328
1390,SGC0946,NCIH1963,2.170321,SCLC,2.170814
1391,SN-38,NCIH1963,-4.585735,SCLC,-4.604099
1392,Sabutoclax,NCIH1963,-0.285730,SCLC,-1.793487
1393,Savolitinib,NCIH1963,2.789890,SCLC,1.971505
1394,Selumetinib,NCIH1963,5.184289,SCLC,5.208932
1395,Sepantronium bromide,NCIH1963,-4.264031,SCLC,-4.865703
1396,Serdemetan,NCIH1963,3.707265,SCLC,3.056209
1397,Sorafenib,NCIH1963,2.656658,SCLC,1.077468
1398,Staurosporine,NCIH1963,-2.054756,SCLC,-1.752548
1399,Talazoparib,NCIH1963,1.715069,SCLC,3.404999
1400,Tamoxifen,NCIH1963,4.357980,SCLC,2.649422
1401,Tanespimycin,NCIH1963,2.172911,SCLC,-0.150311
1402,Taselisib,NCIH1963,3.315842,SCLC,3.278449
1403,Telomerase Inhibitor IX,NCIH1963,0.669412,SCLC,-1.604189
1404,Temozolomide,NCIH1963,6.368166,SCLC,5.835663
1405,Trametinib,NCIH1963,2.426029,SCLC,1.760647
1406,Ulixertinib,NCIH1963,3.548554,SCLC,3.043402
1407,Uprosertib,NCIH1963,4.028352,SCLC,4.201295
1408,VE-822,NCIH1963,3.688969,SCLC,3.699082
1409,Veliparib,NCIH1963,5.120970,SCLC,4.307682
1410,Venetoclax,NCIH1963,1.581356,SCLC,-3.214138
1411,Vismodegib,NCIH1963,5.101329,SCLC,4.862808
1412,Vorinostat,NCIH1963,1.155493,SCLC,0.064386
1413,WEHI-539,NCIH1963,3.606963,SCLC,-1.506392
1414,WIKI4,NCIH1963,3.950123,SCLC,2.416891
1415,WZ4003,NCIH1963,4.552401,SCLC,4.820798
1416,Wnt-C59,NCIH1963,4.533952,SCLC,1.738098
1417,XAV939,NCIH1963,4.343196,SCLC,4.831257
1418,YK-4-279,NCIH1963,2.155450,SCLC,1.946954
1419,ZM447439,NCIH1963,1.361359,SCLC,-0.234532
1420,5-Fluorouracil,NCIH526,3.508241,SCLC,2.199228
1421,ABT737,NCIH526,-2.748837,SCLC,-2.545526
1422,AGI-5198,NCIH526,3.699947,SCLC,4.834197
1423,AGI-6780,NCIH526,3.788381,SCLC,2.071847
1424,AGK2,NCIH526,2.804438,SCLC,3.765725
1425,AZ960,NCIH526,0.147039,SCLC,-0.116924
1426,AZD3759,NCIH526,2.493528,SCLC,2.817461
1427,AZD4547,NCIH526,1.152395,SCLC,3.127968
1428,AZD5363,NCIH526,3.223736,SCLC,3.720848
1429,AZD5582,NCIH526,1.591563,SCLC,1.752615
1430,AZD6738,NCIH526,0.567733,SCLC,4.758818
1431,AZD7762,NCIH526,-0.577518,SCLC,0.919555
1432,AZD8186,NCIH526,3.523893,SCLC,3.632845
1433,Afatinib,NCIH526,1.033266,SCLC,1.592269
1434,Afuresertib,NCIH526,3.004775,SCLC,2.957972
1435,Alpelisib,NCIH526,3.184716,SCLC,3.837750
1436,Avagacestat,NCIH526,4.428739,SCLC,4.450674
1437,Axitinib,NCIH526,0.417251,SCLC,0.818767
1438,BMS-345541,NCIH526,2.316931,SCLC,2.212395
1439,BMS-536924,NCIH526,1.691804,SCLC,2.674545
1440,BMS-754807,NCIH526,-0.977221,SCLC,0.187923
1441,Bortezomib,NCIH526,-5.510383,SCLC,-4.421346
1442,Bosutinib,NCIH526,2.022663,SCLC,2.681641
1443,Buparlisib,NCIH526,0.176916,SCLC,0.987368
1444,CCT007093,NCIH526,4.558950,SCLC,4.585229
1445,CZC24832,NCIH526,4.711004,SCLC,4.508728
1446,Camptothecin,NCIH526,-5.146049,SCLC,-4.845681
1447,Cediranib,NCIH526,1.525152,SCLC,2.870305
1448,Crizotinib,NCIH526,0.652593,SCLC,1.537962
1449,Cyclophosphamide,NCIH526,4.646141,SCLC,4.527271
1450,Dactinomycin,NCIH526,-4.126884,SCLC,-2.434466
1451,Dactolisib,NCIH526,-1.894897,SCLC,0.322827
1452,Dasatinib,NCIH526,2.911170,SCLC,3.255488
1453,Dinaciclib,NCIH526,-3.542723,SCLC,-3.808682
1454,Docetaxel,NCIH526,-5.460578,SCLC,-5.038353
1455,Doramapimod,NCIH526,4.502376,SCLC,4.940972
1456,EHT-1864,NCIH526,3.227535,SCLC,3.250001
1457,EPZ004777,NCIH526,4.643955,SCLC,4.109671
1458,EPZ5676,NCIH526,4.921158,SCLC,5.115191
1459,Entinostat,NCIH526,0.535454,SCLC,0.351749
1460,Entospletinib,NCIH526,3.641253,SCLC,2.895012
1461,Epirubicin,NCIH526,-1.845554,SCLC,-0.145733
1462,Erlotinib,NCIH526,2.659131,SCLC,2.912879
1463,Fulvestrant,NCIH526,2.977825,SCLC,3.037046
1464,GDC0810,NCIH526,4.405749,SCLC,4.699397
1465,GSK1904529A,NCIH526,3.670500,SCLC,3.082267
1466,GSK2578215A,NCIH526,4.392881,SCLC,4.417688
1467,GSK2606414,NCIH526,3.526432,SCLC,2.913971
1468,GSK343,NCIH526,3.049470,SCLC,2.991239
1469,GW441756,NCIH526,2.546787,SCLC,3.305685
1470,Gefitinib,NCIH526,2.864253,SCLC,2.607787
1471,Gemcitabine,NCIH526,-3.452105,SCLC,-1.811061
1472,I-BET-762,NCIH526,3.570885,SCLC,-0.966445
1473,I-BRD9,NCIH526,3.980920,SCLC,2.634291
1474,IWP-2,NCIH526,2.184633,SCLC,1.711338
1475,Ibrutinib,NCIH526,4.361018,SCLC,4.936892
1476,Ipatasertib,NCIH526,3.687329,SCLC,3.882288
1477,Irinotecan,NCIH526,0.192825,SCLC,-1.602118
1478,JNK Inhibitor VIII,NCIH526,4.820579,SCLC,4.939971
1479,JQ1,NCIH526,1.173055,SCLC,-1.663548
1480,KRAS (G12C) Inhibitor-12,NCIH526,3.624196,SCLC,2.761203
1481,KU-55933,NCIH526,4.282940,SCLC,4.554626
1482,LCL161,NCIH526,4.553748,SCLC,4.932370
1483,LGK974,NCIH526,3.933432,SCLC,2.007659
1484,LY2109761,NCIH526,4.543384,SCLC,2.928068
1485,Lapatinib,NCIH526,3.214397,SCLC,4.665953
1486,Leflunomide,NCIH526,4.465595,SCLC,4.328657
1487,Lenalidomide,NCIH526,4.345095,SCLC,4.763700
1488,Lestaurtinib,NCIH526,-1.668100,SCLC,-1.578207
1489,Linsitinib,NCIH526,2.671789,SCLC,3.826810
1490,Luminespib,NCIH526,-2.020303,SCLC,-1.006420
1491,MG-132,NCIH526,-1.301196,SCLC,-1.192539
1492,MIRA-1,NCIH526,4.309615,SCLC,4.774784
1493,MK-1775,NCIH526,-0.724549,SCLC,-0.009786
1494,MK-2206,NCIH526,2.839857,SCLC,3.811037
1495,ML323,NCIH526,4.147943,SCLC,2.516391
1496,MN-64,NCIH526,4.075019,SCLC,3.697933
1497,Mirin,NCIH526,4.093535,SCLC,4.918605
1498,Motesanib,NCIH526,4.838099,SCLC,4.719507
1499,NU7441,NCIH526,2.565055,SCLC,3.017819
1500,NVP-ADW742,NCIH526,1.713259,SCLC,2.697792
1501,Navitoclax,NCIH526,-2.620544,SCLC,-1.913380
1502,Nilotinib,NCIH526,3.020346,SCLC,2.664366
1503,Niraparib,NCIH526,2.129664,SCLC,1.252064
1504,Nutlin-3a (-),NCIH526,4.580024,SCLC,4.799553
1505,OF-1,NCIH526,3.939116,SCLC,2.089588
1506,OSI-027,NCIH526,2.265535,SCLC,4.367020
1507,OTX015,NCIH526,2.306969,SCLC,-2.412613
1508,Olaparib,NCIH526,2.031497,SCLC,2.856011
1509,Osimertinib,NCIH526,1.032332,SCLC,2.182404
1510,Oxaliplatin,NCIH526,2.088152,SCLC,2.044998
1511,P22077,NCIH526,3.385643,SCLC,4.940972
1512,PCI-34051,NCIH526,3.106165,SCLC,3.087423
1513,PD173074,NCIH526,2.021947,SCLC,4.770515
1514,PFI-1,NCIH526,3.738936,SCLC,3.437289
1515,PFI3,NCIH526,4.683341,SCLC,4.881021
1516,PLX-4720,NCIH526,4.420067,SCLC,3.348848
1517,PRIMA-1MET,NCIH526,3.266933,SCLC,6.009737
1518,PRT062607,NCIH526,2.683255,SCLC,2.801062
1519,Paclitaxel,NCIH526,-4.313172,SCLC,-4.299135
1520,Palbociclib,NCIH526,1.974685,SCLC,4.330783
1521,Pevonedistat,NCIH526,-1.686979,SCLC,-1.977756
1522,Picolinici-acid,NCIH526,4.747516,SCLC,3.509534
1523,Pictilisib,NCIH526,1.286815,SCLC,3.684767
1524,RO-3306,NCIH526,1.758667,SCLC,3.467418
1525,RVX-208,NCIH526,4.441346,SCLC,1.970459
1526,Refametinib,NCIH526,3.198973,SCLC,4.835301
1527,Ribociclib,NCIH526,3.103567,SCLC,3.498079
1528,Rucaparib,NCIH526,2.602906,SCLC,3.476752
1529,Ruxolitinib,NCIH526,4.139305,SCLC,2.593905
1530,SB216763,NCIH526,4.596357,SCLC,4.939912
1531,SB590885,NCIH526,3.639392,SCLC,4.175473
1532,SGC0946,NCIH526,1.776927,SCLC,1.926910
1533,SN-38,NCIH526,-6.091616,SCLC,-6.480038
1534,Sabutoclax,NCIH526,-1.286595,SCLC,-0.918476
1535,Savolitinib,NCIH526,1.752598,SCLC,1.958897
1536,Selumetinib,NCIH526,4.627436,SCLC,5.088089
1537,Sepantronium bromide,NCIH526,-4.802103,SCLC,-3.686503
1538,Serdemetan,NCIH526,2.461000,SCLC,3.670289
1539,Sorafenib,NCIH526,1.656044,SCLC,1.289069
1540,Staurosporine,NCIH526,-2.931873,SCLC,-3.485347
1541,Talazoparib,NCIH526,-2.155980,SCLC,1.607360
1542,Tamoxifen,NCIH526,3.039716,SCLC,3.837450
1543,Tanespimycin,NCIH526,1.490240,SCLC,-0.131331
1544,Taselisib,NCIH526,1.352537,SCLC,4.136393
1545,Telomerase Inhibitor IX,NCIH526,0.190219,SCLC,-0.417690
1546,Temozolomide,NCIH526,5.822006,SCLC,6.087408
1547,Trametinib,NCIH526,1.883551,SCLC,2.852055
1548,Ulixertinib,NCIH526,3.162160,SCLC,4.142594
1549,Uprosertib,NCIH526,3.507780,SCLC,3.630161
1550,VE-822,NCIH526,2.008368,SCLC,2.712431
1551,Veliparib,NCIH526,4.296579,SCLC,4.823655
1552,Venetoclax,NCIH526,-1.873710,SCLC,-0.897788
1553,Vismodegib,NCIH526,4.423303,SCLC,4.940972
1554,Vorinostat,NCIH526,0.604329,SCLC,0.827514
1555,WEHI-539,NCIH526,1.849545,SCLC,2.711856
1556,WIKI4,NCIH526,3.156094,SCLC,4.152582
1557,WZ4003,NCIH526,3.560715,SCLC,2.996072
1558,Wnt-C59,NCIH526,3.707488,SCLC,2.133816
1559,XAV939,NCIH526,3.980450,SCLC,2.698588
1560,YK-4-279,NCIH526,0.776962,SCLC,2.836383
1561,ZM447439,NCIH526,-0.232929,SCLC,2.276241
1562,5-Fluorouracil,LU135,4.503015,SCLC,4.140981
1563,ABT737,LU135,-0.445916,SCLC,-1.109456
1564,AGI-5198,LU135,4.167665,SCLC,5.173997
1565,AGI-6780,LU135,4.360424,SCLC,4.542143
1566,AGK2,LU135,3.073081,SCLC,2.791257
1567,AZ960,LU135,0.769404,SCLC,1.817084
1568,AZD3759,LU135,2.630242,SCLC,3.162003
1569,AZD4547,LU135,2.641779,SCLC,3.354787
1570,AZD5363,LU135,2.550301,SCLC,4.641336
1571,AZD5582,LU135,2.423853,SCLC,0.885290
1572,AZD6738,LU135,1.086400,SCLC,2.663900
1573,AZD7762,LU135,-0.243201,SCLC,0.734161
1574,AZD8186,LU135,3.584234,SCLC,4.355466
1575,Afatinib,LU135,1.628755,SCLC,0.855264
1576,Afuresertib,LU135,2.015838,SCLC,4.352792
1577,Alpelisib,LU135,3.274814,SCLC,3.621370
1578,Avagacestat,LU135,4.717621,SCLC,4.526456
1579,Axitinib,LU135,1.055724,SCLC,0.928076
1580,BMS-345541,LU135,2.855856,SCLC,3.200193
1581,BMS-536924,LU135,2.596993,SCLC,2.672787
1582,BMS-754807,LU135,-0.504705,SCLC,-0.985451
1583,Bortezomib,LU135,-5.071207,SCLC,-4.409114
1584,Bosutinib,LU135,3.045243,SCLC,2.661465
1585,Buparlisib,LU135,0.809377,SCLC,1.116295
1586,CCT007093,LU135,4.762773,SCLC,4.717566
1587,CZC24832,LU135,5.134021,SCLC,5.274074
1588,Camptothecin,LU135,-4.178453,SCLC,-3.065622
1589,Cediranib,LU135,1.884632,SCLC,2.731037
1590,Crizotinib,LU135,1.395634,SCLC,0.733136
1591,Cyclophosphamide,LU135,4.990927,SCLC,5.324112
1592,Dactinomycin,LU135,-4.260746,SCLC,-2.499824
1593,Dactolisib,LU135,-1.626569,SCLC,-0.616435
1594,Dasatinib,LU135,3.475148,SCLC,3.810553
1595,Dinaciclib,LU135,-2.911284,SCLC,-0.083877
1596,Docetaxel,LU135,-4.485832,SCLC,-5.116641
1597,Doramapimod,LU135,4.620761,SCLC,5.363185
1598,EHT-1864,LU135,3.012669,SCLC,4.397002
1599,EPZ004777,LU135,4.811632,SCLC,5.590904
1600,EPZ5676,LU135,5.166962,SCLC,5.389897
1601,Entinostat,LU135,0.592435,SCLC,1.547827
1602,Entospletinib,LU135,4.254728,SCLC,4.546772
1603,Epirubicin,LU135,-1.430492,SCLC,-1.497863
1604,Erlotinib,LU135,3.414793,SCLC,4.251925
1605,Fulvestrant,LU135,3.006251,SCLC,3.746631
1606,GDC0810,LU135,4.732255,SCLC,5.327022
1607,GSK1904529A,LU135,4.197686,SCLC,4.088026
1608,GSK2578215A,LU135,4.714131,SCLC,5.116058
1609,GSK2606414,LU135,3.982388,SCLC,4.780423
1610,GSK343,LU135,3.458002,SCLC,3.120771
1611,GW441756,LU135,3.019388,SCLC,0.388557
1612,Gefitinib,LU135,3.109085,SCLC,3.228728
1613,Gemcitabine,LU135,-2.930665,SCLC,-0.939428
1614,I-BET-762,LU135,3.621279,SCLC,3.741849
1615,I-BRD9,LU135,4.499312,SCLC,4.316513
1616,IWP-2,LU135,2.497543,SCLC,2.843666
1617,Ibrutinib,LU135,4.595434,SCLC,4.601770
1618,Ipatasertib,LU135,3.348098,SCLC,4.128622
1619,Irinotecan,LU135,-0.559686,SCLC,2.184308
1620,JNK Inhibitor VIII,LU135,5.087053,SCLC,5.370282
1621,JQ1,LU135,1.333997,SCLC,-0.181938
1622,KRAS (G12C) Inhibitor-12,LU135,4.332583,SCLC,4.660555
1623,KU-55933,LU135,4.692084,SCLC,4.742686
1624,LCL161,LU135,4.499272,SCLC,5.106220
1625,LGK974,LU135,4.034395,SCLC,4.372664
1626,LY2109761,LU135,4.682459,SCLC,5.112615
1627,Lapatinib,LU135,3.752970,SCLC,2.563656
1628,Leflunomide,LU135,4.855004,SCLC,5.675008
1629,Lenalidomide,LU135,5.000274,SCLC,4.384324
1630,Lestaurtinib,LU135,-0.632170,SCLC,-1.858805
1631,Linsitinib,LU135,3.640304,SCLC,3.163458
1632,Luminespib,LU135,-2.000732,SCLC,-0.297299
1633,MG-132,LU135,-1.255722,SCLC,-0.991079
1634,MIRA-1,LU135,5.058570,SCLC,2.697280
1635,MK-1775,LU135,-0.222345,SCLC,0.352933
1636,MK-2206,LU135,2.430818,SCLC,1.967209
1637,ML323,LU135,4.422431,SCLC,5.224004
1638,MN-64,LU135,4.617653,SCLC,4.146539
1639,Mirin,LU135,4.314851,SCLC,5.530094
1640,Motesanib,LU135,5.032400,SCLC,4.620330
1641,NU7441,LU135,2.866533,SCLC,1.441211
1642,NVP-ADW742,LU135,2.160539,SCLC,0.871920
1643,Navitoclax,LU135,-0.440237,SCLC,-2.220102
1644,Nilotinib,LU135,3.667314,SCLC,2.260903
1645,Niraparib,LU135,2.634507,SCLC,4.574437
1646,Nutlin-3a (-),LU135,4.939695,SCLC,4.251637
1647,OF-1,LU135,3.877543,SCLC,4.661212
1648,OSI-027,LU135,3.566088,SCLC,3.036503
1649,OTX015,LU135,2.421524,SCLC,2.535247
1650,Olaparib,LU135,2.338044,SCLC,3.561588
1651,Osimertinib,LU135,1.499922,SCLC,2.726514
1652,Oxaliplatin,LU135,3.545223,SCLC,3.924089
1653,P22077,LU135,3.764091,SCLC,2.921859
1654,PCI-34051,LU135,4.126077,SCLC,4.271663
1655,PD173074,LU135,3.980364,SCLC,3.385420
1656,PFI-1,LU135,4.154346,SCLC,3.901055
1657,PFI3,LU135,4.901198,SCLC,5.367152
1658,PLX-4720,LU135,4.693316,SCLC,5.246761
1659,PRIMA-1MET,LU135,4.570807,SCLC,5.059332
1660,PRT062607,LU135,3.637998,SCLC,3.042627
1661,Paclitaxel,LU135,-3.351198,SCLC,-4.150478
1662,Palbociclib,LU135,3.545196,SCLC,3.744968
1663,Pevonedistat,LU135,-0.786502,SCLC,0.512541
1664,Picolinici-acid,LU135,5.104298,SCLC,5.347283
1665,Pictilisib,LU135,0.940379,SCLC,1.470486
1666,RO-3306,LU135,2.255868,SCLC,1.777755
1667,RVX-208,LU135,4.816303,SCLC,5.338233
1668,Refametinib,LU135,4.222619,SCLC,4.586628
1669,Ribociclib,LU135,3.847344,SCLC,2.458082
1670,Rucaparib,LU135,3.426710,SCLC,2.857536
1671,Ruxolitinib,LU135,4.940055,SCLC,5.310197
1672,SB216763,LU135,4.879689,SCLC,3.931214
1673,SB590885,LU135,4.359591,SCLC,2.775631
1674,SGC0946,LU135,1.950086,SCLC,2.099638
1675,SN-38,LU135,-6.263311,SCLC,-4.976839
1676,Sabutoclax,LU135,-0.445197,SCLC,-0.950949
1677,Savolitinib,LU135,2.041267,SCLC,2.591407
1678,Selumetinib,LU135,4.923463,SCLC,5.073707
1679,Sepantronium bromide,LU135,-3.492672,SCLC,-4.840072
1680,Serdemetan,LU135,3.253678,SCLC,2.599354
1681,Sorafenib,LU135,2.314082,SCLC,2.201462
1682,Staurosporine,LU135,-2.697678,SCLC,-3.319320
1683,Talazoparib,LU135,-1.651113,SCLC,2.696325
1684,Tamoxifen,LU135,3.835484,SCLC,3.937003
1685,Tanespimycin,LU135,1.152500,SCLC,-0.829399
1686,Taselisib,LU135,1.305615,SCLC,2.158213
1687,Telomerase Inhibitor IX,LU135,0.402153,SCLC,0.500292
1688,Temozolomide,LU135,6.100729,SCLC,4.954497
1689,Trametinib,LU135,2.497952,SCLC,2.149553
1690,Ulixertinib,LU135,3.712919,SCLC,2.936494
1691,Uprosertib,LU135,2.444560,SCLC,2.523230
1692,VE-822,LU135,2.720214,SCLC,3.734683
1693,Veliparib,LU135,4.922742,SCLC,4.741478
1694,Venetoclax,LU135,1.313845,SCLC,3.063932
1695,Vismodegib,LU135,4.577641,SCLC,4.341001
1696,Vorinostat,LU135,1.168901,SCLC,0.686544
1697,WEHI-539,LU135,2.926906,SCLC,-1.485386
1698,WIKI4,LU135,3.636856,SCLC,3.278790
1699,WZ4003,LU135,4.558319,SCLC,3.542809
1700,Wnt-C59,LU135,4.024637,SCLC,5.237092
1701,XAV939,LU135,4.322454,SCLC,5.333317
1702,YK-4-279,LU135,1.555954,SCLC,2.417311
1703,ZM447439,LU135,0.593346,SCLC,-0.213013
