"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
719,AZD5582,SCLC.NCIH146,2.487355,SCLC,2.012681,AZD5582,2.157595,2.342092,0.140797
720,AZD6738,SCLC.NCIH146,2.044087,SCLC,2.421189,AZD6738,2.057259,1.461663,-0.009012
721,AZD7762,SCLC.NCIH146,0.737007,SCLC,0.550611,AZD7762,0.164435,1.542725,0.371143
722,AZD8186,SCLC.NCIH146,3.624047,SCLC,5.082524,AZD8186,3.134757,1.404232,0.348440
723,Afatinib,SCLC.NCIH146,1.664077,SCLC,1.078987,Afatinib,1.594663,1.481016,0.046869
724,Afuresertib,SCLC.NCIH146,3.228387,SCLC,3.442519,Afuresertib,2.402550,1.471751,0.561125
725,Alpelisib,SCLC.NCIH146,3.501890,SCLC,3.622992,Alpelisib,3.451086,1.407226,0.036102
726,Avagacestat,SCLC.NCIH146,4.834453,SCLC,3.572423,Avagacestat,4.759122,1.072116,0.070264
727,Axitinib,SCLC.NCIH146,2.325808,SCLC,2.424052,Axitinib,2.903591,1.677112,-0.344511
728,BMS-345541,SCLC.NCIH146,2.656025,SCLC,2.032840,BMS-345541,3.277956,1.320431,-0.471006
729,BMS-536924,SCLC.NCIH146,2.525285,SCLC,3.871981,BMS-536924,2.108959,1.381132,0.301438
730,BMS-754807,SCLC.NCIH146,1.761607,SCLC,3.873944,BMS-754807,2.163231,1.997750,-0.201038
731,Bortezomib,SCLC.NCIH146,-5.312144,SCLC,-4.924829,Bortezomib,-4.739097,1.068388,-0.536366
732,Bosutinib,SCLC.NCIH146,3.147962,SCLC,3.075422,Bosutinib,2.618644,1.532012,0.345505
733,Buparlisib,SCLC.NCIH146,1.414870,SCLC,1.764563,Buparlisib,1.132283,0.942456,0.299841
734,CCT007093,SCLC.NCIH146,4.999837,SCLC,4.947767,CCT007093,5.191327,0.862412,-0.222040
735,CZC24832,SCLC.NCIH146,5.277308,SCLC,5.846322,CZC24832,5.137594,0.949818,0.147096
736,Camptothecin,SCLC.NCIH146,-3.325945,SCLC,-2.960427,Camptothecin,-2.257481,1.838996,-0.581004
737,Cediranib,SCLC.NCIH146,2.179598,SCLC,1.825081,Cediranib,2.271131,1.192376,-0.076765
738,Crizotinib,SCLC.NCIH146,2.681533,SCLC,3.107330,Crizotinib,2.560661,1.510603,0.080016
739,Cyclophosphamide,SCLC.NCIH146,5.390098,SCLC,5.331158,Cyclophosphamide,5.259220,0.888712,0.147267
740,Dactinomycin,SCLC.NCIH146,-3.623767,SCLC,-4.176434,Dactinomycin,-3.772788,1.882940,0.079143
741,Dactolisib,SCLC.NCIH146,-1.210854,SCLC,-2.148024,Dactolisib,-1.510724,1.429786,0.209731
742,Dasatinib,SCLC.NCIH146,2.882808,SCLC,3.237857,Dasatinib,1.287237,2.324073,0.686541
743,Dinaciclib,SCLC.NCIH146,-2.671085,SCLC,-3.762970,Dinaciclib,-2.654463,1.473357,-0.011282
744,Docetaxel,SCLC.NCIH146,-3.840769,SCLC,-2.909871,Docetaxel,-3.417161,2.548602,-0.166212
745,Doramapimod,SCLC.NCIH146,5.078083,SCLC,2.533555,Doramapimod,4.939070,1.188278,0.116987
746,EHT-1864,SCLC.NCIH146,3.518944,SCLC,2.872611,EHT-1864,3.678237,0.983429,-0.161977
747,EPZ004777,SCLC.NCIH146,5.174673,SCLC,3.938753,EPZ004777,5.153416,0.977035,0.021757
748,EPZ5676,SCLC.NCIH146,5.670189,SCLC,4.947133,EPZ5676,5.542946,1.028703,0.123693
749,Entinostat,SCLC.NCIH146,0.789331,SCLC,-1.810497,Entinostat,2.030317,1.637052,-0.758061
750,Entospletinib,SCLC.NCIH146,4.053681,SCLC,4.134874,Entospletinib,3.672838,1.222475,0.311534
751,Epirubicin,SCLC.NCIH146,-0.059834,SCLC,-0.147009,Epirubicin,-0.852455,1.690941,0.468746
752,Erlotinib,SCLC.NCIH146,3.758097,SCLC,3.323680,Erlotinib,2.979885,1.448855,0.537122
753,Fulvestrant,SCLC.NCIH146,3.395684,SCLC,2.554232,Fulvestrant,3.730929,1.263247,-0.265384
754,GDC0810,SCLC.NCIH146,4.903144,SCLC,5.514699,GDC0810,5.087362,0.945530,-0.194830
755,GSK1904529A,SCLC.NCIH146,4.527468,SCLC,2.849510,GSK1904529A,4.348623,1.104047,0.161990
756,GSK2578215A,SCLC.NCIH146,4.976129,SCLC,5.608460,GSK2578215A,4.933854,0.966128,0.043757
757,GSK2606414,SCLC.NCIH146,3.935765,SCLC,3.525753,GSK2606414,3.785602,1.215971,0.123492
758,GSK343,SCLC.NCIH146,3.071759,SCLC,3.226880,GSK343,3.602119,1.367117,-0.387940
759,GW441756,SCLC.NCIH146,3.371924,SCLC,4.267804,GW441756,3.441226,0.928540,-0.074635
760,Gefitinib,SCLC.NCIH146,3.513101,SCLC,3.800289,Gefitinib,3.147493,1.212598,0.301508
761,Gemcitabine,SCLC.NCIH146,-0.498601,SCLC,-2.358643,Gemcitabine,-0.766782,3.010521,0.089081
762,I-BET-762,SCLC.NCIH146,3.151597,SCLC,2.517626,I-BET-762,3.178213,1.581827,-0.016826
763,I-BRD9,SCLC.NCIH146,4.454453,SCLC,3.658144,I-BRD9,4.358221,1.274025,0.075534
764,IWP-2,SCLC.NCIH146,2.598500,SCLC,3.598757,IWP-2,2.870543,0.896950,-0.303298
765,Ibrutinib,SCLC.NCIH146,4.633093,SCLC,4.064785,Ibrutinib,4.055961,1.812726,0.318378
766,Ipatasertib,SCLC.NCIH146,3.841408,SCLC,4.652238,Ipatasertib,3.403906,1.455375,0.300611
767,Irinotecan,SCLC.NCIH146,1.823938,SCLC,0.893964,Irinotecan,2.490490,1.934295,-0.344597
768,JNK Inhibitor VIII,SCLC.NCIH146,5.127850,SCLC,4.194727,JNK Inhibitor VIII,5.096918,0.961142,0.032183
769,JQ1,SCLC.NCIH146,1.699986,SCLC,0.279394,JQ1,2.025591,1.952515,-0.166762
770,KRAS (G12C) Inhibitor-12,SCLC.NCIH146,4.508848,SCLC,4.500784,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.038977
771,KU-55933,SCLC.NCIH146,5.091634,SCLC,5.876820,KU-55933,5.041030,1.126742,0.044912
772,LCL161,SCLC.NCIH146,4.704200,SCLC,5.310848,LCL161,4.766877,1.238491,-0.050608
773,LGK974,SCLC.NCIH146,4.544142,SCLC,4.833762,LGK974,4.238238,1.107629,0.276179
774,LY2109761,SCLC.NCIH146,5.185400,SCLC,4.909134,LY2109761,5.006740,1.042965,0.171300
775,Lapatinib,SCLC.NCIH146,3.670450,SCLC,2.548869,Lapatinib,3.219614,1.583425,0.284722
776,Leflunomide,SCLC.NCIH146,4.941987,SCLC,5.265076,Leflunomide,5.037278,0.913415,-0.104324
777,Lenalidomide,SCLC.NCIH146,5.231288,SCLC,5.076853,Lenalidomide,5.236581,1.071350,-0.004940
778,Lestaurtinib,SCLC.NCIH146,0.817756,SCLC,-0.025453,Lestaurtinib,-0.014942,1.617099,0.514933
779,Linsitinib,SCLC.NCIH146,3.915212,SCLC,4.177161,Linsitinib,3.964537,1.322202,-0.037305
780,Luminespib,SCLC.NCIH146,-1.720902,SCLC,-2.499019,Luminespib,-2.123910,1.817546,0.221732
781,MG-132,SCLC.NCIH146,-1.242304,SCLC,-1.259203,MG-132,-1.284300,0.722510,0.058125
782,MIRA-1,SCLC.NCIH146,4.733400,SCLC,5.769150,MIRA-1,5.237632,1.234442,-0.408470
783,MK-1775,SCLC.NCIH146,0.465926,SCLC,0.211023,MK-1775,0.636509,1.419839,-0.120142
784,MK-2206,SCLC.NCIH146,3.254543,SCLC,2.745366,MK-2206,2.725214,1.487720,0.355799
785,ML323,SCLC.NCIH146,4.866178,SCLC,4.213697,ML323,4.536112,1.055599,0.312681
786,MN-64,SCLC.NCIH146,4.717089,SCLC,5.211346,MN-64,4.673443,1.036058,0.042127
787,Mirin,SCLC.NCIH146,4.401388,SCLC,3.664219,Mirin,4.782781,1.183568,-0.322240
788,Motesanib,SCLC.NCIH146,5.721800,SCLC,5.717909,Motesanib,5.481288,1.133491,0.212187
789,NU7441,SCLC.NCIH146,3.236471,SCLC,2.649539,NU7441,3.132711,1.343787,0.077215
790,NVP-ADW742,SCLC.NCIH146,2.126654,SCLC,2.314921,NVP-ADW742,2.882258,1.472598,-0.513109
791,Navitoclax,SCLC.NCIH146,1.215291,SCLC,-2.783891,Navitoclax,1.776309,2.029373,-0.276449
792,Nilotinib,SCLC.NCIH146,3.762640,SCLC,2.614132,Nilotinib,3.364192,1.706385,0.233504
793,Niraparib,SCLC.NCIH146,3.504692,SCLC,3.532639,Niraparib,4.113814,1.516015,-0.401792
794,Nutlin-3a (-),SCLC.NCIH146,5.292308,SCLC,4.408538,Nutlin-3a (-),4.421065,1.791250,0.486388
795,OF-1,SCLC.NCIH146,4.223232,SCLC,4.031124,OF-1,4.121389,1.170053,0.087041
796,OSI-027,SCLC.NCIH146,2.719342,SCLC,2.036428,OSI-027,2.584887,1.493868,0.090005
797,OTX015,SCLC.NCIH146,1.734145,SCLC,0.944283,OTX015,2.300635,1.867904,-0.303276
798,Olaparib,SCLC.NCIH146,3.891030,SCLC,3.061680,Olaparib,4.229661,1.301754,-0.260134
799,Osimertinib,SCLC.NCIH146,1.614983,SCLC,1.603608,Osimertinib,1.653115,1.279752,-0.029796
800,Oxaliplatin,SCLC.NCIH146,3.634294,SCLC,2.400650,Oxaliplatin,4.289635,1.783409,-0.367465
801,P22077,SCLC.NCIH146,4.389809,SCLC,3.427862,P22077,4.407320,1.512212,-0.011580
802,PCI-34051,SCLC.NCIH146,4.018765,SCLC,2.898774,PCI-34051,4.396021,1.286151,-0.293322
803,PD173074,SCLC.NCIH146,3.805214,SCLC,3.098564,PD173074,3.763295,1.405445,0.029826
804,PFI-1,SCLC.NCIH146,3.775791,SCLC,4.122652,PFI-1,4.054494,1.126123,-0.247489
805,PFI3,SCLC.NCIH146,5.378052,SCLC,5.527107,PFI3,5.397184,0.841197,-0.022744
806,PLX-4720,SCLC.NCIH146,4.473942,SCLC,3.483261,PLX-4720,4.213301,1.475022,0.176703
807,PRIMA-1MET,SCLC.NCIH146,3.185525,SCLC,3.981674,PRIMA-1MET,4.419290,1.802017,-0.684658
808,PRT062607,SCLC.NCIH146,2.950619,SCLC,1.885956,PRT062607,3.172207,1.396623,-0.158660
809,Paclitaxel,SCLC.NCIH146,-2.833579,SCLC,-2.191330,Paclitaxel,-2.855697,2.016710,0.010967
810,Palbociclib,SCLC.NCIH146,3.502988,SCLC,3.272229,Palbociclib,3.471142,1.587659,0.020058
811,Pevonedistat,SCLC.NCIH146,1.471890,SCLC,-0.833203,Pevonedistat,0.871473,2.147707,0.279562
812,Picolinici-acid,SCLC.NCIH146,5.240119,SCLC,4.160279,Picolinici-acid,5.268822,0.806529,-0.035588
813,Pictilisib,SCLC.NCIH146,2.226060,SCLC,2.345776,Pictilisib,1.220241,1.263352,0.796151
814,RO-3306,SCLC.NCIH146,2.615755,SCLC,1.836807,RO-3306,3.507804,1.618155,-0.551275
815,RVX-208,SCLC.NCIH146,4.537498,SCLC,5.690839,RVX-208,4.738824,1.076382,-0.187040
816,Refametinib,SCLC.NCIH146,4.363325,SCLC,4.537933,Refametinib,2.272295,1.917609,1.090436
817,Ribociclib,SCLC.NCIH146,3.649199,SCLC,3.987825,Ribociclib,3.658547,1.223182,-0.007642
818,Rucaparib,SCLC.NCIH146,3.695348,SCLC,3.102860,Rucaparib,3.987035,1.062433,-0.274546
819,Ruxolitinib,SCLC.NCIH146,4.987730,SCLC,4.510341,Ruxolitinib,4.797735,1.162398,0.163451
820,SB216763,SCLC.NCIH146,5.229163,SCLC,5.880987,SB216763,5.180650,1.038908,0.046696
821,SB590885,SCLC.NCIH146,4.416879,SCLC,3.347828,SB590885,4.342276,1.355433,0.055040
822,SGC0946,SCLC.NCIH146,2.300582,SCLC,2.014679,SGC0946,2.104319,0.798566,0.245769
823,SN-38,SCLC.NCIH146,-4.337453,SCLC,-2.756189,SN-38,-2.169489,3.597159,-0.602688
824,Sabutoclax,SCLC.NCIH146,-0.029576,SCLC,0.432447,Sabutoclax,-0.348779,1.269565,0.251427
825,Savolitinib,SCLC.NCIH146,2.305203,SCLC,2.864778,Savolitinib,2.740489,1.190454,-0.365647
826,Selumetinib,SCLC.NCIH146,4.860683,SCLC,4.687036,Selumetinib,3.574889,1.855068,0.693125
827,Sepantronium bromide,SCLC.NCIH146,-4.427815,SCLC,-5.646632,Sepantronium bromide,-4.169654,1.627967,-0.158579
828,Serdemetan,SCLC.NCIH146,3.836015,SCLC,3.280936,Serdemetan,3.750761,1.276441,0.066790
829,Sorafenib,SCLC.NCIH146,2.663722,SCLC,1.236680,Sorafenib,2.545221,1.215386,0.097501
830,Staurosporine,SCLC.NCIH146,-2.790763,SCLC,-1.677532,Staurosporine,-2.794054,1.384635,0.002377
831,Talazoparib,SCLC.NCIH146,2.223719,SCLC,1.219778,Talazoparib,2.767285,2.214847,-0.245419
832,Tamoxifen,SCLC.NCIH146,4.086915,SCLC,4.364471,Tamoxifen,3.976104,1.224334,0.090507
833,Tanespimycin,SCLC.NCIH146,2.076035,SCLC,0.256920,Tanespimycin,-0.081091,1.587668,1.358676
834,Taselisib,SCLC.NCIH146,2.763434,SCLC,3.432687,Taselisib,1.767096,1.694162,0.588101
835,Telomerase Inhibitor IX,SCLC.NCIH146,0.513447,SCLC,0.396130,Telomerase Inhibitor IX,0.654709,1.233162,-0.114553
836,Temozolomide,SCLC.NCIH146,6.480314,SCLC,5.159104,Temozolomide,6.264369,1.303074,0.165720
837,Trametinib,SCLC.NCIH146,2.456615,SCLC,2.302198,Trametinib,0.217486,2.257873,0.991698
838,Ulixertinib,SCLC.NCIH146,3.807289,SCLC,2.877064,Ulixertinib,2.547238,1.503594,0.838026
839,Uprosertib,SCLC.NCIH146,3.457149,SCLC,3.521902,Uprosertib,2.863995,1.707317,0.347419
840,VE-822,SCLC.NCIH146,3.049490,SCLC,4.425436,VE-822,3.131455,1.791876,-0.045743
841,Veliparib,SCLC.NCIH146,5.168542,SCLC,5.392121,Veliparib,5.263978,0.912873,-0.104545
842,Venetoclax,SCLC.NCIH146,2.782817,SCLC,-0.345648,Venetoclax,2.374326,2.075205,0.196844
843,Vismodegib,SCLC.NCIH146,4.980124,SCLC,5.278959,Vismodegib,4.949888,0.982005,0.030790
844,Vorinostat,SCLC.NCIH146,1.275632,SCLC,-0.000713,Vorinostat,1.487515,1.090544,-0.194291
845,WEHI-539,SCLC.NCIH146,3.106889,SCLC,-1.080451,WEHI-539,3.678485,1.717039,-0.332896
846,WIKI4,SCLC.NCIH146,3.657947,SCLC,3.251520,WIKI4,3.734385,0.961632,-0.079488
847,WZ4003,SCLC.NCIH146,4.718355,SCLC,5.703216,WZ4003,4.157618,1.375173,0.407757
848,Wnt-C59,SCLC.NCIH146,4.477257,SCLC,4.749937,Wnt-C59,4.338048,1.095405,0.127085
849,XAV939,SCLC.NCIH146,3.954600,SCLC,4.010385,XAV939,4.288410,0.991368,-0.336717
850,YK-4-279,SCLC.NCIH146,2.167016,SCLC,2.558391,YK-4-279,2.247231,1.651518,-0.048570
851,ZM447439,SCLC.NCIH146,1.569339,SCLC,2.582555,ZM447439,2.576872,1.706010,-0.590579
852,5-Fluorouracil,LCLC.NCIH1299,4.586978,LCLC,3.664405,5-Fluorouracil,4.392229,1.719760,0.113242
853,ABT737,LCLC.NCIH1299,2.953014,LCLC,5.057074,ABT737,1.875342,2.053694,0.524748
854,AGI-5198,LCLC.NCIH1299,4.809783,LCLC,6.079127,AGI-5198,4.704103,0.907583,0.116441
855,AGI-6780,LCLC.NCIH1299,4.624281,LCLC,3.916117,AGI-6780,4.344912,1.086023,0.257240
856,AGK2,LCLC.NCIH1299,3.504475,LCLC,4.706475,AGK2,3.264510,0.926755,0.258930
857,AZ960,LCLC.NCIH1299,2.524706,LCLC,1.407660,AZ960,1.895669,1.724101,0.364849
858,AZD3759,LCLC.NCIH1299,3.116530,LCLC,3.715330,AZD3759,2.512182,1.084536,0.557241
859,AZD4547,LCLC.NCIH1299,3.301559,LCLC,4.525209,AZD4547,3.088286,1.600252,0.133275
860,AZD5363,LCLC.NCIH1299,4.111836,LCLC,4.785730,AZD5363,2.847820,1.441898,0.876633
861,AZD5582,LCLC.NCIH1299,1.848058,LCLC,0.904442,AZD5582,2.157595,2.342092,-0.132163
862,AZD6738,LCLC.NCIH1299,2.691684,LCLC,3.545464,AZD6738,2.057259,1.461663,0.434043
863,AZD7762,LCLC.NCIH1299,0.656084,LCLC,0.370718,AZD7762,0.164435,1.542725,0.318689
864,AZD8186,LCLC.NCIH1299,4.120697,LCLC,3.883849,AZD8186,3.134757,1.404232,0.702120
865,Afatinib,LCLC.NCIH1299,2.323223,LCLC,2.018097,Afatinib,1.594663,1.481016,0.491933
866,Afuresertib,LCLC.NCIH1299,3.922935,LCLC,4.188932,Afuresertib,2.402550,1.471751,1.033045
867,Alpelisib,LCLC.NCIH1299,4.472919,LCLC,3.376081,Alpelisib,3.451086,1.407226,0.726133
868,Avagacestat,LCLC.NCIH1299,5.323776,LCLC,4.806916,Avagacestat,4.759122,1.072116,0.526672
869,Axitinib,LCLC.NCIH1299,3.842684,LCLC,2.304867,Axitinib,2.903591,1.677112,0.559947
870,BMS-345541,LCLC.NCIH1299,3.604845,LCLC,2.372824,BMS-345541,3.277956,1.320431,0.247562
871,BMS-536924,LCLC.NCIH1299,2.548357,LCLC,2.195746,BMS-536924,2.108959,1.381132,0.318143
872,BMS-754807,LCLC.NCIH1299,2.818619,LCLC,2.675781,BMS-754807,2.163231,1.997750,0.328063
873,Bortezomib,LCLC.NCIH1299,-5.097132,LCLC,-4.446316,Bortezomib,-4.739097,1.068388,-0.335117
874,Bosutinib,LCLC.NCIH1299,3.292506,LCLC,3.646027,Bosutinib,2.618644,1.532012,0.439854
875,Buparlisib,LCLC.NCIH1299,1.651498,LCLC,1.267783,Buparlisib,1.132283,0.942456,0.550917
876,CCT007093,LCLC.NCIH1299,5.197984,LCLC,5.730331,CCT007093,5.191327,0.862412,0.007719
877,CZC24832,LCLC.NCIH1299,5.501995,LCLC,5.311388,CZC24832,5.137594,0.949818,0.383653
878,Camptothecin,LCLC.NCIH1299,-2.465704,LCLC,-1.935191,Camptothecin,-2.257481,1.838996,-0.113226
879,Cediranib,LCLC.NCIH1299,2.889744,LCLC,4.480668,Cediranib,2.271131,1.192376,0.518807
880,Crizotinib,LCLC.NCIH1299,3.311165,LCLC,2.410131,Crizotinib,2.560661,1.510603,0.496824
881,Cyclophosphamide,LCLC.NCIH1299,5.586258,LCLC,6.130030,Cyclophosphamide,5.259220,0.888712,0.367991
882,Dactinomycin,LCLC.NCIH1299,-3.684953,LCLC,-3.403993,Dactinomycin,-3.772788,1.882940,0.046648
883,Dactolisib,LCLC.NCIH1299,-1.296458,LCLC,-1.738660,Dactolisib,-1.510724,1.429786,0.149859
884,Dasatinib,LCLC.NCIH1299,2.007236,LCLC,-0.376475,Dasatinib,1.287237,2.324073,0.309801
885,Dinaciclib,LCLC.NCIH1299,-2.761800,LCLC,-2.920625,Dinaciclib,-2.654463,1.473357,-0.072852
886,Docetaxel,LCLC.NCIH1299,-4.560567,LCLC,-3.059773,Docetaxel,-3.417161,2.548602,-0.448640
887,Doramapimod,LCLC.NCIH1299,5.696796,LCLC,6.129233,Doramapimod,4.939070,1.188278,0.637667
888,EHT-1864,LCLC.NCIH1299,3.768639,LCLC,4.453499,EHT-1864,3.678237,0.983429,0.091925
889,EPZ004777,LCLC.NCIH1299,5.861737,LCLC,5.444387,EPZ004777,5.153416,0.977035,0.724970
890,EPZ5676,LCLC.NCIH1299,6.221127,LCLC,5.486898,EPZ5676,5.542946,1.028703,0.659258
891,Entinostat,LCLC.NCIH1299,2.582189,LCLC,4.471658,Entinostat,2.030317,1.637052,0.337113
892,Entospletinib,LCLC.NCIH1299,4.177385,LCLC,3.659256,Entospletinib,3.672838,1.222475,0.412726
893,Epirubicin,LCLC.NCIH1299,-0.993101,LCLC,-0.582449,Epirubicin,-0.852455,1.690941,-0.083176
894,Erlotinib,LCLC.NCIH1299,3.641493,LCLC,4.720582,Erlotinib,2.979885,1.448855,0.456642
895,Fulvestrant,LCLC.NCIH1299,3.993167,LCLC,3.999446,Fulvestrant,3.730929,1.263247,0.207590
896,GDC0810,LCLC.NCIH1299,5.304786,LCLC,5.951837,GDC0810,5.087362,0.945530,0.229949
897,GSK1904529A,LCLC.NCIH1299,4.476856,LCLC,4.520284,GSK1904529A,4.348623,1.104047,0.116148
898,GSK2578215A,LCLC.NCIH1299,5.393716,LCLC,6.133415,GSK2578215A,4.933854,0.966128,0.475985
899,GSK2606414,LCLC.NCIH1299,4.092966,LCLC,4.552003,GSK2606414,3.785602,1.215971,0.252772
900,GSK343,LCLC.NCIH1299,3.988784,LCLC,3.873278,GSK343,3.602119,1.367117,0.282832
901,GW441756,LCLC.NCIH1299,3.411927,LCLC,4.409559,GW441756,3.441226,0.928540,-0.031554
902,Gefitinib,LCLC.NCIH1299,3.871896,LCLC,3.457808,Gefitinib,3.147493,1.212598,0.597397
903,Gemcitabine,LCLC.NCIH1299,-0.238742,LCLC,-0.045722,Gemcitabine,-0.766782,3.010521,0.175398
904,I-BET-762,LCLC.NCIH1299,3.385452,LCLC,2.139464,I-BET-762,3.178213,1.581827,0.131012
905,I-BRD9,LCLC.NCIH1299,5.084458,LCLC,3.938031,I-BRD9,4.358221,1.274025,0.570034
906,IWP-2,LCLC.NCIH1299,3.109147,LCLC,2.632805,IWP-2,2.870543,0.896950,0.266017
907,Ibrutinib,LCLC.NCIH1299,5.455883,LCLC,6.135040,Ibrutinib,4.055961,1.812726,0.772274
908,Ipatasertib,LCLC.NCIH1299,4.762977,LCLC,5.138786,Ipatasertib,3.403906,1.455375,0.933829
909,Irinotecan,LCLC.NCIH1299,2.296380,LCLC,3.029664,Irinotecan,2.490490,1.934295,-0.100352
910,JNK Inhibitor VIII,LCLC.NCIH1299,5.548610,LCLC,5.186810,JNK Inhibitor VIII,5.096918,0.961142,0.469953
911,JQ1,LCLC.NCIH1299,2.721567,LCLC,0.948800,JQ1,2.025591,1.952515,0.356451
912,KRAS (G12C) Inhibitor-12,LCLC.NCIH1299,4.889945,LCLC,3.410693,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.287362
913,KU-55933,LCLC.NCIH1299,5.104806,LCLC,6.129259,KU-55933,5.041030,1.126742,0.056602
914,LCL161,LCLC.NCIH1299,5.009793,LCLC,4.589251,LCL161,4.766877,1.238491,0.196139
915,LGK974,LCLC.NCIH1299,4.482711,LCLC,4.115643,LGK974,4.238238,1.107629,0.220717
916,LY2109761,LCLC.NCIH1299,5.304851,LCLC,5.661692,LY2109761,5.006740,1.042965,0.285830
917,Lapatinib,LCLC.NCIH1299,4.368643,LCLC,5.618167,Lapatinib,3.219614,1.583425,0.725661
918,Leflunomide,LCLC.NCIH1299,5.173721,LCLC,5.068115,Leflunomide,5.037278,0.913415,0.149377
919,Lenalidomide,LCLC.NCIH1299,5.585593,LCLC,5.472552,Lenalidomide,5.236581,1.071350,0.325768
920,Lestaurtinib,LCLC.NCIH1299,0.349177,LCLC,-0.423013,Lestaurtinib,-0.014942,1.617099,0.225168
921,Linsitinib,LCLC.NCIH1299,4.629883,LCLC,5.174545,Linsitinib,3.964537,1.322202,0.503211
922,Luminespib,LCLC.NCIH1299,-2.021414,LCLC,-3.013247,Luminespib,-2.123910,1.817546,0.056393
923,MG-132,LCLC.NCIH1299,-1.539457,LCLC,-1.606815,MG-132,-1.284300,0.722510,-0.353154
924,MIRA-1,LCLC.NCIH1299,5.807480,LCLC,5.907918,MIRA-1,5.237632,1.234442,0.461624
925,MK-1775,LCLC.NCIH1299,0.397674,LCLC,0.209331,MK-1775,0.636509,1.419839,-0.168213
926,MK-2206,LCLC.NCIH1299,3.857701,LCLC,3.827394,MK-2206,2.725214,1.487720,0.761223
927,ML323,LCLC.NCIH1299,4.768521,LCLC,4.001355,ML323,4.536112,1.055599,0.220168
928,MN-64,LCLC.NCIH1299,4.943532,LCLC,5.936162,MN-64,4.673443,1.036058,0.260689
929,Mirin,LCLC.NCIH1299,4.876082,LCLC,4.991169,Mirin,4.782781,1.183568,0.078830
930,Motesanib,LCLC.NCIH1299,5.908326,LCLC,6.131382,Motesanib,5.481288,1.133491,0.376746
931,NU7441,LCLC.NCIH1299,3.449384,LCLC,3.521643,NU7441,3.132711,1.343787,0.235657
932,NVP-ADW742,LCLC.NCIH1299,3.060195,LCLC,4.314051,NVP-ADW742,2.882258,1.472598,0.120832
933,Navitoclax,LCLC.NCIH1299,2.764237,LCLC,4.156930,Navitoclax,1.776309,2.029373,0.486814
934,Nilotinib,LCLC.NCIH1299,3.761154,LCLC,4.998910,Nilotinib,3.364192,1.706385,0.232633
935,Niraparib,LCLC.NCIH1299,4.637407,LCLC,4.856973,Niraparib,4.113814,1.516015,0.345375
936,Nutlin-3a (-),LCLC.NCIH1299,5.651486,LCLC,5.276151,Nutlin-3a (-),4.421065,1.791250,0.686906
937,OF-1,LCLC.NCIH1299,4.658306,LCLC,4.058891,OF-1,4.121389,1.170053,0.458883
938,OSI-027,LCLC.NCIH1299,3.126451,LCLC,1.478582,OSI-027,2.584887,1.493868,0.362525
939,OTX015,LCLC.NCIH1299,2.502441,LCLC,1.086611,OTX015,2.300635,1.867904,0.108039
940,Olaparib,LCLC.NCIH1299,4.452664,LCLC,5.599367,Olaparib,4.229661,1.301754,0.171310
941,Osimertinib,LCLC.NCIH1299,2.251265,LCLC,3.832455,Osimertinib,1.653115,1.279752,0.467395
942,Oxaliplatin,LCLC.NCIH1299,4.933762,LCLC,3.966250,Oxaliplatin,4.289635,1.783409,0.361177
943,P22077,LCLC.NCIH1299,4.865644,LCLC,5.889721,P22077,4.407320,1.512212,0.303082
944,PCI-34051,LCLC.NCIH1299,4.850463,LCLC,4.242200,PCI-34051,4.396021,1.286151,0.353335
945,PD173074,LCLC.NCIH1299,4.499624,LCLC,4.027859,PD173074,3.763295,1.405445,0.523912
946,PFI-1,LCLC.NCIH1299,4.143933,LCLC,3.485345,PFI-1,4.054494,1.126123,0.079422
947,PFI3,LCLC.NCIH1299,5.490832,LCLC,5.409631,PFI3,5.397184,0.841197,0.111327
948,PLX-4720,LCLC.NCIH1299,4.730977,LCLC,5.051263,PLX-4720,4.213301,1.475022,0.350962
949,PRIMA-1MET,LCLC.NCIH1299,4.391226,LCLC,5.452650,PRIMA-1MET,4.419290,1.802017,-0.015574
950,PRT062607,LCLC.NCIH1299,3.431846,LCLC,2.852697,PRT062607,3.172207,1.396623,0.185905
951,Paclitaxel,LCLC.NCIH1299,-3.410423,LCLC,-2.020618,Paclitaxel,-2.855697,2.016710,-0.275065
952,Palbociclib,LCLC.NCIH1299,4.125218,LCLC,2.902014,Palbociclib,3.471142,1.587659,0.411975
953,Pevonedistat,LCLC.NCIH1299,0.024500,LCLC,-0.415934,Pevonedistat,0.871473,2.147707,-0.394362
954,Picolinici-acid,LCLC.NCIH1299,5.442443,LCLC,5.679665,Picolinici-acid,5.268822,0.806529,0.215269
955,Pictilisib,LCLC.NCIH1299,2.033437,LCLC,1.643482,Pictilisib,1.220241,1.263352,0.643681
956,RO-3306,LCLC.NCIH1299,4.118883,LCLC,3.031667,RO-3306,3.507804,1.618155,0.377639
957,RVX-208,LCLC.NCIH1299,5.150287,LCLC,4.138956,RVX-208,4.738824,1.076382,0.382265
958,Refametinib,LCLC.NCIH1299,1.208161,LCLC,1.816113,Refametinib,2.272295,1.917609,-0.554928
959,Ribociclib,LCLC.NCIH1299,4.149539,LCLC,2.889385,Ribociclib,3.658547,1.223182,0.401406
