,drug,cell_line,OncotreeCode,IC50,prediction
9119,AMG-319,P12ICHIKAWA,TLL,3.173845415,3.632373
9120,AZD5363,P12ICHIKAWA,TLL,0.675424204,1.837859
9121,Docetaxel,P12ICHIKAWA,TLL,-5.796639469,-5.779648
9122,GW441756,P12ICHIKAWA,TLL,1.492345614,2.698558
9123,I-BET-762,P12ICHIKAWA,TLL,0.603679393,0.665893
9124,KU-55933,P12ICHIKAWA,TLL,3.963472502,3.839174
9125,MIRA-1,P12ICHIKAWA,TLL,0.796406501,2.873983
9126,Nilotinib,P12ICHIKAWA,TLL,1.485562735,1.05849
9127,P22077,P12ICHIKAWA,TLL,1.085994988,2.443106
9128,PCI-34051,P12ICHIKAWA,TLL,1.424697108,2.26954
9129,SCH772984,P12ICHIKAWA,TLL,1.84234596,2.905347
9130,Staurosporine,P12ICHIKAWA,TLL,-3.671972184,-3.26762
9131,Tamoxifen,P12ICHIKAWA,TLL,1.8919988,2.725496
9132,Uprosertib,P12ICHIKAWA,TLL,0.80540943,1.728965
9133,Venetoclax,P12ICHIKAWA,TLL,0.243194461,0.918521
9134,Vinorelbine,P12ICHIKAWA,TLL,-5.698382679,-5.074862
9135,WIKI4,P12ICHIKAWA,TLL,1.850358705,3.398816
9136,AZD2014,P30OHK,BLL,0.874138205,1.857432
9137,AZD8055,P30OHK,BLL,-0.173927785,-0.035094
9138,Cytarabine,P30OHK,BLL,-3.189921958,-2.848476
9139,Dactinomycin,P30OHK,BLL,-5.263002885,-5.272045
9140,Entospletinib,P30OHK,BLL,0.356690885,3.282753
9141,GDC0810,P30OHK,BLL,4.112671222,3.933411
9142,GSK343,P30OHK,BLL,2.621156389,2.542318
9143,GW441756,P30OHK,BLL,1.863458191,2.305702
9144,IWP-2,P30OHK,BLL,2.014627796,1.845832
9145,Ibrutinib,P30OHK,BLL,2.507564796,3.664536
9146,Irinotecan,P30OHK,BLL,0.799579654,0.197861
9147,N-acetyl cysteine,P30OHK,BLL,7.768675603,9.694548
9148,Navitoclax,P30OHK,BLL,0.010981795,-1.362799
9149,Niraparib,P30OHK,BLL,1.30046791,1.899632
9150,Romidepsin,P30OHK,BLL,-5.911304976,-5.731749
9151,Rucaparib,P30OHK,BLL,3.633265283,2.601413
9152,Serdemetan,P30OHK,BLL,2.775349358,2.834334
9153,Temozolomide,P30OHK,BLL,4.447632554,4.838487
9154,VE-822,P30OHK,BLL,0.431354932,1.126805
9155,AMG-319,P31FUJ,AML,3.717900586,4.275978
9156,AZD6738,P31FUJ,AML,0.838047113,0.762941
9157,CCT007093,P31FUJ,AML,5.071202896,4.502602
9158,Doramapimod,P31FUJ,AML,5.071202896,4.696765
9159,GSK2830371,P31FUJ,AML,4.590488601,4.451374
9160,Lestaurtinib,P31FUJ,AML,-2.475722878,-1.666348
9161,MIM1,P31FUJ,AML,2.760553264,3.698841
9162,Navitoclax,P31FUJ,AML,-0.734361176,-1.453677
9163,Nutlin-3a (-),P31FUJ,AML,3.544983015,4.547412
9164,PD0325901,P31FUJ,AML,-0.757546883,-0.697964
9165,Pevonedistat,P31FUJ,AML,-0.823622224,-0.946451
9166,Pictilisib,P31FUJ,AML,1.192555965,0.968459
9167,SGC0946,P31FUJ,AML,2.060246332,1.609435
9168,Vismodegib,P31FUJ,AML,5.069762606,4.324992
9169,5-Fluorouracil,PA1,OMGCT,3.064391202,3.426666
9170,Afuresertib,PA1,OMGCT,1.128762986,-0.344795
9171,Bleomycin (50 uM),PA1,OMGCT,1.310381252,-0.687155
9172,Doramapimod,PA1,OMGCT,5.261287136,4.673523
9173,EPZ004777,PA1,OMGCT,4.865563586,4.491918
9174,GSK1904529A,PA1,OMGCT,3.693241794,3.075127
9175,IWP-2,PA1,OMGCT,1.295127633,2.347075
9176,JNK Inhibitor VIII,PA1,OMGCT,4.776428326,4.390981
9177,Osimertinib,PA1,OMGCT,1.726462602,1.327339
9178,PFI-1,PA1,OMGCT,2.994340859,2.965749
9179,PRIMA-1MET,PA1,OMGCT,1.618544962,2.384996
9180,Ruxolitinib,PA1,OMGCT,4.054502576,4.382142
9181,Savolitinib,PA1,OMGCT,1.645715168,2.237217
9182,Schweinfurthin A,PA1,OMGCT,-2.292627828,-1.433184
9183,Staurosporine,PA1,OMGCT,-5.375073801,-4.041331
9184,Talazoparib,PA1,OMGCT,1.836882867,0.481206
9185,Temozolomide,PA1,OMGCT,6.167513789,5.341551
9186,Topotecan,PA1,OMGCT,-1.147357699,-1.636986
9187,Venetoclax,PA1,OMGCT,1.181764116,1.252022
9188,AZD5153,PANC0203,PAAD,0.289652221,-0.200323
9189,AZD6738,PANC0203,PAAD,2.072445188,3.593808
9190,Alisertib,PANC0203,PAAD,3.150263623,1.996861
9191,Axitinib,PANC0203,PAAD,5.134452522,4.623403
9192,Docetaxel,PANC0203,PAAD,-3.275821325,-2.744352
9193,Linsitinib,PANC0203,PAAD,4.319434714,4.360651
9194,MG-132,PANC0203,PAAD,-0.68184613,-1.306364
9195,MK-1775,PANC0203,PAAD,0.567986944,1.353045
9196,OF-1,PANC0203,PAAD,6.170975519,5.515146
9197,Obatoclax Mesylate,PANC0203,PAAD,1.134507981,0.720609
9198,PFI3,PANC0203,PAAD,6.10647629,6.111367
9199,SB216763,PANC0203,PAAD,5.961220247,5.401436
9200,Schweinfurthin A,PANC0203,PAAD,3.732603482,4.64859
9201,Teniposide,PANC0203,PAAD,0.744524025,1.276054
9202,Topotecan,PANC0203,PAAD,-0.257917612,0.206419
9203,Vincristine,PANC0203,PAAD,-0.225446941,-0.210184
9204,Vinorelbine,PANC0203,PAAD,-0.465274821,-1.334404
9205,WIKI4,PANC0203,PAAD,4.05927006,3.037617
9206,ZM447439,PANC0203,PAAD,3.938423335,3.08703
9207,AT13148,PANC0327,PAAD,5.739039083,5.481446
9208,Afuresertib,PANC0327,PAAD,3.812022086,3.354722
9209,BIBR-1532,PANC0327,PAAD,5.815982662,5.248158
9210,BMS-536924,PANC0327,PAAD,2.579402135,1.988887
9211,Camptothecin,PANC0327,PAAD,-1.889570538,-2.595568
9212,Cytarabine,PANC0327,PAAD,1.896265409,2.530462
9213,Luminespib,PANC0327,PAAD,-1.055692192,-1.648073
9214,N-acetyl cysteine,PANC0327,PAAD,9.83998347,10.319439
9215,OSI-027,PANC0327,PAAD,2.045756382,3.00431
9216,Refametinib,PANC0327,PAAD,1.886710425,1.491755
9217,Vismodegib,PANC0327,PAAD,5.747793764,5.02174
9218,WIKI4,PANC0327,PAAD,3.959516222,3.682054
9219,YK-4-279,PANC0327,PAAD,3.354012519,3.364415
9220,ZM447439,PANC0327,PAAD,3.611515978,3.602255
9221,ABT737,PANC0403,PAAD,6.212615182,4.927322
9222,Afatinib,PANC0403,PAAD,2.499701455,3.891092
9223,Cediranib,PANC0403,PAAD,2.53278904,4.657
9224,Dasatinib,PANC0403,PAAD,0.528864342,2.884027
9225,MK-8776,PANC0403,PAAD,7.25026216,6.428164
9226,POMHEX,PANC0403,PAAD,2.201504981,3.308368
9227,Pyridostatin,PANC0403,PAAD,6.687515295,6.017181
9228,Serdemetan,PANC0403,PAAD,5.231155841,5.679749
9229,UNC0379,PANC0403,PAAD,5.884121489,5.865694
9230,Uprosertib,PANC0403,PAAD,6.087406163,5.63094
9231,VX-11e,PANC0403,PAAD,2.688577054,3.270388
9232,Vorinostat,PANC0403,PAAD,4.432743491,4.604835
9233,WIKI4,PANC0403,PAAD,4.264546749,5.240623
9234,YK-4-279,PANC0403,PAAD,6.171763002,5.91648
9235,5-azacytidine,PANC0813,PAAD,4.397993574,4.584756
9236,AZD2014,PANC0813,PAAD,2.259288471,2.073195
9237,AZD8186,PANC0813,PAAD,3.193192081,4.180039
9238,Acetalax,PANC0813,PAAD,6.701092969,6.445826
9239,Buparlisib,PANC0813,PAAD,1.788708028,1.827387
9240,Dabrafenib,PANC0813,PAAD,6.566790813,6.148848
9241,EPZ004777,PANC0813,PAAD,6.381465016,6.077391
9242,GNE-317,PANC0813,PAAD,1.530055284,1.325029
9243,IWP-2,PANC0813,PAAD,3.789368344,3.606922
9244,Mitoxantrone,PANC0813,PAAD,4.088932102,3.430782
9245,N-acetyl cysteine,PANC0813,PAAD,10.6524751,11.108324
9246,Olaparib,PANC0813,PAAD,5.740257854,5.681464
9247,POMHEX,PANC0813,PAAD,5.967075176,1.698724
9248,SB590885,PANC0813,PAAD,5.284331204,5.74624
9249,SGC-CBP30,PANC0813,PAAD,5.041615024,5.20009
9250,SGC0946,PANC0813,PAAD,3.683689616,2.608243
9251,Schweinfurthin A,PANC0813,PAAD,2.878464144,3.825948
9252,UNC0379,PANC0813,PAAD,4.226780113,4.867517
9253,XAV939,PANC0813,PAAD,6.355968334,5.070389
9254,AZD5153,PANC1005,PAAD,1.558403276,1.037779
9255,AZD5582,PANC1005,PAAD,3.210395076,4.529762
9256,BI-2536,PANC1005,PAAD,0.999459532,2.190248
9257,Cisplatin,PANC1005,PAAD,3.933587452,6.956159
9258,Dactolisib,PANC1005,PAAD,-1.626062306,-0.37958
9259,Daporinad,PANC1005,PAAD,-3.461499887,-2.949885
9260,Dihydrorotenone,PANC1005,PAAD,2.918791179,2.649823
9261,GSK2830371,PANC1005,PAAD,7.883991806,7.554621
9262,KU-55933,PANC1005,PAAD,5.675519861,6.80289
9263,Mycophenolic acid,PANC1005,PAAD,1.986441959,3.281504
9264,Olaparib,PANC1005,PAAD,7.287023692,6.480599
9265,PRT062607,PANC1005,PAAD,4.203796197,3.889464
9266,Refametinib,PANC1005,PAAD,1.269846933,2.365297
9267,Rucaparib,PANC1005,PAAD,6.367931392,5.878905
9268,SN-38,PANC1005,PAAD,2.142257809,-1.23653
9269,Selumetinib,PANC1005,PAAD,3.609832584,3.070088
9270,TW 37,PANC1005,PAAD,3.226451138,2.393075
9271,Topotecan,PANC1005,PAAD,1.329612493,0.515612
9272,WEHI-539,PANC1005,PAAD,4.535317647,2.841694
9273,A-366,PATU8902,PAAD,6.811672475,5.744736
9274,ABT737,PATU8902,PAAD,3.173808778,3.597618
9275,AZ6102,PATU8902,PAAD,4.927610855,3.056711
9276,Camptothecin,PATU8902,PAAD,-0.754749481,-1.555653
9277,Cisplatin,PATU8902,PAAD,5.596728204,5.952809
9278,Cytarabine,PATU8902,PAAD,3.42776679,3.048558
9279,Dactinomycin,PATU8902,PAAD,-3.276824142,-2.594497
9280,Docetaxel,PATU8902,PAAD,-1.11730745,-1.628657
9281,Fulvestrant,PATU8902,PAAD,5.297472134,4.786212
9282,GW441756,PATU8902,PAAD,3.228637324,4.480693
9283,Gefitinib,PATU8902,PAAD,4.761594877,4.470756
9284,I-BET-762,PATU8902,PAAD,5.959960715,4.656636
9285,Ipatasertib,PATU8902,PAAD,4.308655068,4.543932
9286,Linsitinib,PATU8902,PAAD,3.461875208,3.474029
9287,Luminespib,PATU8902,PAAD,-0.947982811,-1.931635
9288,Navitoclax,PATU8902,PAAD,2.637125781,3.036018
9289,Nilotinib,PATU8902,PAAD,6.191836333,5.2024
9290,PD173074,PATU8902,PAAD,6.19767775,4.844544
9291,Topotecan,PATU8902,PAAD,1.724689468,1.032363
9292,AMG-319,PATU8988T,PAAD,5.603473629,4.840905
9293,AZ6102,PATU8988T,PAAD,2.603570497,2.324416
9294,AZD1208,PATU8988T,PAAD,5.472874296,5.661778
9295,AZD8055,PATU8988T,PAAD,-0.000369782,-0.647379
9296,Dasatinib,PATU8988T,PAAD,0.060699983,-0.741518
9297,JNK Inhibitor VIII,PATU8988T,PAAD,5.340585707,5.449251
9298,LMP744,PATU8988T,PAAD,1.332867573,-0.773028
9299,MG-132,PATU8988T,PAAD,-1.580229607,-1.411062
9300,N-acetyl cysteine,PATU8988T,PAAD,10.38304316,10.258865
9301,NVP-ADW742,PATU8988T,PAAD,3.680976297,2.593719
9302,OSI-027,PATU8988T,PAAD,1.523606932,2.482712
9303,Oxaliplatin,PATU8988T,PAAD,4.446386572,4.500205
9304,Serdemetan,PATU8988T,PAAD,3.590494675,4.395342
9305,Tanespimycin,PATU8988T,PAAD,-1.119673426,-0.572853
9306,Topotecan,PATU8988T,PAAD,1.163900716,0.59863
9307,Ulixertinib,PATU8988T,PAAD,2.128778997,1.35694
9308,WEHI-539,PATU8988T,PAAD,5.24642641,4.189431
9309,WZ4003,PATU8988T,PAAD,4.837981011,3.710012
9310,glutathione,PATU8988T,PAAD,9.840679694,9.715801
9311,ABT737,PC14,LUAD,2.341567767,2.959289
9312,Avagacestat,PC14,LUAD,5.539422526,5.300474
9313,BMS-754807,PC14,LUAD,3.205968827,1.877941
9314,Cisplatin,PC14,LUAD,3.588262411,2.830151
9315,Crizotinib,PC14,LUAD,1.96535556,2.266357
9316,EPZ5676,PC14,LUAD,6.716941405,6.039258
9317,Erlotinib,PC14,LUAD,-2.165832793,-1.300865
9318,GDC0810,PC14,LUAD,5.259641201,5.476052
9319,GSK2801,PC14,LUAD,5.237964287,5.264922
9320,ICL-SIRT078,PC14,LUAD,3.469139363,3.953099
9321,JNK Inhibitor VIII,PC14,LUAD,5.603030192,5.681489
9322,JQ1,PC14,LUAD,3.260705458,2.887853
9323,LGK974,PC14,LUAD,4.078761427,4.805602
9324,LJI308,PC14,LUAD,4.956674111,5.670012
9325,Navitoclax,PC14,LUAD,4.962459087,3.350968
9326,Nilotinib,PC14,LUAD,3.915461358,4.119791
9327,Niraparib,PC14,LUAD,4.427266641,4.102838
9328,P22077,PC14,LUAD,6.254024715,5.816321
9329,Picolinici-acid,PC14,LUAD,6.493715748,5.785765
9330,SB505124,PC14,LUAD,3.756378995,4.947863
9331,UMI-77,PC14,LUAD,3.500488185,3.461469
9332,Vorinostat,PC14,LUAD,1.429569805,1.748682
9333,AZ960,PC3,PRAD,3.150760882,3.202954
9334,Dasatinib,PC3,PRAD,2.11174986,2.102223
9335,Fulvestrant,PC3,PRAD,5.048650823,4.581165
9336,GNE-317,PC3,PRAD,0.383180918,0.123528
9337,L-Oxonoreleagnine,PC3,PRAD,4.874333156,4.361629
9338,Linsitinib,PC3,PRAD,5.844369669,5.461751
9339,Methotrexate,PC3,PRAD,0.256871623,-0.45272
9340,Navitoclax,PC3,PRAD,3.005180366,2.477423
9341,Nilotinib,PC3,PRAD,5.633818376,5.243679
9342,OTX015,PC3,PRAD,4.798637913,4.314483
9343,P22077,PC3,PRAD,4.823757196,5.800789
9344,PLX-4720,PC3,PRAD,6.032196294,5.824083
9345,POMHEX,PC3,PRAD,1.956342609,2.139629
9346,Paclitaxel,PC3,PRAD,0.38708693,-0.887195
9347,Romidepsin,PC3,PRAD,-4.008464893,-4.333998
9348,Telomerase Inhibitor IX,PC3,PRAD,0.898769966,0.630708
9349,Temozolomide,PC3,PRAD,7.505706996,7.770088
9350,Topotecan,PC3,PRAD,0.28303391,-0.242421
9351,Uprosertib,PC3,PRAD,3.98052451,4.241779
9352,AGI-5198,PECAPJ15,OCSC,4.348729876,4.488368
9353,AGK2,PECAPJ15,OCSC,2.94714731,2.949471
9354,Buparlisib,PECAPJ15,OCSC,1.778708556,1.492594
9355,Camptothecin,PECAPJ15,OCSC,-2.232854665,-2.795516
9356,Cyclophosphamide,PECAPJ15,OCSC,4.969501605,5.524393
9357,Erlotinib,PECAPJ15,OCSC,2.496127637,1.665976
9358,Gemcitabine,PECAPJ15,OCSC,-2.65395456,-2.679599
9359,Irinotecan,PECAPJ15,OCSC,1.989589639,1.651628
9360,Lapatinib,PECAPJ15,OCSC,2.510375454,1.429733
9361,SGC0946,PECAPJ15,OCSC,2.69029941,2.473165
9362,Sabutoclax,PECAPJ15,OCSC,-0.352384433,-0.223183
9363,Sapitinib,PECAPJ15,OCSC,3.171865537,1.077744
9364,Temozolomide,PECAPJ15,OCSC,5.587685761,6.320738
9365,Tozasertib,PECAPJ15,OCSC,3.578511881,3.472479
9366,Tretinoin,PECAPJ15,OCSC,4.541421952,4.712037
9367,ZM447439,PECAPJ15,OCSC,2.113125419,2.478685
9368,AGK2,PEO1,SOC,3.218247973,4.019094
9369,AZD1208,PEO1,SOC,6.117478291,6.274279
9370,Afuresertib,PEO1,SOC,3.505980609,3.395764
9371,Alpelisib,PEO1,SOC,3.832045609,4.20362
9372,BMS-345541,PEO1,SOC,3.535130818,4.909858
9373,Buparlisib,PEO1,SOC,2.038923593,1.80723
9374,Cytarabine,PEO1,SOC,2.920948005,3.011646
9375,Elephantin,PEO1,SOC,5.465180534,4.801352
9376,Fulvestrant,PEO1,SOC,3.390476642,4.965116
9377,GNE-317,PEO1,SOC,2.118150935,1.998002
9378,GSK343,PEO1,SOC,4.99085054,4.579108
9379,GSK591,PEO1,SOC,5.246029299,5.64366
9380,KRAS (G12C) Inhibitor-12,PEO1,SOC,6.642928653,5.584798
9381,L-Oxonoreleagnine,PEO1,SOC,4.171978526,4.271814
9382,MG-132,PEO1,SOC,-1.421092559,-1.144916
9383,MIRA-1,PEO1,SOC,5.382426778,6.2978
9384,OTX015,PEO1,SOC,3.312965201,2.498529
9385,Osimertinib,PEO1,SOC,2.753533206,2.807808
9386,Sapitinib,PEO1,SOC,4.06973362,5.132015
9387,ABT737,PF382,TLL,-0.546970348,-0.049987
9388,AZD5438,PF382,TLL,2.029102446,1.056422
9389,Afatinib,PF382,TLL,0.814690107,0.873315
9390,Alisertib,PF382,TLL,-0.814016519,1.319196
9391,BIBR-1532,PF382,TLL,4.475339077,4.705207
9392,CZC24832,PF382,TLL,4.959091721,3.820333
9393,Dactolisib,PF382,TLL,-2.840209692,-2.538076
9394,EPZ5676,PF382,TLL,4.68387526,5.037323
9395,JNK Inhibitor VIII,PF382,TLL,4.850763462,4.74084
9396,L-Oxonoreleagnine,PF382,TLL,3.4904525,3.263141
9397,MK-2206,PF382,TLL,0.689609583,1.442529
9398,MK-8776,PF382,TLL,1.427210794,1.466799
9399,Navitoclax,PF382,TLL,-1.070220152,-1.157609
9400,OF-1,PF382,TLL,4.899705941,4.026166
9401,SCH772984,PF382,TLL,2.544938201,2.411473
9402,Talazoparib,PF382,TLL,2.458488691,0.731516
9403,Topotecan,PF382,TLL,-1.599727692,-1.502988
9404,Uprosertib,PF382,TLL,0.823314904,1.154291
9405,glutathione,PF382,TLL,9.051346294,8.841707
9406,AZD5991,PFSK1,PNET,-0.966652134,-0.115501
9407,AZD6738,PFSK1,PNET,1.975657979,1.960101
9408,Cediranib,PFSK1,PNET,1.645773011,1.853415
9409,EPZ004777,PFSK1,PNET,4.319646588,4.620891
9410,Fludarabine,PFSK1,PNET,6.05526782,3.779989
9411,GSK2606414,PFSK1,PNET,3.957795718,3.693563
9412,GSK343,PFSK1,PNET,3.029055063,3.102905
9413,LJI308,PFSK1,PNET,4.970339503,4.691703
9414,MK-2206,PFSK1,PNET,1.877479008,1.882844
9415,NVP-ADW742,PFSK1,PNET,0.731850425,1.084962
9416,Nelarabine,PFSK1,PNET,6.051668131,5.672046
9417,Sapitinib,PFSK1,PNET,4.500777869,4.768608
9418,Schweinfurthin A,PFSK1,PNET,-1.021535011,0.131047
9419,VE-822,PFSK1,PNET,2.488502297,2.413243
9420,Vorinostat,PFSK1,PNET,0.315812982,0.767188
9421,Wnt-C59,PFSK1,PNET,3.868581845,3.968073
9422,AZ960,PL21,AML,-0.673842065,0.51387
9423,AZD5363,PL21,AML,1.614437296,1.951621
9424,Afuresertib,PL21,AML,1.582914308,1.385409
9425,Axitinib,PL21,AML,2.25638934,2.065278
9426,Cediranib,PL21,AML,4.272042556,2.114504
9427,Dasatinib,PL21,AML,1.822400638,0.69323
9428,Dinaciclib,PL21,AML,-4.815417167,-3.897961
9429,GSK343,PL21,AML,2.670888253,2.238194
9430,GW441756,PL21,AML,2.389587228,3.392492
9431,Lapatinib,PL21,AML,3.588774227,3.08949
9432,Lestaurtinib,PL21,AML,-2.221996899,-1.435915
9433,Linsitinib,PL21,AML,1.996731789,3.757418
9434,MN-64,PL21,AML,3.619755834,4.311129
9435,Pevonedistat,PL21,AML,-1.831793439,-1.429256
9436,RO-3306,PL21,AML,2.05467671,1.770511
9437,Ribociclib,PL21,AML,1.549960497,1.288749
9438,AZD1332,PSN1,PAAD,2.814304639,5.064633
9439,EPZ004777,PSN1,PAAD,5.249770093,5.67209
9440,Foretinib,PSN1,PAAD,1.430062512,1.437824
9441,GW441756,PSN1,PAAD,4.318452942,3.742249
9442,I-BET-762,PSN1,PAAD,5.516245293,5.074373
9443,JNK Inhibitor VIII,PSN1,PAAD,5.68523301,5.655572
9444,LGK974,PSN1,PAAD,3.882106827,4.373216
9445,MIM1,PSN1,PAAD,3.194670454,4.119801
9446,Mycophenolic acid,PSN1,PAAD,1.791644518,1.622197
9447,Oxaliplatin,PSN1,PAAD,3.788166383,4.394991
9448,PFI3,PSN1,PAAD,5.991913864,5.533847
9449,PRIMA-1MET,PSN1,PAAD,3.517633807,6.078038
9450,Picolinici-acid,PSN1,PAAD,6.010584072,5.598022
9451,Pictilisib,PSN1,PAAD,2.417474447,2.327609
9452,SB216763,PSN1,PAAD,6.065307951,5.461729
9453,Topotecan,PSN1,PAAD,0.080195893,0.007569
9454,VE-822,PSN1,PAAD,3.673262293,3.692361
9455,Vincristine,PSN1,PAAD,-1.566483678,-1.321228
9456,glutathione,PSN1,PAAD,9.75952076,9.817863
9457,AGI-6780,QGP1,PANET,6.807987841,5.657101
9458,AZD5582,QGP1,PANET,1.731710213,2.997434
9459,Alpelisib,QGP1,PANET,5.178895933,4.54283
9460,CCT007093,QGP1,PANET,6.561580631,5.854941
9461,Cyclophosphamide,QGP1,PANET,6.392398522,6.141932
9462,Dinaciclib,QGP1,PANET,-2.214850326,-2.280343
9463,Epirubicin,QGP1,PANET,0.643799156,0.278609
9464,Foretinib,QGP1,PANET,2.110027617,1.385593
9465,LCL161,QGP1,PANET,6.651139846,5.962127
9466,Lapatinib,QGP1,PANET,6.094468192,5.881034
9467,OF-1,QGP1,PANET,5.031677927,5.339897
9468,Pictilisib,QGP1,PANET,2.188007312,2.590502
9469,SB216763,QGP1,PANET,6.318198247,6.525863
9470,SB590885,QGP1,PANET,5.210761132,5.683908
9471,SN-38,QGP1,PANET,1.77459344,-1.76157
9472,Sabutoclax,QGP1,PANET,-0.938957767,-0.030123
9473,Sinularin,QGP1,PANET,5.518015774,4.710176
9474,Tanespimycin,QGP1,PANET,0.783283667,0.056792
9475,Teniposide,QGP1,PANET,0.702095093,1.934268
9476,ABT737,RAJI,BL,2.978407639,2.849109
9477,BI-2536,RAJI,BL,-3.522164134,-3.500354
9478,BMS-345541,RAJI,BL,2.086855006,2.091558
9479,CCT007093,RAJI,BL,4.309806961,4.750379
9480,Camptothecin,RAJI,BL,-4.486054442,-4.043725
9481,Carmustine,RAJI,BL,5.856115119,5.131921
9482,Cisplatin,RAJI,BL,1.421235511,1.242358
9483,Entinostat,RAJI,BL,1.528684356,0.930877
9484,GDC0810,RAJI,BL,3.959127875,4.2694
9485,GSK-LSD1,RAJI,BL,1.128806289,2.04719
9486,Gefitinib,RAJI,BL,3.023589065,2.905112
9487,ML323,RAJI,BL,3.171458817,3.980918
9488,Methotrexate,RAJI,BL,-3.754646519,-2.846897
9489,NU7441,RAJI,BL,3.13268684,2.685459
9490,POMHEX,RAJI,BL,-0.105030736,0.248477
9491,Selumetinib,RAJI,BL,4.779119345,4.564909
9492,Teniposide,RAJI,BL,-2.096676982,-2.383572
9493,Vinblastine,RAJI,BL,-5.646356852,-5.361596
9494,Vinorelbine,RAJI,BL,-5.214599745,-4.898294
9495,AZ960,RCC10RGB,RCC,5.094709888,4.248778
9496,AZD5363,RCC10RGB,RCC,4.458396025,3.743993
9497,Bromosporine,RCC10RGB,RCC,4.482838523,3.839101
9498,Cyclophosphamide,RCC10RGB,RCC,6.218367963,6.341352
9499,GSK2110183B,RCC10RGB,RCC,4.704476435,4.54771
9500,GSK2801,RCC10RGB,RCC,5.32668191,5.70445
9501,Gallibiscoquinazole,RCC10RGB,RCC,4.769805524,3.613872
9502,ICL-SIRT078,RCC10RGB,RCC,5.254794011,5.288932
9503,JNK Inhibitor VIII,RCC10RGB,RCC,6.502894756,6.368122
9504,MK-1775,RCC10RGB,RCC,1.094814455,2.027227
9505,Nelarabine,RCC10RGB,RCC,7.775652262,7.214602
9506,Nutlin-3a (-),RCC10RGB,RCC,3.92806542,4.830407
9507,PLX-4720,RCC10RGB,RCC,4.839976974,6.223237
9508,Refametinib,RCC10RGB,RCC,0.974477564,1.598414
9509,Romidepsin,RCC10RGB,RCC,-3.23693604,-3.386683
9510,Sabutoclax,RCC10RGB,RCC,0.998988061,1.387331
9511,Savolitinib,RCC10RGB,RCC,4.134232399,3.958523
9512,Trametinib,RCC10RGB,RCC,-0.296372775,-0.298161
9513,UMI-77,RCC10RGB,RCC,6.210552824,5.268398
9514,AGI-5198,RCHACV,BLL,3.273191843,3.854157
9515,AZD5582,RCHACV,BLL,0.801960588,0.292669
9516,Dactolisib,RCHACV,BLL,-4.177244044,-3.474449
9517,GDC0810,RCHACV,BLL,3.601885449,4.029842
9518,GSK343,RCHACV,BLL,1.761922218,2.002054
9519,I-BRD9,RCHACV,BLL,2.052921239,2.319047
9520,KU-55933,RCHACV,BLL,2.789719047,3.625479
9521,Lestaurtinib,RCHACV,BLL,-2.799606363,-1.872459
9522,Osimertinib,RCHACV,BLL,1.384888891,0.823551
9523,PFI-1,RCHACV,BLL,1.661278356,2.723336
9524,PLX-4720,RCHACV,BLL,2.67996187,2.956521
9525,Palbociclib,RCHACV,BLL,-1.404377929,0.507619
9526,Piperlongumine,RCHACV,BLL,1.306484838,1.288198
9527,SB590885,RCHACV,BLL,3.632237584,3.214095
9528,VX-11e,RCHACV,BLL,2.29388777,2.599079
9529,Vorinostat,RCHACV,BLL,-0.503889367,-0.032851
9530,Acetalax,RCK8,GCB,6.261166415,5.556772
9531,CZC24832,RCK8,GCB,5.348502758,4.691607
9532,EPZ004777,RCK8,GCB,5.525670414,4.80485
9533,Erlotinib,RCK8,GCB,3.802368784,3.059501
9534,ICL-SIRT078,RCK8,GCB,3.808412596,4.346301
9535,IWP-2,RCK8,GCB,0.957423649,2.757864
9536,Irinotecan,RCK8,GCB,1.921131577,0.599524
9537,JNK Inhibitor VIII,RCK8,GCB,5.235524545,5.292838
9538,Navitoclax,RCK8,GCB,-0.709105846,-0.39333
9539,Niraparib,RCK8,GCB,3.743634004,4.017245
9540,PCI-34051,RCK8,GCB,4.61295212,4.346984
9541,Pictilisib,RCK8,GCB,1.554079952,1.348886
9542,Ribociclib,RCK8,GCB,3.134396139,3.543498
9543,Vinorelbine,RCK8,GCB,-1.939263003,-3.37884
9544,Vorinostat,RCK8,GCB,1.020692881,0.987909
9545,WIKI4,RCK8,GCB,3.524244227,3.677897
9546,YK-4-279,RCK8,GCB,2.403689056,1.956776
9547,AZD2014,RCM1,READ,3.318153002,3.206717
9548,Cyclophosphamide,RCM1,READ,6.686807504,5.96682
9549,Cytarabine,RCM1,READ,4.801077559,3.475693
9550,GSK2606414,RCM1,READ,3.906976626,4.094331
9551,I-BRD9,RCM1,READ,5.169720196,5.252288
9552,MIRA-1,RCM1,READ,6.928723121,6.738798
9553,MN-64,RCM1,READ,5.542820093,5.783441
9554,Obatoclax Mesylate,RCM1,READ,-0.716553422,0.966117
9555,PCI-34051,RCM1,READ,3.866551682,5.062515
9556,POMHEX,RCM1,READ,2.061806328,0.934451
9557,RO-3306,RCM1,READ,5.210415636,5.425873
9558,Rucaparib,RCM1,READ,4.84579277,4.602496
9559,Sapitinib,RCM1,READ,2.797341353,4.474097
9560,TW 37,RCM1,READ,1.800067552,1.861827
9561,Taselisib,RCM1,READ,2.72518898,2.898252
9562,UNC0379,RCM1,READ,3.362464638,4.121918
9563,Ulixertinib,RCM1,READ,1.893798835,1.391298
