drug,cell_line,IC50,OncotreeCode
JNK Inhibitor VIII,ABC1,5.513306,LUAD
JQ1,ABC1,5.142641,LUAD
KRAS (G12C) Inhibitor-12,ABC1,4.762149,LUAD
KU-55933,ABC1,6.096236,LUAD
L-Oxonoreleagnine,ABC1,3.425507,LUAD
LCL161,ABC1,5.622257,LUAD
LGK974,ABC1,3.651097,LUAD
LJI308,ABC1,4.567697,LUAD
LMP744,ABC1,0.232089,LUAD
LY2109761,ABC1,4.351103,LUAD
Lapatinib,ABC1,4.445661,LUAD
Leflunomide,ABC1,4.997652,LUAD
Lenalidomide,ABC1,6.049326,LUAD
Lestaurtinib,ABC1,2.077139,LUAD
Linsitinib,ABC1,3.753292,LUAD
Luminespib,ABC1,-1.102724,LUAD
MG-132,ABC1,-2.730039,LUAD
MIRA-1,ABC1,5.925116,LUAD
MK-1775,ABC1,2.414061,LUAD
MK-2206,ABC1,4.850663,LUAD
MK-8776,ABC1,3.495888,LUAD
ML323,ABC1,3.60034,LUAD
MN-64,ABC1,4.627887,LUAD
Methotrexate,ABC1,2.802841,LUAD
Mirin,ABC1,5.145355,LUAD
Mitoxantrone,ABC1,2.2673,LUAD
Motesanib,ABC1,6.079129,LUAD
NU7441,ABC1,3.683566,LUAD
NVP-ADW742,ABC1,3.182203,LUAD
Navitoclax,ABC1,3.38826,LUAD
Nelarabine,ABC1,6.58291,LUAD
Nilotinib,ABC1,3.145122,LUAD
Niraparib,ABC1,6.197231,LUAD
Nutlin-3a (-),ABC1,5.47903,LUAD
OF-1,ABC1,2.115169,LUAD
OSI-027,ABC1,5.286647,LUAD
OTX015,ABC1,4.896197,LUAD
Obatoclax Mesylate,ABC1,2.732934,LUAD
Olaparib,ABC1,4.865915,LUAD
Osimertinib,ABC1,2.847752,LUAD
Oxaliplatin,ABC1,5.911248,LUAD
P22077,ABC1,2.254307,LUAD
PCI-34051,ABC1,4.970723,LUAD
PD0325901,ABC1,3.804987,LUAD
PD173074,ABC1,5.904546,LUAD
PF-4708671,ABC1,2.538435,LUAD
PFI-1,ABC1,6.057885,LUAD
PFI3,ABC1,6.3901,LUAD
PLX-4720,ABC1,4.970521,LUAD
PRIMA-1MET,ABC1,6.934392,LUAD
PRT062607,ABC1,4.269146,LUAD
Paclitaxel,ABC1,-3.400796,LUAD
Palbociclib,ABC1,5.11264,LUAD
Pevonedistat,ABC1,-1.2594,LUAD
Picolinici-acid,ABC1,6.355862,LUAD
Pictilisib,ABC1,3.676052,LUAD
Piperlongumine,ABC1,2.181472,LUAD
Podophyllotoxin bromide,ABC1,0.461199,LUAD
RO-3306,ABC1,3.803912,LUAD
RVX-208,ABC1,5.09168,LUAD
Rapamycin,ABC1,0.207854,LUAD
Refametinib,ABC1,4.650898,LUAD
Ribociclib,ABC1,4.369777,LUAD
Romidepsin,ABC1,-3.850785,LUAD
Rucaparib,ABC1,5.235124,LUAD
Ruxolitinib,ABC1,5.771247,LUAD
SB216763,ABC1,6.086326,LUAD
SB505124,ABC1,5.036834,LUAD
SB590885,ABC1,5.410037,LUAD
SCH772984,ABC1,4.236338,LUAD
SGC-CBP30,ABC1,4.772991,LUAD
SGC0946,ABC1,2.805271,LUAD
SL0101,ABC1,5.23123,LUAD
SN-38,ABC1,-4.41925,LUAD
Sabutoclax,ABC1,-0.440355,LUAD
Sapitinib,ABC1,4.959679,LUAD
Savolitinib,ABC1,3.739715,LUAD
Schweinfurthin A,ABC1,3.708422,LUAD
Selumetinib,ABC1,5.237513,LUAD
Sepantronium bromide,ABC1,-6.477498,LUAD
Serdemetan,ABC1,3.637087,LUAD
Sinularin,ABC1,2.693512,LUAD
Sorafenib,ABC1,3.590514,LUAD
Staurosporine,ABC1,-2.783562,LUAD
Talazoparib,ABC1,5.004168,LUAD
Tamoxifen,ABC1,5.806061,LUAD
Tanespimycin,ABC1,3.579983,LUAD
Taselisib,ABC1,3.289957,LUAD
Telomerase Inhibitor IX,ABC1,0.580792,LUAD
Temozolomide,ABC1,7.110635,LUAD
Temsirolimus,ABC1,2.725926,LUAD
Teniposide,ABC1,0.465049,LUAD
Topotecan,ABC1,-0.909715,LUAD
Tozasertib,ABC1,1.836831,LUAD
Trametinib,ABC1,2.895943,LUAD
Tretinoin,ABC1,5.205746,LUAD
Ulixertinib,ABC1,4.102795,LUAD
Uprosertib,ABC1,4.020821,LUAD
VE-822,ABC1,5.3133,LUAD
VE821,ABC1,4.199559,LUAD
VX-11e,ABC1,3.255454,LUAD
Veliparib,ABC1,6.04049,LUAD
Venetoclax,ABC1,2.447931,LUAD
Vincristine,ABC1,1.339796,LUAD
Vinorelbine,ABC1,-3.474282,LUAD
Vismodegib,ABC1,3.890922,LUAD
Vorinostat,ABC1,1.636342,LUAD
WEHI-539,ABC1,2.259205,LUAD
WIKI4,ABC1,3.200088,LUAD
WZ4003,ABC1,6.488561,LUAD
Wee1 Inhibitor,ABC1,2.738038,LUAD
Wnt-C59,ABC1,3.641593,LUAD
XAV939,ABC1,4.522659,LUAD
YK-4-279,ABC1,1.434139,LUAD
ZM447439,ABC1,0.857936,LUAD
Zoledronate,ABC1,4.381749,LUAD
5-Fluorouracil,DMS114,7.32017,SCLC
5-azacytidine,DMS114,4.061638,SCLC
A-366,DMS114,4.49076,SCLC
ABT737,DMS114,3.156873,SCLC
AGI-5198,DMS114,4.402574,SCLC
AGI-6780,DMS114,3.588111,SCLC
AGK2,DMS114,2.403455,SCLC
AMG-319,DMS114,4.858682,SCLC
AT13148,DMS114,3.726578,SCLC
AZ6102,DMS114,1.903802,SCLC
AZ960,DMS114,1.537627,SCLC
AZD1208,DMS114,5.114629,SCLC
AZD1332,DMS114,3.09327,SCLC
AZD2014,DMS114,2.49209,SCLC
AZD3759,DMS114,3.22072,SCLC
AZD4547,DMS114,1.507247,SCLC
AZD5153,DMS114,1.16526,SCLC
AZD5363,DMS114,3.02329,SCLC
AZD5438,DMS114,3.563108,SCLC
AZD5582,DMS114,2.086353,SCLC
AZD5991,DMS114,1.458267,SCLC
AZD6738,DMS114,2.57858,SCLC
AZD7762,DMS114,1.62099,SCLC
AZD8055,DMS114,-0.100746,SCLC
AZD8186,DMS114,4.100969,SCLC
Acetalax,DMS114,6.26028,SCLC
Afatinib,DMS114,2.181062,SCLC
Afuresertib,DMS114,2.128945,SCLC
Alisertib,DMS114,2.903916,SCLC
Alpelisib,DMS114,4.288051,SCLC
Avagacestat,DMS114,4.849018,SCLC
Axitinib,DMS114,3.301335,SCLC
BI-2536,DMS114,-2.05837,SCLC
BIBR-1532,DMS114,4.645978,SCLC
BMS-345541,DMS114,3.347804,SCLC
BMS-536924,DMS114,1.927805,SCLC
BMS-754807,DMS114,2.680682,SCLC
Bleomycin,DMS114,2.663493,SCLC
Bleomycin (50 uM),DMS114,1.49013,SCLC
Bortezomib,DMS114,-4.721334,SCLC
Bosutinib,DMS114,3.798607,SCLC
Bromosporine,DMS114,2.117666,SCLC
Buparlisib,DMS114,1.228757,SCLC
CCT007093,DMS114,5.741655,SCLC
CPI-637,DMS114,3.465936,SCLC
CZC24832,DMS114,5.783742,SCLC
Camptothecin,DMS114,-1.096392,SCLC
Carmustine,DMS114,6.20359,SCLC
Cediranib,DMS114,1.097751,SCLC
Cisplatin,DMS114,3.474129,SCLC
Crizotinib,DMS114,2.448993,SCLC
Cyclophosphamide,DMS114,5.197029,SCLC
Cytarabine,DMS114,2.964847,SCLC
Dabrafenib,DMS114,5.105251,SCLC
Dacarbazine,DMS114,6.137023,SCLC
Dactinomycin,DMS114,-3.224672,SCLC
Dactolisib,DMS114,-1.509438,SCLC
Daporinad,DMS114,-6.633369,SCLC
Dasatinib,DMS114,3.952866,SCLC
Dihydrorotenone,DMS114,-1.232813,SCLC
Dinaciclib,DMS114,-2.533649,SCLC
Docetaxel,DMS114,-2.850124,SCLC
Doramapimod,DMS114,5.788622,SCLC
EHT-1864,DMS114,2.749596,SCLC
EPZ004777,DMS114,5.297363,SCLC
EPZ5676,DMS114,5.966753,SCLC
Elephantin,DMS114,3.44977,SCLC
Entinostat,DMS114,4.452673,SCLC
Entospletinib,DMS114,5.057137,SCLC
Epirubicin,DMS114,-0.861416,SCLC
Erlotinib,DMS114,3.760643,SCLC
Fludarabine,DMS114,5.781222,SCLC
Foretinib,DMS114,1.371679,SCLC
Fulvestrant,DMS114,3.5122,SCLC
GDC0810,DMS114,3.922805,SCLC
GNE-317,DMS114,0.577762,SCLC
GSK-LSD1,DMS114,1.774862,SCLC
GSK1904529A,DMS114,4.042622,SCLC
GSK2110183B,DMS114,3.94124,SCLC
GSK2578215A,DMS114,4.334756,SCLC
GSK2606414,DMS114,3.877136,SCLC
GSK2801,DMS114,5.012122,SCLC
GSK2830371,DMS114,4.810431,SCLC
GSK343,DMS114,3.567599,SCLC
GSK591,DMS114,5.707273,SCLC
GW441756,DMS114,4.11433,SCLC
Gallibiscoquinazole,DMS114,2.2405,SCLC
Gefitinib,DMS114,3.770469,SCLC
Gemcitabine,DMS114,0.902282,SCLC
I-BET-762,DMS114,4.154416,SCLC
I-BRD9,DMS114,3.744603,SCLC
ICL-SIRT078,DMS114,3.446931,SCLC
IWP-2,DMS114,3.357931,SCLC
Ibrutinib,DMS114,5.715562,SCLC
Ipatasertib,DMS114,3.406751,SCLC
Irinotecan,DMS114,4.089602,SCLC
JNK Inhibitor VIII,DMS114,5.788622,SCLC
JQ1,DMS114,2.246936,SCLC
KRAS (G12C) Inhibitor-12,DMS114,4.35846,SCLC
KU-55933,DMS114,4.871833,SCLC
L-Oxonoreleagnine,DMS114,3.692885,SCLC
LCL161,DMS114,5.573495,SCLC
LGK974,DMS114,3.538177,SCLC
LJI308,DMS114,5.771489,SCLC
LMP744,DMS114,3.099374,SCLC
LY2109761,DMS114,5.595614,SCLC
Lapatinib,DMS114,5.211861,SCLC
Leflunomide,DMS114,5.093402,SCLC
Lenalidomide,DMS114,5.776078,SCLC
Lestaurtinib,DMS114,1.884556,SCLC
Linsitinib,DMS114,3.759289,SCLC
Luminespib,DMS114,-2.122444,SCLC
MG-132,DMS114,-1.354332,SCLC
MIM1,DMS114,2.826971,SCLC
MIRA-1,DMS114,5.7719,SCLC
MK-1775,DMS114,1.986966,SCLC
MK-2206,DMS114,3.5066,SCLC
MK-8776,DMS114,4.288771,SCLC
ML323,DMS114,4.59491,SCLC
MN-64,DMS114,4.613605,SCLC
Methotrexate,DMS114,0.201951,SCLC
Mirin,DMS114,5.014628,SCLC
Mitoxantrone,DMS114,3.339716,SCLC
Motesanib,DMS114,5.591186,SCLC
Mycophenolic acid,DMS114,1.746122,SCLC
N-acetyl cysteine,DMS114,9.987131,SCLC
NU7441,DMS114,3.380984,SCLC
NVP-ADW742,DMS114,2.073106,SCLC
Navitoclax,DMS114,2.453538,SCLC
Nelarabine,DMS114,6.300766,SCLC
Nilotinib,DMS114,4.07981,SCLC
Niraparib,DMS114,4.49508,SCLC
Nutlin-3a (-),DMS114,4.605144,SCLC
OF-1,DMS114,3.309088,SCLC
OSI-027,DMS114,0.739665,SCLC
OTX015,DMS114,2.4,SCLC
Obatoclax Mesylate,DMS114,-0.134388,SCLC
Olaparib,DMS114,3.712507,SCLC
Osimertinib,DMS114,1.806354,SCLC
Oxaliplatin,DMS114,5.414513,SCLC
P22077,DMS114,5.685081,SCLC
PCI-34051,DMS114,5.178011,SCLC
PD0325901,DMS114,3.534565,SCLC
PD173074,DMS114,2.56403,SCLC
PFI-1,DMS114,3.675005,SCLC
PFI3,DMS114,5.039746,SCLC
PLX-4720,DMS114,5.588838,SCLC
POMHEX,DMS114,0.568598,SCLC
PRIMA-1MET,DMS114,5.299032,SCLC
PRT062607,DMS114,4.778872,SCLC
Paclitaxel,DMS114,-2.707542,SCLC
Palbociclib,DMS114,4.692656,SCLC
Pevonedistat,DMS114,-0.192709,SCLC
Picolinici-acid,DMS114,5.455605,SCLC
Pictilisib,DMS114,0.549114,SCLC
Podophyllotoxin bromide,DMS114,-0.903832,SCLC
Pyridostatin,DMS114,2.631992,SCLC
RO-3306,DMS114,5.788622,SCLC
RVX-208,DMS114,5.667811,SCLC
Rapamycin,DMS114,-3.549152,SCLC
Refametinib,DMS114,3.865269,SCLC
Ribociclib,DMS114,3.478094,SCLC
Romidepsin,DMS114,-5.585024,SCLC
Rucaparib,DMS114,3.834648,SCLC
Ruxolitinib,DMS114,5.707771,SCLC
SB216763,DMS114,5.717602,SCLC
SB590885,DMS114,4.63306,SCLC
SCH772984,DMS114,5.485843,SCLC
SGC-CBP30,DMS114,4.832217,SCLC
SGC0946,DMS114,2.565544,SCLC
SN-38,DMS114,-3.758836,SCLC
Sabutoclax,DMS114,-0.767273,SCLC
Sapitinib,DMS114,5.443998,SCLC
Savolitinib,DMS114,3.191822,SCLC
Schweinfurthin A,DMS114,0.011417,SCLC
Selumetinib,DMS114,5.579454,SCLC
Sepantronium bromide,DMS114,-5.459576,SCLC
Serdemetan,DMS114,4.242179,SCLC
Sinularin,DMS114,3.823418,SCLC
Sorafenib,DMS114,3.200283,SCLC
Staurosporine,DMS114,-2.067272,SCLC
TW 37,DMS114,-0.523971,SCLC
Talazoparib,DMS114,3.33787,SCLC
Tamoxifen,DMS114,3.344858,SCLC
Tanespimycin,DMS114,2.007504,SCLC
Taselisib,DMS114,2.565496,SCLC
Telomerase Inhibitor IX,DMS114,-0.446655,SCLC
Temozolomide,DMS114,6.218722,SCLC
Temsirolimus,DMS114,1.242579,SCLC
Teniposide,DMS114,2.182097,SCLC
Topotecan,DMS114,1.329394,SCLC
Trametinib,DMS114,2.671592,SCLC
UMI-77,DMS114,1.279018,SCLC
UNC0379,DMS114,4.291973,SCLC
UNC0638,DMS114,4.455446,SCLC
Ulixertinib,DMS114,1.621048,SCLC
Uprosertib,DMS114,3.450052,SCLC
VE-822,DMS114,4.275794,SCLC
VE821,DMS114,5.571187,SCLC
VX-11e,DMS114,3.275962,SCLC
Veliparib,DMS114,4.717457,SCLC
Venetoclax,DMS114,2.322831,SCLC
Vinblastine,DMS114,-4.256053,SCLC
Vincristine,DMS114,-3.052633,SCLC
Vinorelbine,DMS114,-3.398556,SCLC
Vismodegib,DMS114,4.208665,SCLC
Vorinostat,DMS114,1.58655,SCLC
WEHI-539,DMS114,4.200203,SCLC
WIKI4,DMS114,3.91909,SCLC
WZ4003,DMS114,5.651256,SCLC
Wee1 Inhibitor,DMS114,2.993189,SCLC
Wnt-C59,DMS114,4.843277,SCLC
XAV939,DMS114,4.903956,SCLC
YK-4-279,DMS114,1.5458,SCLC
ZM447439,DMS114,2.374598,SCLC
Zoledronate,DMS114,4.028607,SCLC
alpha-lipoic acid,DMS114,8.281828,SCLC
glutathione,DMS114,9.312531,SCLC
5-Fluorouracil,NCIH1836,7.365151,SCLC
ABT737,NCIH1836,0.434997,SCLC
AGI-5198,NCIH1836,6.151558,SCLC
AGI-6780,NCIH1836,6.137136,SCLC
AGK2,NCIH1836,5.062141,SCLC
AMG-319,NCIH1836,6.653205,SCLC
AT13148,NCIH1836,4.037764,SCLC
AZ6102,NCIH1836,5.190288,SCLC
AZ960,NCIH1836,3.24344,SCLC
AZD3759,NCIH1836,3.971878,SCLC
AZD4547,NCIH1836,6.25052,SCLC
AZD5363,NCIH1836,4.908102,SCLC
AZD5582,NCIH1836,2.241946,SCLC
AZD6482,NCIH1836,5.96075,SCLC
AZD6738,NCIH1836,2.605926,SCLC
AZD7762,NCIH1836,1.787338,SCLC
AZD8186,NCIH1836,5.072302,SCLC
Afatinib,NCIH1836,2.637478,SCLC
Afuresertib,NCIH1836,4.69033,SCLC
Alisertib,NCIH1836,3.632161,SCLC
Alpelisib,NCIH1836,3.880021,SCLC
Avagacestat,NCIH1836,6.653425,SCLC
Axitinib,NCIH1836,3.612983,SCLC
BI-2536,NCIH1836,3.404198,SCLC
BIBR-1532,NCIH1836,5.785606,SCLC
BMS-345541,NCIH1836,4.997237,SCLC
BMS-536924,NCIH1836,3.661326,SCLC
BMS-754807,NCIH1836,2.720181,SCLC
BX795,NCIH1836,3.236309,SCLC
Bicalutamide,NCIH1836,4.84939,SCLC
Bortezomib,NCIH1836,-0.745765,SCLC
Bosutinib,NCIH1836,4.997648,SCLC
Buparlisib,NCIH1836,3.13604,SCLC
CCT-018159,NCIH1836,6.941747,SCLC
CCT007093,NCIH1836,6.531085,SCLC
CHIR-99021,NCIH1836,6.999837,SCLC
CZC24832,NCIH1836,6.828879,SCLC
Camptothecin,NCIH1836,1.064241,SCLC
Cediranib,NCIH1836,5.314774,SCLC
Crizotinib,NCIH1836,4.057658,SCLC
Cyclophosphamide,NCIH1836,6.212252,SCLC
Dabrafenib,NCIH1836,5.098729,SCLC
Dactinomycin,NCIH1836,-2.438791,SCLC
Dactolisib,NCIH1836,1.357167,SCLC
Daporinad,NCIH1836,1.147113,SCLC
Dasatinib,NCIH1836,4.743874,SCLC
Dinaciclib,NCIH1836,-0.789008,SCLC
Docetaxel,NCIH1836,-2.907485,SCLC
Doramapimod,NCIH1836,4.716431,SCLC
EHT-1864,NCIH1836,4.777711,SCLC
EPZ004777,NCIH1836,3.894392,SCLC
EPZ5676,NCIH1836,5.237664,SCLC
Elesclomol,NCIH1836,1.210323,SCLC
Entinostat,NCIH1836,0.589946,SCLC
Entospletinib,NCIH1836,5.205549,SCLC
Epirubicin,NCIH1836,2.193899,SCLC
Erlotinib,NCIH1836,6.915784,SCLC
Foretinib,NCIH1836,2.662566,SCLC
Fulvestrant,NCIH1836,4.662393,SCLC
GDC0810,NCIH1836,6.456123,SCLC
GNE-317,NCIH1836,3.148818,SCLC
GSK1904529A,NCIH1836,5.147788,SCLC
GSK2578215A,NCIH1836,5.767324,SCLC
GSK2606414,NCIH1836,5.404927,SCLC
GSK269962A,NCIH1836,5.715228,SCLC
GSK343,NCIH1836,4.697251,SCLC
GSK591,NCIH1836,5.303793,SCLC
GW441756,NCIH1836,5.385815,SCLC
Gefitinib,NCIH1836,4.678837,SCLC
Gemcitabine,NCIH1836,3.815285,SCLC
I-BET-762,NCIH1836,6.413858,SCLC
I-BRD9,NCIH1836,5.156066,SCLC
IOX2,NCIH1836,3.620778,SCLC
IWP-2,NCIH1836,3.754954,SCLC
Ibrutinib,NCIH1836,6.144992,SCLC
Ipatasertib,NCIH1836,5.307001,SCLC
Irinotecan,NCIH1836,3.345746,SCLC
JNK Inhibitor VIII,NCIH1836,6.639826,SCLC
JQ1,NCIH1836,5.40393,SCLC
KRAS (G12C) Inhibitor-12,NCIH1836,6.617893,SCLC
KU-55933,NCIH1836,6.969447,SCLC
LCL161,NCIH1836,6.377059,SCLC
LGK974,NCIH1836,5.392308,SCLC
LJI308,NCIH1836,4.230501,SCLC
LY2109761,NCIH1836,5.68435,SCLC
Lapatinib,NCIH1836,5.525914,SCLC
Leflunomide,NCIH1836,5.403521,SCLC
Lenalidomide,NCIH1836,6.231586,SCLC
Lestaurtinib,NCIH1836,1.166919,SCLC
Linsitinib,NCIH1836,4.531661,SCLC
Luminespib,NCIH1836,-0.442698,SCLC
MG-132,NCIH1836,0.472684,SCLC
MIRA-1,NCIH1836,6.467125,SCLC
MK-1775,NCIH1836,1.993043,SCLC
MK-2206,NCIH1836,3.903557,SCLC
MK-8776,NCIH1836,3.459931,SCLC
ML323,NCIH1836,6.769915,SCLC
MN-64,NCIH1836,5.547671,SCLC
Methotrexate,NCIH1836,3.264251,SCLC
Mirin,NCIH1836,5.488706,SCLC
Motesanib,NCIH1836,6.635195,SCLC
NU7441,NCIH1836,5.617474,SCLC
NVP-ADW742,NCIH1836,3.517141,SCLC
Navitoclax,NCIH1836,-1.327651,SCLC
Nilotinib,NCIH1836,4.377086,SCLC
Niraparib,NCIH1836,6.622807,SCLC
Nutlin-3a (-),NCIH1836,6.999611,SCLC
OF-1,NCIH1836,6.750725,SCLC
OSI-027,NCIH1836,5.700608,SCLC
OTX015,NCIH1836,6.156074,SCLC
Olaparib,NCIH1836,6.943133,SCLC
Osimertinib,NCIH1836,4.382929,SCLC
Oxaliplatin,NCIH1836,6.360587,SCLC
P22077,NCIH1836,5.264489,SCLC
PCI-34051,NCIH1836,5.707785,SCLC
PD0325901,NCIH1836,5.993052,SCLC
PD173074,NCIH1836,6.268959,SCLC
PF-4708671,NCIH1836,6.210062,SCLC
PFI-1,NCIH1836,5.704166,SCLC
PFI3,NCIH1836,6.990287,SCLC
PLX-4720,NCIH1836,6.491484,SCLC
PRIMA-1MET,NCIH1836,5.5912,SCLC
PRT062607,NCIH1836,3.603902,SCLC
Paclitaxel,NCIH1836,-0.796513,SCLC
Palbociclib,NCIH1836,6.385118,SCLC
Pevonedistat,NCIH1836,4.19726,SCLC
Picolinici-acid,NCIH1836,5.235958,SCLC
Pictilisib,NCIH1836,4.156387,SCLC
Piperlongumine,NCIH1836,3.292871,SCLC
Pyridostatin,NCIH1836,4.758576,SCLC
RO-3306,NCIH1836,4.663984,SCLC
RVX-208,NCIH1836,6.679164,SCLC
Rapamycin,NCIH1836,-1.585467,SCLC
Refametinib,NCIH1836,5.89531,SCLC
Ribociclib,NCIH1836,5.406017,SCLC
Rucaparib,NCIH1836,5.494604,SCLC
Ruxolitinib,NCIH1836,6.868129,SCLC
SB216763,NCIH1836,6.543341,SCLC
SB505124,NCIH1836,2.36055,SCLC
SB590885,NCIH1836,6.279068,SCLC
SCH772984,NCIH1836,6.192166,SCLC
SGC0946,NCIH1836,1.546876,SCLC
SL0101,NCIH1836,5.412996,SCLC
SN-38,NCIH1836,-0.34256,SCLC
Sabutoclax,NCIH1836,1.77214,SCLC
Sapitinib,NCIH1836,4.414605,SCLC
Savolitinib,NCIH1836,4.645376,SCLC
Selumetinib,NCIH1836,5.281991,SCLC
Sepantronium bromide,NCIH1836,-2.554285,SCLC
Serdemetan,NCIH1836,5.465091,SCLC
Sorafenib,NCIH1836,3.958278,SCLC
Staurosporine,NCIH1836,-0.043999,SCLC
Talazoparib,NCIH1836,5.00672,SCLC
Tamoxifen,NCIH1836,6.461321,SCLC
Tanespimycin,NCIH1836,3.82687,SCLC
Taselisib,NCIH1836,3.808287,SCLC
Telomerase Inhibitor IX,NCIH1836,1.667938,SCLC
Temozolomide,NCIH1836,7.072771,SCLC
Temsirolimus,NCIH1836,4.421883,SCLC
Tozasertib,NCIH1836,2.377579,SCLC
Trametinib,NCIH1836,4.443099,SCLC
Tretinoin,NCIH1836,6.601006,SCLC
Ulixertinib,NCIH1836,4.593668,SCLC
Uprosertib,NCIH1836,5.854293,SCLC
VE-822,NCIH1836,2.864801,SCLC
VE821,NCIH1836,5.15411,SCLC
VX-11e,NCIH1836,3.521975,SCLC
Veliparib,NCIH1836,6.999837,SCLC
Venetoclax,NCIH1836,2.382816,SCLC
Vinorelbine,NCIH1836,-1.598483,SCLC
Vismodegib,NCIH1836,5.979788,SCLC
Vorinostat,NCIH1836,1.380237,SCLC
WEHI-539,NCIH1836,0.279925,SCLC
WIKI4,NCIH1836,6.183972,SCLC
WZ4003,NCIH1836,6.548693,SCLC
Wee1 Inhibitor,NCIH1836,2.355192,SCLC
Wnt-C59,NCIH1836,5.405459,SCLC
XAV939,NCIH1836,5.467258,SCLC
YK-4-279,NCIH1836,2.96628,SCLC
ZM447439,NCIH1836,4.921037,SCLC
5-Fluorouracil,HCC78,3.724409,LUAD
5-azacytidine,HCC78,3.790708,LUAD
A-366,HCC78,5.533586,LUAD
ABT737,HCC78,2.19365,LUAD
AGI-5198,HCC78,4.356054,LUAD
AGI-6780,HCC78,4.848458,LUAD
AGK2,HCC78,3.631325,LUAD
AMG-319,HCC78,3.888156,LUAD
AT13148,HCC78,6.037649,LUAD
AZ6102,HCC78,2.652566,LUAD
AZ960,HCC78,0.831941,LUAD
AZD1208,HCC78,6.52996,LUAD
AZD1332,HCC78,1.83972,LUAD
AZD2014,HCC78,1.870194,LUAD
AZD3759,HCC78,3.000942,LUAD
AZD4547,HCC78,4.72718,LUAD
AZD5153,HCC78,1.071491,LUAD
AZD5363,HCC78,2.189036,LUAD
AZD5438,HCC78,2.914344,LUAD
AZD5582,HCC78,2.021624,LUAD
AZD5991,HCC78,5.713942,LUAD
AZD6738,HCC78,0.980184,LUAD
AZD7762,HCC78,-0.22742,LUAD
AZD8055,HCC78,-0.58325,LUAD
AZD8186,HCC78,1.030292,LUAD
Acetalax,HCC78,5.080398,LUAD
Afatinib,HCC78,1.131721,LUAD
Afuresertib,HCC78,2.148893,LUAD
Alisertib,HCC78,0.739815,LUAD
Alpelisib,HCC78,2.671124,LUAD
Avagacestat,HCC78,6.666372,LUAD
Axitinib,HCC78,3.411047,LUAD
BI-2536,HCC78,0.986097,LUAD
BIBR-1532,HCC78,6.171729,LUAD
BMS-345541,HCC78,3.998332,LUAD
BMS-536924,HCC78,0.088118,LUAD
BMS-754807,HCC78,3.360546,LUAD
Bleomycin,HCC78,-1.098494,LUAD
Bleomycin (50 uM),HCC78,5.30214,LUAD
Bortezomib,HCC78,-5.316073,LUAD
Bosutinib,HCC78,4.58692,LUAD
Bromosporine,HCC78,1.618392,LUAD
Buparlisib,HCC78,0.407425,LUAD
CCT007093,HCC78,6.195513,LUAD
CPI-637,HCC78,3.740166,LUAD
CZC24832,HCC78,4.53419,LUAD
Camptothecin,HCC78,-4.167297,LUAD
Carmustine,HCC78,6.803856,LUAD
Cediranib,HCC78,1.524752,LUAD
Cisplatin,HCC78,4.466437,LUAD
Crizotinib,HCC78,1.591408,LUAD
Cyclophosphamide,HCC78,5.35608,LUAD
Cytarabine,HCC78,1.215343,LUAD
Dabrafenib,HCC78,6.196358,LUAD
Dacarbazine,HCC78,4.90704,LUAD
Dactinomycin,HCC78,-4.331338,LUAD
Dactolisib,HCC78,-2.470466,LUAD
Daporinad,HCC78,-4.683845,LUAD
Dasatinib,HCC78,2.664026,LUAD
Dihydrorotenone,HCC78,1.469921,LUAD
Dinaciclib,HCC78,-3.227362,LUAD
Docetaxel,HCC78,-1.656813,LUAD
Doramapimod,HCC78,5.388475,LUAD
EHT-1864,HCC78,3.848167,LUAD
EPZ004777,HCC78,5.109519,LUAD
EPZ5676,HCC78,6.257417,LUAD
Elephantin,HCC78,3.516916,LUAD
Entinostat,HCC78,0.073933,LUAD
Entospletinib,HCC78,2.987538,LUAD
Epirubicin,HCC78,-2.123375,LUAD
Erlotinib,HCC78,4.664535,LUAD
Fludarabine,HCC78,3.248915,LUAD
Foretinib,HCC78,-0.930749,LUAD
Fulvestrant,HCC78,2.592394,LUAD
GDC0810,HCC78,5.269917,LUAD
GNE-317,HCC78,-1.03496,LUAD
GSK-LSD1,HCC78,1.830213,LUAD
GSK1904529A,HCC78,4.992284,LUAD
GSK2110183B,HCC78,3.398288,LUAD
GSK2578215A,HCC78,5.066332,LUAD
GSK2606414,HCC78,2.482995,LUAD
GSK2801,HCC78,3.632606,LUAD
GSK2830371,HCC78,6.196358,LUAD
GSK343,HCC78,2.757935,LUAD
GSK591,HCC78,4.200102,LUAD
GW441756,HCC78,4.45113,LUAD
Gallibiscoquinazole,HCC78,2.999409,LUAD
Gefitinib,HCC78,4.030994,LUAD
Gemcitabine,HCC78,-3.68282,LUAD
I-BET-762,HCC78,2.37675,LUAD
I-BRD9,HCC78,2.863004,LUAD
ICL-SIRT078,HCC78,4.908454,LUAD
IWP-2,HCC78,3.200487,LUAD
Ibrutinib,HCC78,6.092156,LUAD
Ipatasertib,HCC78,2.060937,LUAD
Irinotecan,HCC78,0.040215,LUAD
JNK Inhibitor VIII,HCC78,5.294701,LUAD
JQ1,HCC78,2.824313,LUAD
KRAS (G12C) Inhibitor-12,HCC78,3.056339,LUAD
KU-55933,HCC78,6.017525,LUAD
L-Oxonoreleagnine,HCC78,4.522377,LUAD
LCL161,HCC78,5.570392,LUAD
LGK974,HCC78,4.117589,LUAD
