drug,cell_line,IC50
GSK591,SKPNDW,3.421299
Gallibiscoquinazole,SKPNDW,2.7178
Gefitinib,SKPNDW,3.052224
Gemcitabine,SKPNDW,-0.377234
I-BET-762,SKPNDW,2.326586
ICL-SIRT078,SKPNDW,4.464922
IWP-2,SKPNDW,1.631148
Ibrutinib,SKPNDW,3.75237
Ipatasertib,SKPNDW,2.114433
Irinotecan,SKPNDW,-0.28371
JNK Inhibitor VIII,SKPNDW,5.121191
JQ1,SKPNDW,1.411033
KRAS (G12C) Inhibitor-12,SKPNDW,2.747455
KU-55933,SKPNDW,3.722173
L-Oxonoreleagnine,SKPNDW,3.769135
LCL161,SKPNDW,4.573053
LGK974,SKPNDW,4.168827
LJI308,SKPNDW,4.427302
LMP744,SKPNDW,-3.196697
LY2109761,SKPNDW,4.106565
Lapatinib,SKPNDW,2.893763
Leflunomide,SKPNDW,4.276511
Lenalidomide,SKPNDW,4.553579
Lestaurtinib,SKPNDW,-2.737823
Linsitinib,SKPNDW,2.690515
Luminespib,SKPNDW,-2.822443
MG-132,SKPNDW,-1.367533
MIRA-1,SKPNDW,4.141722
MK-2206,SKPNDW,1.902578
MK-8776,SKPNDW,0.145811
ML323,SKPNDW,3.936144
Mirin,SKPNDW,3.132723
Mitoxantrone,SKPNDW,-3.41334
Mycophenolic acid,SKPNDW,0.381829
N-acetyl cysteine,SKPNDW,8.421779
NVP-ADW742,SKPNDW,2.290218
Navitoclax,SKPNDW,2.968808
Nelarabine,SKPNDW,5.742785
Nilotinib,SKPNDW,2.218146
Niraparib,SKPNDW,1.629292
Nutlin-3a (-),SKPNDW,4.367756
OF-1,SKPNDW,2.389601
OSI-027,SKPNDW,0.413462
OTX015,SKPNDW,2.382085
Obatoclax Mesylate,SKPNDW,-0.492648
Olaparib,SKPNDW,2.851103
Osimertinib,SKPNDW,2.197737
Oxaliplatin,SKPNDW,2.65303
P22077,SKPNDW,4.981104
PCI-34051,SKPNDW,3.456847
PD173074,SKPNDW,4.221477
PFI-1,SKPNDW,3.83442
PLX-4720,SKPNDW,3.914605
POMHEX,SKPNDW,0.873782
PRIMA-1MET,SKPNDW,2.774542
PRT062607,SKPNDW,1.707077
Paclitaxel,SKPNDW,-5.289705
Palbociclib,SKPNDW,3.709066
Pevonedistat,SKPNDW,-1.499801
Picolinici-acid,SKPNDW,4.851518
Pictilisib,SKPNDW,0.823474
Podophyllotoxin bromide,SKPNDW,-2.513534
Pyridostatin,SKPNDW,2.988722
RO-3306,SKPNDW,2.070642
RVX-208,SKPNDW,4.1952
Rapamycin,SKPNDW,-2.124792
Refametinib,SKPNDW,3.064843
Ribociclib,SKPNDW,3.425827
Romidepsin,SKPNDW,-6.323829
Rucaparib,SKPNDW,2.680222
Ruxolitinib,SKPNDW,3.465281
SB216763,SKPNDW,5.083821
SB590885,SKPNDW,4.4153
SCH772984,SKPNDW,3.850645
SGC-CBP30,SKPNDW,3.127622
SGC0946,SKPNDW,1.552777
SN-38,SKPNDW,-6.519879
Sabutoclax,SKPNDW,-1.274166
Savolitinib,SKPNDW,2.32128
Schweinfurthin A,SKPNDW,-3.428973
Selumetinib,SKPNDW,4.7866
Serdemetan,SKPNDW,0.700562
Sinularin,SKPNDW,3.917433
Sorafenib,SKPNDW,2.692187
Staurosporine,SKPNDW,-3.139336
TW 37,SKPNDW,0.952096
Talazoparib,SKPNDW,-0.656591
Tamoxifen,SKPNDW,3.763832
Tanespimycin,SKPNDW,2.234188
Taselisib,SKPNDW,1.564939
Telomerase Inhibitor IX,SKPNDW,0.577151
Temozolomide,SKPNDW,6.383544
Temsirolimus,SKPNDW,-1.178385
Teniposide,SKPNDW,-2.648069
Topotecan,SKPNDW,-2.608646
Trametinib,SKPNDW,2.780471
UMI-77,SKPNDW,2.369508
UNC0379,SKPNDW,3.984924
UNC0638,SKPNDW,4.069846
Ulixertinib,SKPNDW,3.833099
Uprosertib,SKPNDW,1.87479
VE-822,SKPNDW,0.186995
VE821,SKPNDW,2.367407
VX-11e,SKPNDW,3.572037
Veliparib,SKPNDW,4.776597
Venetoclax,SKPNDW,2.004772
Vinblastine,SKPNDW,-5.805286
Vincristine,SKPNDW,-4.790229
Vinorelbine,SKPNDW,-3.512905
Vismodegib,SKPNDW,5.096254
Vorinostat,SKPNDW,1.310198
WEHI-539,SKPNDW,4.412297
WIKI4,SKPNDW,4.258166
WZ4003,SKPNDW,4.660955
Wee1 Inhibitor,SKPNDW,0.607074
Wnt-C59,SKPNDW,3.722921
YK-4-279,SKPNDW,0.374297
ZM447439,SKPNDW,0.616777
Zoledronate,SKPNDW,3.023697
alpha-lipoic acid,SKPNDW,6.455873
glutathione,SKPNDW,9.273618
5-Fluorouracil,SKUT1,4.478833
5-azacytidine,SKUT1,2.266704
ABT737,SKUT1,3.153808
AGI-5198,SKUT1,5.046414
AGI-6780,SKUT1,4.478041
AMG-319,SKUT1,3.873883
AT13148,SKUT1,4.873745
AZ6102,SKUT1,2.124704
AZ960,SKUT1,2.126694
AZD1332,SKUT1,3.959041
AZD2014,SKUT1,2.490169
AZD3759,SKUT1,2.907282
AZD4547,SKUT1,3.979634
AZD5153,SKUT1,1.706251
AZD5363,SKUT1,3.608227
AZD5438,SKUT1,1.603666
AZD5582,SKUT1,3.270498
AZD5991,SKUT1,4.657121
AZD6738,SKUT1,1.239245
AZD8055,SKUT1,0.771206
AZD8186,SKUT1,4.709453
Acetalax,SKUT1,3.035839
Afatinib,SKUT1,2.204106
Afuresertib,SKUT1,2.82614
Alisertib,SKUT1,1.330031
Alpelisib,SKUT1,3.38363
Avagacestat,SKUT1,4.605741
Axitinib,SKUT1,2.808334
BI-2536,SKUT1,-1.716305
BMS-345541,SKUT1,4.544724
BMS-536924,SKUT1,3.744251
Bleomycin,SKUT1,1.74629
Bleomycin (50 uM),SKUT1,1.783634
Bortezomib,SKUT1,-5.002725
Bosutinib,SKUT1,3.842135
Bromosporine,SKUT1,2.162819
Buparlisib,SKUT1,1.616159
CCT007093,SKUT1,5.461873
CPI-637,SKUT1,4.064578
CZC24832,SKUT1,5.450437
Carmustine,SKUT1,5.700781
Cediranib,SKUT1,4.452792
Cisplatin,SKUT1,2.894832
Crizotinib,SKUT1,3.087405
Cyclophosphamide,SKUT1,5.391819
Cytarabine,SKUT1,-0.697808
Dabrafenib,SKUT1,4.361853
Dacarbazine,SKUT1,5.14363
Dactinomycin,SKUT1,-3.064613
Dactolisib,SKUT1,-1.212909
Daporinad,SKUT1,-5.871284
Dasatinib,SKUT1,1.639118
Dihydrorotenone,SKUT1,0.824184
Dinaciclib,SKUT1,-2.365821
Doramapimod,SKUT1,4.50487
EHT-1864,SKUT1,3.850774
EPZ004777,SKUT1,5.783089
EPZ5676,SKUT1,5.789416
Elephantin,SKUT1,2.826425
Entinostat,SKUT1,3.821567
Entospletinib,SKUT1,2.957425
Epirubicin,SKUT1,-0.964101
Erlotinib,SKUT1,3.333373
Fludarabine,SKUT1,3.595043
Foretinib,SKUT1,1.846373
Fulvestrant,SKUT1,3.240771
GDC0810,SKUT1,4.803161
GNE-317,SKUT1,1.242024
GSK-LSD1,SKUT1,2.927958
GSK2110183B,SKUT1,3.340718
GSK2578215A,SKUT1,5.041608
GSK2606414,SKUT1,4.308898
GSK2801,SKUT1,5.47678
GSK2830371,SKUT1,5.482292
GSK343,SKUT1,4.023014
GSK591,SKUT1,3.793137
Gallibiscoquinazole,SKUT1,3.041597
Gefitinib,SKUT1,3.867806
Gemcitabine,SKUT1,-3.957477
I-BET-762,SKUT1,3.970112
ICL-SIRT078,SKUT1,4.891085
IWP-2,SKUT1,2.986805
Ibrutinib,SKUT1,5.097053
Ipatasertib,SKUT1,3.265696
Irinotecan,SKUT1,1.848938
JNK Inhibitor VIII,SKUT1,4.845888
JQ1,SKUT1,2.71308
KU-55933,SKUT1,4.617634
L-Oxonoreleagnine,SKUT1,4.160463
LCL161,SKUT1,5.299591
LGK974,SKUT1,3.710289
LJI308,SKUT1,5.196746
LMP744,SKUT1,-1.353519
LY2109761,SKUT1,5.408564
Lapatinib,SKUT1,3.308975
Leflunomide,SKUT1,5.322061
Lenalidomide,SKUT1,4.453249
Lestaurtinib,SKUT1,0.464357
Linsitinib,SKUT1,4.638343
Luminespib,SKUT1,-3.247953
MG-132,SKUT1,-1.543727
MIM1,SKUT1,3.493562
MIRA-1,SKUT1,5.34155
MK-2206,SKUT1,3.696533
MK-8776,SKUT1,0.734602
ML323,SKUT1,4.524462
MN-64,SKUT1,4.417862
Mirin,SKUT1,4.190558
Mitoxantrone,SKUT1,0.632167
Motesanib,SKUT1,5.480182
Mycophenolic acid,SKUT1,1.360375
N-acetyl cysteine,SKUT1,9.881348
NVP-ADW742,SKUT1,5.22784
Navitoclax,SKUT1,1.808742
Nelarabine,SKUT1,6.099829
Nilotinib,SKUT1,3.255348
Niraparib,SKUT1,4.27132
Nutlin-3a (-),SKUT1,4.751553
OF-1,SKUT1,3.648604
OSI-027,SKUT1,4.76801
Obatoclax Mesylate,SKUT1,0.96819
Olaparib,SKUT1,3.991461
Osimertinib,SKUT1,3.179707
Oxaliplatin,SKUT1,5.372605
P22077,SKUT1,5.475647
PCI-34051,SKUT1,4.586588
PD173074,SKUT1,3.466835
PFI-1,SKUT1,4.598673
PFI3,SKUT1,5.462911
POMHEX,SKUT1,0.470143
PRIMA-1MET,SKUT1,3.172918
PRT062607,SKUT1,4.582469
Paclitaxel,SKUT1,-3.175656
Palbociclib,SKUT1,4.803345
Pevonedistat,SKUT1,-0.822129
Pictilisib,SKUT1,1.513547
Podophyllotoxin bromide,SKUT1,-1.209131
Pyridostatin,SKUT1,2.602333
RO-3306,SKUT1,3.525598
RVX-208,SKUT1,4.199358
Rapamycin,SKUT1,-0.221426
Refametinib,SKUT1,3.846166
Ribociclib,SKUT1,3.666051
Romidepsin,SKUT1,-4.583099
Rucaparib,SKUT1,3.493719
Ruxolitinib,SKUT1,5.216679
SB216763,SKUT1,4.181852
SB590885,SKUT1,4.785854
SCH772984,SKUT1,3.975758
SGC-CBP30,SKUT1,4.785721
SGC0946,SKUT1,1.526789
SN-38,SKUT1,-4.13459
Sabutoclax,SKUT1,-0.391048
Savolitinib,SKUT1,2.897892
Schweinfurthin A,SKUT1,1.296584
Selumetinib,SKUT1,4.728102
Sepantronium bromide,SKUT1,-3.245858
Serdemetan,SKUT1,4.353714
Sinularin,SKUT1,3.860792
Sorafenib,SKUT1,2.363939
Staurosporine,SKUT1,-1.999299
TW 37,SKUT1,0.385501
Talazoparib,SKUT1,3.333033
Tamoxifen,SKUT1,4.067041
Tanespimycin,SKUT1,-2.575316
Taselisib,SKUT1,2.124818
Telomerase Inhibitor IX,SKUT1,-0.266792
Temozolomide,SKUT1,5.772542
Temsirolimus,SKUT1,1.807078
Teniposide,SKUT1,-0.567633
Topotecan,SKUT1,-0.306534
Trametinib,SKUT1,2.520341
UMI-77,SKUT1,2.457488
UNC0379,SKUT1,4.329587
UNC0638,SKUT1,4.354838
Ulixertinib,SKUT1,3.661876
Uprosertib,SKUT1,3.506402
VE-822,SKUT1,2.504375
VE821,SKUT1,3.507365
VX-11e,SKUT1,3.337172
Veliparib,SKUT1,3.957737
Venetoclax,SKUT1,2.684681
Vinblastine,SKUT1,-4.691047
Vincristine,SKUT1,-1.65281
Vismodegib,SKUT1,4.32875
Vorinostat,SKUT1,2.210652
WEHI-539,SKUT1,4.390273
WIKI4,SKUT1,3.641512
WZ4003,SKUT1,4.213669
Wee1 Inhibitor,SKUT1,0.86005
Wnt-C59,SKUT1,3.583448
YK-4-279,SKUT1,2.354042
ZM447439,SKUT1,3.370486
Zoledronate,SKUT1,3.506592
alpha-lipoic acid,SKUT1,7.457583
glutathione,SKUT1,8.635051
5-Fluorouracil,SLVL,0.355977
5-azacytidine,SLVL,2.306813
ABT737,SLVL,-1.075901
AGI-5198,SLVL,5.013703
AGI-6780,SLVL,2.732988
AMG-319,SLVL,3.096877
AT13148,SLVL,1.980044
AZ6102,SLVL,2.141321
AZ960,SLVL,1.295126
AZD1332,SLVL,2.917901
AZD2014,SLVL,1.277883
AZD3759,SLVL,3.049534
AZD4547,SLVL,3.178161
AZD5153,SLVL,0.927115
AZD5363,SLVL,2.153944
AZD5438,SLVL,1.448955
AZD5582,SLVL,0.934295
AZD5991,SLVL,2.218562
AZD6738,SLVL,2.386596
AZD8055,SLVL,0.21303
AZD8186,SLVL,4.548635
Acetalax,SLVL,6.306847
Afatinib,SLVL,0.802672
Afuresertib,SLVL,3.546248
Alisertib,SLVL,0.52136
Alpelisib,SLVL,2.217672
Avagacestat,SLVL,3.707394
Axitinib,SLVL,2.137387
BI-2536,SLVL,-2.637229
BMS-345541,SLVL,2.328604
BMS-536924,SLVL,2.332676
Bleomycin,SLVL,1.668504
Bleomycin (50 uM),SLVL,0.605157
Bortezomib,SLVL,-5.185264
Bosutinib,SLVL,1.611732
Bromosporine,SLVL,0.153598
Buparlisib,SLVL,0.059628
CCT007093,SLVL,5.213796
CPI-637,SLVL,3.246914
CZC24832,SLVL,4.069603
Carmustine,SLVL,6.249836
Cediranib,SLVL,2.789698
Cisplatin,SLVL,0.558803
Crizotinib,SLVL,1.912734
Cyclophosphamide,SLVL,5.214057
Cytarabine,SLVL,2.57212
Dabrafenib,SLVL,4.837342
Dacarbazine,SLVL,5.36867
Dactinomycin,SLVL,-4.486378
Dactolisib,SLVL,-1.376796
Daporinad,SLVL,-4.657631
Dasatinib,SLVL,0.430456
Dihydrorotenone,SLVL,0.55151
Dinaciclib,SLVL,-3.721905
Doramapimod,SLVL,5.133914
EHT-1864,SLVL,3.27335
EPZ004777,SLVL,4.897681
EPZ5676,SLVL,4.55795
Elephantin,SLVL,2.747224
Entinostat,SLVL,0.658015
Entospletinib,SLVL,2.269917
Epirubicin,SLVL,-2.044175
Erlotinib,SLVL,3.980974
Fludarabine,SLVL,5.820821
Foretinib,SLVL,0.743997
Fulvestrant,SLVL,3.40756
GDC0810,SLVL,4.93735
GNE-317,SLVL,1.189525
GSK-LSD1,SLVL,2.572939
GSK2110183B,SLVL,3.197385
GSK2578215A,SLVL,5.112907
GSK2606414,SLVL,4.63058
GSK2801,SLVL,3.282406
GSK2830371,SLVL,4.733864
GSK343,SLVL,2.71755
GSK591,SLVL,5.154274
Gallibiscoquinazole,SLVL,2.90462
Gefitinib,SLVL,3.598892
Gemcitabine,SLVL,-3.962888
I-BET-762,SLVL,1.964877
ICL-SIRT078,SLVL,2.987205
IWP-2,SLVL,2.234241
Ibrutinib,SLVL,5.21334
Ipatasertib,SLVL,4.318916
Irinotecan,SLVL,-0.257229
JNK Inhibitor VIII,SLVL,5.204042
JQ1,SLVL,-0.668097
KU-55933,SLVL,5.052658
L-Oxonoreleagnine,SLVL,3.713187
LCL161,SLVL,4.401615
LGK974,SLVL,3.860184
LJI308,SLVL,4.348161
LMP744,SLVL,-3.438447
LY2109761,SLVL,4.656628
Lapatinib,SLVL,4.585514
Leflunomide,SLVL,3.909678
Lenalidomide,SLVL,1.025092
Lestaurtinib,SLVL,-2.756371
Linsitinib,SLVL,5.052746
Luminespib,SLVL,-4.181161
MG-132,SLVL,-1.57138
MIM1,SLVL,4.835191
MIRA-1,SLVL,5.550834
MK-2206,SLVL,2.98876
MK-8776,SLVL,2.416382
ML323,SLVL,4.326994
MN-64,SLVL,3.505053
Mirin,SLVL,3.672467
Mitoxantrone,SLVL,-0.854073
Motesanib,SLVL,5.210374
Mycophenolic acid,SLVL,0.197227
N-acetyl cysteine,SLVL,10.280654
NVP-ADW742,SLVL,4.046403
Navitoclax,SLVL,-0.99968
Nelarabine,SLVL,5.887507
Nilotinib,SLVL,3.556507
Niraparib,SLVL,2.239341
Nutlin-3a (-),SLVL,1.727273
OF-1,SLVL,2.733599
OSI-027,SLVL,3.231875
Obatoclax Mesylate,SLVL,1.205011
Olaparib,SLVL,3.309831
Osimertinib,SLVL,2.366466
Oxaliplatin,SLVL,4.316079
P22077,SLVL,5.214057
PCI-34051,SLVL,2.84764
PD173074,SLVL,4.288839
PFI-1,SLVL,2.547032
PFI3,SLVL,3.846625
POMHEX,SLVL,0.065668
PRIMA-1MET,SLVL,3.563894
PRT062607,SLVL,1.495108
Paclitaxel,SLVL,-3.994414
Palbociclib,SLVL,4.426419
Pevonedistat,SLVL,0.516112
Pictilisib,SLVL,1.388906
Podophyllotoxin bromide,SLVL,-1.872917
Pyridostatin,SLVL,3.380068
RO-3306,SLVL,2.029265
RVX-208,SLVL,3.058163
Rapamycin,SLVL,-3.794944
Refametinib,SLVL,1.704398
Ribociclib,SLVL,3.7617
Romidepsin,SLVL,-6.269532
Rucaparib,SLVL,2.898236
Ruxolitinib,SLVL,3.502573
SB216763,SLVL,5.162211
SB590885,SLVL,4.343436
SCH772984,SLVL,1.477115
SGC-CBP30,SLVL,2.574496
SGC0946,SLVL,1.887105
SN-38,SLVL,-6.31264
Sabutoclax,SLVL,-0.917531
Savolitinib,SLVL,2.525027
Schweinfurthin A,SLVL,0.174322
Selumetinib,SLVL,2.337392
Sepantronium bromide,SLVL,-5.876912
Serdemetan,SLVL,2.000233
Sinularin,SLVL,3.594204
Sorafenib,SLVL,1.704261
Staurosporine,SLVL,-3.687181
TW 37,SLVL,0.658721
Talazoparib,SLVL,1.699781
Tamoxifen,SLVL,3.501105
Tanespimycin,SLVL,-1.6755
Taselisib,SLVL,0.754457
Telomerase Inhibitor IX,SLVL,-1.024459
Temozolomide,SLVL,2.910723
Temsirolimus,SLVL,0.174613
Teniposide,SLVL,-1.515253
Topotecan,SLVL,-2.121529
Trametinib,SLVL,-0.274937
UMI-77,SLVL,1.606687
UNC0379,SLVL,1.413512
UNC0638,SLVL,3.89768
Ulixertinib,SLVL,0.737832
Uprosertib,SLVL,2.799709
VE-822,SLVL,3.17963
VE821,SLVL,4.342242
VX-11e,SLVL,1.418876
Veliparib,SLVL,5.176206
Venetoclax,SLVL,0.218711
Vinblastine,SLVL,-5.917198
Vincristine,SLVL,-3.87097
Vismodegib,SLVL,5.05093
Vorinostat,SLVL,0.421924
WEHI-539,SLVL,2.436252
WIKI4,SLVL,3.552694
WZ4003,SLVL,4.110675
Wee1 Inhibitor,SLVL,0.478864
Wnt-C59,SLVL,3.404278
YK-4-279,SLVL,0.901375
ZM447439,SLVL,0.913097
Zoledronate,SLVL,3.604619
alpha-lipoic acid,SLVL,7.707263
glutathione,SLVL,9.246749
ABT737,SNB75,4.336232
AGI-5198,SNB75,4.559422
AGI-6780,SNB75,5.909503
AMG-319,SNB75,4.687533
AT13148,SNB75,3.458804
AZ6102,SNB75,3.676871
AZ960,SNB75,0.810905
AZD3759,SNB75,2.123077
AZD5363,SNB75,2.764781
AZD5582,SNB75,3.034026
AZD6482,SNB75,2.773226
AZD6738,SNB75,2.999911
AZD7762,SNB75,0.867214
AZD8186,SNB75,2.197167
Afatinib,SNB75,3.63132
Afuresertib,SNB75,2.417954
Alisertib,SNB75,2.130669
Alpelisib,SNB75,2.694607
Avagacestat,SNB75,3.434312
Axitinib,SNB75,4.716468
BI-2536,SNB75,0.117933
BIBR-1532,SNB75,5.888673
BMS-345541,SNB75,5.350205
BMS-536924,SNB75,2.505381
Bicalutamide,SNB75,4.996718
Bortezomib,SNB75,-4.731484
Bosutinib,SNB75,2.308867
CCT-018159,SNB75,5.34708
CCT007093,SNB75,4.511785
CHIR-99021,SNB75,6.236447
CZC24832,SNB75,5.832041
Camptothecin,SNB75,-1.922226
Cediranib,SNB75,1.911664
Crizotinib,SNB75,2.790887
Dabrafenib,SNB75,4.740111
Dactinomycin,SNB75,-5.028649
Dactolisib,SNB75,-2.31135
Dasatinib,SNB75,-0.27914
Dinaciclib,SNB75,-3.723964
Docetaxel,SNB75,-4.925924
Doramapimod,SNB75,5.240366
EHT-1864,SNB75,3.874545
EPZ004777,SNB75,5.91266
EPZ5676,SNB75,6.124732
Elesclomol,SNB75,-0.310156
Entinostat,SNB75,4.536882
Entospletinib,SNB75,2.47958
Epirubicin,SNB75,-0.727812
Erlotinib,SNB75,4.806191
Foretinib,SNB75,0.928348
Fulvestrant,SNB75,3.930609
GDC0810,SNB75,6.118267
GNE-317,SNB75,0.374718
GSK1904529A,SNB75,5.623852
GSK2578215A,SNB75,5.4249
GSK2606414,SNB75,4.66755
GSK343,SNB75,3.67408
GSK591,SNB75,5.240695
GW441756,SNB75,4.332436
Gefitinib,SNB75,3.766363
Gemcitabine,SNB75,-0.828589
I-BRD9,SNB75,5.996756
IOX2,SNB75,3.240715
IWP-2,SNB75,3.706604
Ibrutinib,SNB75,3.594374
Ipatasertib,SNB75,2.964085
Irinotecan,SNB75,2.892039
JNK Inhibitor VIII,SNB75,4.00736
JQ1,SNB75,3.566555
KRAS (G12C) Inhibitor-12,SNB75,5.352105
KU-55933,SNB75,5.71356
LCL161,SNB75,5.757207
LGK974,SNB75,6.219918
LJI308,SNB75,5.074605
LY2109761,SNB75,3.606371
Lapatinib,SNB75,4.747912
Leflunomide,SNB75,6.306171
Lenalidomide,SNB75,5.740581
Lestaurtinib,SNB75,1.623422
Linsitinib,SNB75,5.80785
Luminespib,SNB75,-2.063131
MG-132,SNB75,-1.473295
MIRA-1,SNB75,5.316347
MK-1775,SNB75,1.669585
MK-2206,SNB75,2.564594
ML323,SNB75,5.596246
MN-64,SNB75,5.004348
Methotrexate,SNB75,2.48284
Mirin,SNB75,4.888821
Motesanib,SNB75,6.174057
NVP-ADW742,SNB75,4.583005
Navitoclax,SNB75,3.752666
Nilotinib,SNB75,3.007978
Niraparib,SNB75,4.069492
Nutlin-3a (-),SNB75,4.757574
OF-1,SNB75,3.386437
OSI-027,SNB75,3.725425
OTX015,SNB75,2.931408
Olaparib,SNB75,4.354978
Osimertinib,SNB75,1.547359
P22077,SNB75,6.051877
PD0325901,SNB75,3.255677
PD173074,SNB75,3.001433
PF-4708671,SNB75,5.19807
PFI-1,SNB75,5.929972
PFI3,SNB75,6.236447
PLX-4720,SNB75,3.582587
PRIMA-1MET,SNB75,3.365504
PRT062607,SNB75,3.47395
Palbociclib,SNB75,4.729086
Pevonedistat,SNB75,3.311842
Picolinici-acid,SNB75,6.082256
Pictilisib,SNB75,0.722735
Pyridostatin,SNB75,3.055544
RO-3306,SNB75,3.440475
RVX-208,SNB75,5.067168
Rapamycin,SNB75,-2.882799
Ribociclib,SNB75,4.519757
Rucaparib,SNB75,3.788643
SB216763,SNB75,6.193921
SB505124,SNB75,5.334258
SB590885,SNB75,5.536652
SCH772984,SNB75,4.298754
SGC0946,SNB75,3.069904
SL0101,SNB75,4.59797
SN-38,SNB75,-2.786002
Sabutoclax,SNB75,0.925773
Sapitinib,SNB75,5.188139
Savolitinib,SNB75,3.775662
Selumetinib,SNB75,5.336511
Sepantronium bromide,SNB75,-2.987943
Serdemetan,SNB75,4.163537
Sorafenib,SNB75,3.19059
Staurosporine,SNB75,-2.675749
Talazoparib,SNB75,3.283915
Tamoxifen,SNB75,5.421588
Tanespimycin,SNB75,0.114721
Taselisib,SNB75,1.86662
Telomerase Inhibitor IX,SNB75,1.287942
Temozolomide,SNB75,5.706229
Temsirolimus,SNB75,-0.677945
Tozasertib,SNB75,4.720608
Trametinib,SNB75,1.388059
Tretinoin,SNB75,4.672833
Ulixertinib,SNB75,4.75114
Uprosertib,SNB75,3.476992
VE-822,SNB75,5.532532
VE821,SNB75,5.116076
VX-11e,SNB75,3.223247
Veliparib,SNB75,6.094531
Venetoclax,SNB75,4.451435
Vinorelbine,SNB75,-1.914721
Vismodegib,SNB75,5.250946
Vorinostat,SNB75,2.951264
WEHI-539,SNB75,4.469452
WIKI4,SNB75,4.119401
WZ4003,SNB75,6.215553
Wee1 Inhibitor,SNB75,2.673252
Wnt-C59,SNB75,5.599601
XAV939,SNB75,3.558667
YK-4-279,SNB75,2.675806
ZM447439,SNB75,2.278787
5-Fluorouracil,SNGM,4.611008
5-azacytidine,SNGM,1.934352
ABT737,SNGM,1.931595
AGI-5198,SNGM,4.998877
AGI-6780,SNGM,4.011826
AMG-319,SNGM,4.895656
AT13148,SNGM,1.976548
AZ6102,SNGM,1.178775
AZ960,SNGM,1.622469
AZD1332,SNGM,3.014868
AZD2014,SNGM,3.21625
AZD3759,SNGM,2.463607
AZD4547,SNGM,3.815972
AZD5153,SNGM,2.787146
AZD5363,SNGM,2.493661
AZD5438,SNGM,0.643038
AZD5582,SNGM,-2.596741
AZD5991,SNGM,4.230324
AZD6738,SNGM,0.163603
AZD8055,SNGM,1.528539
AZD8186,SNGM,4.60067
Acetalax,SNGM,4.154659
Afatinib,SNGM,1.741112
Afuresertib,SNGM,3.23225
Alisertib,SNGM,0.397618
Alpelisib,SNGM,3.775596
Avagacestat,SNGM,4.175894
Axitinib,SNGM,3.77126
BI-2536,SNGM,-3.658639
BMS-345541,SNGM,4.822206
BMS-536924,SNGM,2.566714
Bleomycin,SNGM,1.986445
Bleomycin (50 uM),SNGM,5.031859
Bortezomib,SNGM,-5.08163
Bosutinib,SNGM,3.079671
Bromosporine,SNGM,3.428864
Buparlisib,SNGM,1.522999
CCT007093,SNGM,5.034408
CPI-637,SNGM,3.932461
CZC24832,SNGM,4.968486
Carmustine,SNGM,5.76889
Cediranib,SNGM,1.720242
Cisplatin,SNGM,4.132795
Crizotinib,SNGM,2.093808
Cyclophosphamide,SNGM,4.45215
Cytarabine,SNGM,1.11722
Dabrafenib,SNGM,3.157201
Dacarbazine,SNGM,5.18943
Dactinomycin,SNGM,-2.434015
Dactolisib,SNGM,0.443947
Daporinad,SNGM,-5.264699
Dasatinib,SNGM,-1.287507
Dihydrorotenone,SNGM,1.55233
Dinaciclib,SNGM,-3.565192
Doramapimod,SNGM,3.663298
EHT-1864,SNGM,2.521642
EPZ004777,SNGM,5.577222
EPZ5676,SNGM,5.493231
Elephantin,SNGM,2.594436
Entinostat,SNGM,3.967569
Entospletinib,SNGM,3.865413
Epirubicin,SNGM,-1.697816
Erlotinib,SNGM,3.193419
Fludarabine,SNGM,5.804253
Foretinib,SNGM,1.506704
Fulvestrant,SNGM,4.092151
GDC0810,SNGM,4.183716
GNE-317,SNGM,1.172184
GSK-LSD1,SNGM,2.729088
GSK2110183B,SNGM,3.824558
GSK2578215A,SNGM,4.574117
GSK2606414,SNGM,3.150904
GSK2801,SNGM,5.14783
GSK2830371,SNGM,5.322098
GSK343,SNGM,3.544035
GSK591,SNGM,5.244328
Gallibiscoquinazole,SNGM,2.609799
Gefitinib,SNGM,3.61326
Gemcitabine,SNGM,0.055095
I-BET-762,SNGM,4.87327
ICL-SIRT078,SNGM,4.43694
IWP-2,SNGM,2.986717
Ibrutinib,SNGM,4.142932
Ipatasertib,SNGM,3.511088
Irinotecan,SNGM,3.802113
JNK Inhibitor VIII,SNGM,4.172449
JQ1,SNGM,4.01187
KU-55933,SNGM,4.897914
L-Oxonoreleagnine,SNGM,3.863422
LCL161,SNGM,4.639284
LGK974,SNGM,3.972327
LJI308,SNGM,3.87614
LMP744,SNGM,1.793447
LY2109761,SNGM,5.283689
Lapatinib,SNGM,3.863332
Leflunomide,SNGM,6.441605
Lenalidomide,SNGM,4.31695
Lestaurtinib,SNGM,0.661792
Linsitinib,SNGM,4.715617
Luminespib,SNGM,-2.09341
MG-132,SNGM,-1.628924
MIM1,SNGM,3.410778
MIRA-1,SNGM,5.392562
MK-2206,SNGM,3.626748
MK-8776,SNGM,2.205474
ML323,SNGM,4.829335
MN-64,SNGM,4.88129
Mirin,SNGM,4.924319
Mitoxantrone,SNGM,1.969345
Motesanib,SNGM,5.328358
Mycophenolic acid,SNGM,-0.355409
N-acetyl cysteine,SNGM,10.294007
NVP-ADW742,SNGM,4.869455
Navitoclax,SNGM,1.471957
Nelarabine,SNGM,5.746499
Nilotinib,SNGM,3.773271
