,drug,cell_line,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
870,BMS-345541,EKVX,LUAD,5.634617,BMS-345541,3.277956,1.320431,0.349748
871,BMS-536924,EKVX,LUAD,1.920805,BMS-536924,2.108959,1.381132,0.084621
872,BMS-754807,EKVX,LUAD,3.729686,BMS-754807,2.163231,1.99775,0.939776
873,Bortezomib,EKVX,LUAD,-2.624682,Bortezomib,-4.739097,1.068388,0.320612
874,Bosutinib,EKVX,LUAD,4.837976,Bosutinib,2.618644,1.532012,0.522382
875,Buparlisib,EKVX,LUAD,3.150341,Buparlisib,1.132283,0.942456,0.066935
876,CCT007093,EKVX,LUAD,6.993551,CCT007093,5.191327,0.862412,0.106306
877,CZC24832,EKVX,LUAD,6.52033,CZC24832,5.137594,0.949818,0.49869
878,Camptothecin,EKVX,LUAD,1.035429,Camptothecin,-2.257481,1.838996,1.007958
879,Cediranib,EKVX,LUAD,3.117877,Cediranib,2.271131,1.192376,0.359576
880,Crizotinib,EKVX,LUAD,6.909652,Crizotinib,2.560661,1.510603,0.520558
881,Cyclophosphamide,EKVX,LUAD,6.777357,Cyclophosphamide,5.25922,0.888712,0.513621
882,Dactinomycin,EKVX,LUAD,-1.895872,Dactinomycin,-3.772788,1.88294,0.618662
883,Dactolisib,EKVX,LUAD,-1.581812,Dactolisib,-1.510724,1.429786,-0.274859
884,Dasatinib,EKVX,LUAD,2.916155,Dasatinib,1.287237,2.324073,-0.347749
885,Dinaciclib,EKVX,LUAD,-1.800525,Dinaciclib,-2.654463,1.473357,0.100148
886,Docetaxel,EKVX,LUAD,0.853241,Docetaxel,-3.417161,2.548602,0.47067
887,Doramapimod,EKVX,LUAD,5.994331,Doramapimod,4.93907,1.188278,0.600624
888,EHT-1864,EKVX,LUAD,3.35776,EHT-1864,3.678237,0.983429,0.297264
889,EPZ004777,EKVX,LUAD,6.660938,EPZ004777,5.153416,0.977035,0.750944
890,EPZ5676,EKVX,LUAD,7.304148,EPZ5676,5.542946,1.028703,1.014166
891,Entinostat,EKVX,LUAD,4.898786,Entinostat,2.030317,1.637052,0.319555
892,Entospletinib,EKVX,LUAD,5.135713,Entospletinib,3.672838,1.222475,0.070464
893,Epirubicin,EKVX,LUAD,0.874931,Epirubicin,-0.852455,1.690941,0.714885
894,Erlotinib,EKVX,LUAD,1.720419,Erlotinib,2.979885,1.448855,-0.163014
895,Fulvestrant,EKVX,LUAD,4.604676,Fulvestrant,3.730929,1.263247,0.214333
896,GDC0810,EKVX,LUAD,7.656902,GDC0810,5.087362,0.94553,0.156838
897,GNE-317,EKVX,LUAD,0.728258,GNE-317,0.681846,1.302066,0.192363
898,GSK1904529A,EKVX,LUAD,5.906422,GSK1904529A,4.348623,1.104047,0.14011
899,GSK2578215A,EKVX,LUAD,5.567204,GSK2578215A,4.933854,0.966128,0.386651
900,GSK2606414,EKVX,LUAD,4.805422,GSK2606414,3.785602,1.215971,0.206619
901,GSK343,EKVX,LUAD,4.892913,GSK343,3.602119,1.367117,0.571757
902,GW441756,EKVX,LUAD,4.928902,GW441756,3.441226,0.92854,0.071074
903,Gefitinib,EKVX,LUAD,2.742369,Gefitinib,3.147493,1.212598,0.418225
904,Gemcitabine,EKVX,LUAD,3.900449,Gemcitabine,-0.766782,3.010521,1.316813
905,I-BET-762,EKVX,LUAD,5.189575,I-BET-762,3.178213,1.581827,0.289206
906,I-BRD9,EKVX,LUAD,6.199915,I-BRD9,4.358221,1.274025,0.403353
907,IWP-2,EKVX,LUAD,4.247755,IWP-2,2.870543,0.89695,0.133721
908,Ibrutinib,EKVX,LUAD,2.433876,Ibrutinib,4.055961,1.812726,0.560753
909,Ipatasertib,EKVX,LUAD,5.221461,Ipatasertib,3.403906,1.455375,-0.196261
910,Irinotecan,EKVX,LUAD,6.211456,Irinotecan,2.49049,1.934295,1.371497
911,JNK Inhibitor VIII,EKVX,LUAD,5.731645,JNK Inhibitor VIII,5.096918,0.961142,0.364843
912,JQ1,EKVX,LUAD,3.585674,JQ1,2.025591,1.952515,0.660235
913,KRAS (G12C) Inhibitor-12,EKVX,LUAD,6.034443,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.441593
914,KU-55933,EKVX,LUAD,7.01833,KU-55933,5.04103,1.126742,0.453537
915,LCL161,EKVX,LUAD,7.308719,LCL161,4.766877,1.238491,0.344852
916,LGK974,EKVX,LUAD,4.927386,LGK974,4.238238,1.107629,-0.021564
917,LY2109761,EKVX,LUAD,6.428688,LY2109761,5.00674,1.042965,0.816569
918,Lapatinib,EKVX,LUAD,2.011214,Lapatinib,3.219614,1.583425,-0.169045
919,Leflunomide,EKVX,LUAD,5.055721,Leflunomide,5.037278,0.913415,0.198495
920,Lenalidomide,EKVX,LUAD,7.154397,Lenalidomide,5.236581,1.07135,0.397607
921,Lestaurtinib,EKVX,LUAD,2.571961,Lestaurtinib,-0.014942,1.617099,0.927178
922,Linsitinib,EKVX,LUAD,4.941322,Linsitinib,3.964537,1.322202,0.240408
923,Luminespib,EKVX,LUAD,0.133692,Luminespib,-2.12391,1.817546,0.267616
924,MG-132,EKVX,LUAD,-1.167539,MG-132,-1.2843,0.72251,0.333806
925,MIRA-1,EKVX,LUAD,6.867445,MIRA-1,5.237632,1.234442,0.487785
926,MK-1775,EKVX,LUAD,4.687274,MK-1775,0.636509,1.419839,0.668248
927,MK-2206,EKVX,LUAD,4.114742,MK-2206,2.725214,1.48772,-0.022531
928,ML323,EKVX,LUAD,4.125091,ML323,4.536112,1.055599,0.059956
929,MN-64,EKVX,LUAD,5.131375,MN-64,4.673443,1.036058,0.343835
930,Mirin,EKVX,LUAD,6.257584,Mirin,4.782781,1.183568,0.475711
931,Motesanib,EKVX,LUAD,7.125942,Motesanib,5.481288,1.133491,0.35569
932,NU7441,EKVX,LUAD,3.568632,NU7441,3.132711,1.343787,0.245901
933,NVP-ADW742,EKVX,LUAD,5.836703,NVP-ADW742,2.882258,1.472598,0.365497
934,Navitoclax,EKVX,LUAD,4.313946,Navitoclax,1.776309,2.029373,0.534634
935,Nilotinib,EKVX,LUAD,5.547136,Nilotinib,3.364192,1.706385,0.075167
936,Niraparib,EKVX,LUAD,6.482257,Niraparib,4.113814,1.516015,0.691223
937,Nutlin-3a (-),EKVX,LUAD,6.272183,Nutlin-3a (-),4.421065,1.79125,0.721131
938,OF-1,EKVX,LUAD,2.964786,OF-1,4.121389,1.170053,0.184499
939,OSI-027,EKVX,LUAD,2.986808,OSI-027,2.584887,1.493868,0.046753
940,OTX015,EKVX,LUAD,4.541015,OTX015,2.300635,1.867904,0.270717
941,Olaparib,EKVX,LUAD,7.3546,Olaparib,4.229661,1.301754,0.702356
942,Osimertinib,EKVX,LUAD,1.162483,Osimertinib,1.653115,1.279752,0.109759
943,Oxaliplatin,EKVX,LUAD,7.643888,Oxaliplatin,4.289635,1.783409,0.696601
944,P22077,EKVX,LUAD,6.942884,P22077,4.40732,1.512212,0.450609
945,PCI-34051,EKVX,LUAD,6.225293,PCI-34051,4.396021,1.286151,0.233211
946,PD173074,EKVX,LUAD,5.243813,PD173074,3.763295,1.405445,0.54662
947,PFI-1,EKVX,LUAD,6.478392,PFI-1,4.054494,1.126123,0.162309
948,PFI3,EKVX,LUAD,7.173972,PFI3,5.397184,0.841197,0.410307
949,PLX-4720,EKVX,LUAD,5.309123,PLX-4720,4.213301,1.475022,-0.171143
950,PRIMA-1MET,EKVX,LUAD,7.225671,PRIMA-1MET,4.41929,1.802017,0.565103
951,PRT062607,EKVX,LUAD,5.910175,PRT062607,3.172207,1.396623,0.215066
952,Paclitaxel,EKVX,LUAD,-0.095567,Paclitaxel,-2.855697,2.01671,0.746716
953,Palbociclib,EKVX,LUAD,5.783042,Palbociclib,3.471142,1.587659,0.723645
954,Pevonedistat,EKVX,LUAD,6.30362,Pevonedistat,0.871473,2.147707,0.644951
955,Picolinici-acid,EKVX,LUAD,7.255022,Picolinici-acid,5.268822,0.806529,0.232877
956,Pictilisib,EKVX,LUAD,2.630865,Pictilisib,1.220241,1.263352,-0.334543
957,RO-3306,EKVX,LUAD,5.681686,RO-3306,3.507804,1.618155,0.248207
958,RVX-208,EKVX,LUAD,5.973704,RVX-208,4.738824,1.076382,0.393503
959,Ribociclib,EKVX,LUAD,5.594614,Ribociclib,3.658547,1.223182,0.820245
960,Rucaparib,EKVX,LUAD,5.199639,Rucaparib,3.987035,1.062433,0.602981
961,Ruxolitinib,EKVX,LUAD,4.923353,Ruxolitinib,4.797735,1.162398,0.488702
962,SB216763,EKVX,LUAD,6.10446,SB216763,5.18065,1.038908,0.404331
963,SB590885,EKVX,LUAD,6.956705,SB590885,4.342276,1.355433,0.581916
964,SGC0946,EKVX,LUAD,3.5524,SGC0946,2.104319,0.798566,0.399844
965,SN-38,EKVX,LUAD,1.714642,SN-38,-2.169489,3.597159,1.225476
966,Sabutoclax,EKVX,LUAD,0.422776,Sabutoclax,-0.348779,1.269565,0.613253
967,Sapitinib,EKVX,LUAD,2.09794,Sapitinib,3.736865,1.78758,0.065593
968,Savolitinib,EKVX,LUAD,4.865915,Savolitinib,2.740489,1.190454,0.080589
969,Sepantronium bromide,EKVX,LUAD,-6.961971,Sepantronium bromide,-4.169654,1.627967,-0.031252
970,Serdemetan,EKVX,LUAD,5.974667,Serdemetan,3.750761,1.276441,0.694855
971,Sorafenib,EKVX,LUAD,3.157525,Sorafenib,2.545221,1.215386,0.146244
972,Staurosporine,EKVX,LUAD,-2.484117,Staurosporine,-2.794054,1.384635,0.15344
973,Talazoparib,EKVX,LUAD,4.419597,Talazoparib,2.767285,2.214847,0.889941
974,Tamoxifen,EKVX,LUAD,6.855883,Tamoxifen,3.976104,1.224334,0.110048
975,Tanespimycin,EKVX,LUAD,1.999424,Tanespimycin,-0.081091,1.587668,0.326661
976,Taselisib,EKVX,LUAD,2.725198,Taselisib,1.767096,1.694162,0.047407
977,Telomerase Inhibitor IX,EKVX,LUAD,1.008409,Telomerase Inhibitor IX,0.654709,1.233162,0.699399
978,Temozolomide,EKVX,LUAD,6.945658,Temozolomide,6.264369,1.303074,0.896218
979,Temsirolimus,EKVX,LUAD,0.426465,Temsirolimus,1.039094,1.694959,0.068028
980,Ulixertinib,EKVX,LUAD,3.81253,Ulixertinib,2.547238,1.503594,0.34379
981,Uprosertib,EKVX,LUAD,6.259259,Uprosertib,2.863995,1.707317,-0.273842
982,VE-822,EKVX,LUAD,6.448961,VE-822,3.131455,1.791876,0.531477
983,Veliparib,EKVX,LUAD,7.123438,Veliparib,5.263978,0.912873,0.559473
984,Venetoclax,EKVX,LUAD,3.65468,Venetoclax,2.374326,2.075205,0.392915
985,Vismodegib,EKVX,LUAD,5.024376,Vismodegib,4.949888,0.982005,0.536898
986,Vorinostat,EKVX,LUAD,3.852384,Vorinostat,1.487515,1.090544,0.756028
987,WEHI-539,EKVX,LUAD,6.530483,WEHI-539,3.678485,1.717039,0.34001
988,WIKI4,EKVX,LUAD,3.715731,WIKI4,3.734385,0.961632,0.352111
989,WZ4003,EKVX,LUAD,5.912366,WZ4003,4.157618,1.375173,0.297213
990,Wnt-C59,EKVX,LUAD,4.505418,Wnt-C59,4.338048,1.095405,0.115981
991,XAV939,EKVX,LUAD,4.670513,XAV939,4.28841,0.991368,0.101434
992,YK-4-279,EKVX,LUAD,6.103949,YK-4-279,2.247231,1.651518,0.547637
993,ZM447439,EKVX,LUAD,4.180794,ZM447439,2.576872,1.70601,0.41728
994,5-Fluorouracil,NCIH1963,SCLC,4.743407,5-Fluorouracil,4.392229,1.71976,0.22645
995,ABT737,NCIH1963,SCLC,-3.53401,ABT737,1.875342,2.053694,-0.782434
996,AGI-5198,NCIH1963,SCLC,4.825264,AGI-5198,4.704103,0.907583,-0.228614
997,AGI-6780,NCIH1963,SCLC,1.947016,AGI-6780,4.344912,1.086023,-0.034755
998,AGK2,NCIH1963,SCLC,4.00925,AGK2,3.26451,0.926755,-0.014696
999,AZ960,NCIH1963,SCLC,0.381402,AZ960,1.895669,1.724101,-0.080473
1000,AZD3759,NCIH1963,SCLC,2.744481,AZD3759,2.512182,1.084536,0.359023
1001,AZD4547,NCIH1963,SCLC,2.099782,AZD4547,3.088286,1.600252,0.188382
1002,AZD5363,NCIH1963,SCLC,4.609451,AZD5363,2.84782,1.441898,-0.222378
1003,AZD5582,NCIH1963,SCLC,1.783644,AZD5582,2.157595,2.342092,0.153965
1004,AZD6738,NCIH1963,SCLC,1.951369,AZD6738,2.057259,1.461663,-0.015561
1005,AZD7762,NCIH1963,SCLC,-0.118504,AZD7762,0.164435,1.542725,-0.083537
1006,AZD8186,NCIH1963,SCLC,4.474092,AZD8186,3.134757,1.404232,0.320039
1007,Afatinib,NCIH1963,SCLC,1.406726,Afatinib,1.594663,1.481016,0.365234
1008,Afuresertib,NCIH1963,SCLC,3.532282,Afuresertib,2.40255,1.471751,-0.358508
1009,Alpelisib,NCIH1963,SCLC,4.201898,Alpelisib,3.451086,1.407226,0.120185
1010,Avagacestat,NCIH1963,SCLC,3.978956,Avagacestat,4.759122,1.072116,0.142201
1011,Axitinib,NCIH1963,SCLC,0.794604,Axitinib,2.903591,1.677112,-0.745725
1012,BMS-345541,NCIH1963,SCLC,2.671328,BMS-345541,3.277956,1.320431,-0.321245
1013,BMS-536924,NCIH1963,SCLC,1.984544,BMS-536924,2.108959,1.381132,0.71748
1014,BMS-754807,NCIH1963,SCLC,-0.033344,BMS-754807,2.163231,1.99775,-0.678553
1015,Bortezomib,NCIH1963,SCLC,-5.102645,Bortezomib,-4.739097,1.068388,0.105403
1016,Bosutinib,NCIH1963,SCLC,2.854209,Bosutinib,2.618644,1.532012,0.449696
1017,Buparlisib,NCIH1963,SCLC,1.075077,Buparlisib,1.132283,0.942456,0.111978
1018,CCT007093,NCIH1963,SCLC,5.080772,CCT007093,5.191327,0.862412,-0.40141
1019,CZC24832,NCIH1963,SCLC,4.485864,CZC24832,5.137594,0.949818,0.194359
1020,Camptothecin,NCIH1963,SCLC,-3.298337,Camptothecin,-2.257481,1.838996,-0.19687
1021,Cediranib,NCIH1963,SCLC,1.759478,Cediranib,2.271131,1.192376,0.369712
1022,Crizotinib,NCIH1963,SCLC,1.561486,Crizotinib,2.560661,1.510603,-0.467456
1023,Cyclophosphamide,NCIH1963,SCLC,3.209738,Cyclophosphamide,5.25922,0.888712,-0.268429
1024,Dactinomycin,NCIH1963,SCLC,-3.699174,Dactinomycin,-3.772788,1.88294,0.243841
1025,Dactolisib,NCIH1963,SCLC,0.294068,Dactolisib,-1.510724,1.429786,0.304806
1026,Dasatinib,NCIH1963,SCLC,3.046486,Dasatinib,1.287237,2.324073,0.969275
1027,Dinaciclib,NCIH1963,SCLC,-2.973722,Dinaciclib,-2.654463,1.473357,0.0833
1028,Docetaxel,NCIH1963,SCLC,-4.879798,Docetaxel,-3.417161,2.548602,-0.241545
1029,Doramapimod,NCIH1963,SCLC,4.492463,Doramapimod,4.93907,1.188278,-0.05149
1030,EHT-1864,NCIH1963,SCLC,2.271456,EHT-1864,3.678237,0.983429,-0.211829
1031,EPZ004777,NCIH1963,SCLC,5.109377,EPZ004777,5.153416,0.977035,0.028937
1032,EPZ5676,NCIH1963,SCLC,5.337031,EPZ5676,5.542946,1.028703,0.106069
1033,Entinostat,NCIH1963,SCLC,0.876109,Entinostat,2.030317,1.637052,-1.237172
1034,Entospletinib,NCIH1963,SCLC,5.249451,Entospletinib,3.672838,1.222475,0.725304
1035,Epirubicin,NCIH1963,SCLC,0.251492,Epirubicin,-0.852455,1.690941,-0.050314
1036,Erlotinib,NCIH1963,SCLC,2.415133,Erlotinib,2.979885,1.448855,0.580732
1037,Fulvestrant,NCIH1963,SCLC,2.083202,Fulvestrant,3.730929,1.263247,-0.337189
1038,GDC0810,NCIH1963,SCLC,3.951397,GDC0810,5.087362,0.94553,-0.102446
1039,GNE-317,NCIH1963,SCLC,2.149748,GNE-317,0.681846,1.302066,0.540396
1040,GSK1904529A,NCIH1963,SCLC,2.647411,GSK1904529A,4.348623,1.104047,0.247274
1041,GSK2578215A,NCIH1963,SCLC,3.88434,GSK2578215A,4.933854,0.966128,0.063744
1042,GSK2606414,NCIH1963,SCLC,3.818741,GSK2606414,3.785602,1.215971,0.149809
1043,GSK343,NCIH1963,SCLC,2.909227,GSK343,3.602119,1.367117,0.099735
1044,GW441756,NCIH1963,SCLC,2.219159,GW441756,3.441226,0.92854,0.003682
1045,Gefitinib,NCIH1963,SCLC,2.74237,Gefitinib,3.147493,1.212598,0.523683
1046,Gemcitabine,NCIH1963,SCLC,-2.059215,Gemcitabine,-0.766782,3.010521,0.26523
1047,I-BET-762,NCIH1963,SCLC,3.813051,I-BET-762,3.178213,1.581827,0.295392
1048,I-BRD9,NCIH1963,SCLC,3.04634,I-BRD9,4.358221,1.274025,0.199802
1049,IWP-2,NCIH1963,SCLC,1.837569,IWP-2,2.870543,0.89695,-0.431082
1050,Ibrutinib,NCIH1963,SCLC,2.323098,Ibrutinib,4.055961,1.812726,0.576915
1051,Ipatasertib,NCIH1963,SCLC,4.348813,Ipatasertib,3.403906,1.455375,-0.566999
1052,Irinotecan,NCIH1963,SCLC,2.47236,Irinotecan,2.49049,1.934295,-0.376345
1053,JNK Inhibitor VIII,NCIH1963,SCLC,5.180777,JNK Inhibitor VIII,5.096918,0.961142,-0.104043
1054,JQ1,NCIH1963,SCLC,1.164763,JQ1,2.025591,1.952515,0.046684
1055,KRAS (G12C) Inhibitor-12,NCIH1963,SCLC,1.423314,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.216543
1056,KU-55933,NCIH1963,SCLC,4.117588,KU-55933,5.04103,1.126742,-0.086228
1057,LCL161,NCIH1963,SCLC,5.196385,LCL161,4.766877,1.238491,-0.04846
1058,LGK974,NCIH1963,SCLC,2.712382,LGK974,4.238238,1.107629,0.170192
1059,LY2109761,NCIH1963,SCLC,4.159941,LY2109761,5.00674,1.042965,0.149698
1060,Lapatinib,NCIH1963,SCLC,2.364759,Lapatinib,3.219614,1.583425,0.613464
1061,Leflunomide,NCIH1963,SCLC,5.231254,Leflunomide,5.037278,0.913415,0.048613
1062,Lenalidomide,NCIH1963,SCLC,5.357789,Lenalidomide,5.236581,1.07135,-0.277168
1063,Lestaurtinib,NCIH1963,SCLC,-1.450103,Lestaurtinib,-0.014942,1.617099,0.083648
1064,Linsitinib,NCIH1963,SCLC,3.09069,Linsitinib,3.964537,1.322202,-0.343997
1065,Luminespib,NCIH1963,SCLC,-3.29762,Luminespib,-2.12391,1.817546,0.472424
1066,MG-132,NCIH1963,SCLC,-1.004889,MG-132,-1.2843,0.72251,0.183304
1067,MIRA-1,NCIH1963,SCLC,5.389727,MIRA-1,5.237632,1.234442,-0.268382
1068,MK-1775,NCIH1963,SCLC,-0.339999,MK-1775,0.636509,1.419839,-0.25139
1069,MK-2206,NCIH1963,SCLC,3.53619,MK-2206,2.725214,1.48772,-0.110224
1070,ML323,NCIH1963,SCLC,2.672414,ML323,4.536112,1.055599,0.289845
1071,MN-64,NCIH1963,SCLC,2.865933,MN-64,4.673443,1.036058,0.24628
1072,Mirin,NCIH1963,SCLC,6.590345,Mirin,4.782781,1.183568,-0.259596
1073,Motesanib,NCIH1963,SCLC,4.698238,Motesanib,5.481288,1.133491,-0.063134
1074,NU7441,NCIH1963,SCLC,3.933047,NU7441,3.132711,1.343787,0.102987
1075,NVP-ADW742,NCIH1963,SCLC,2.233261,NVP-ADW742,2.882258,1.472598,-0.192458
1076,Navitoclax,NCIH1963,SCLC,-3.076101,Navitoclax,1.776309,2.029373,-0.907196
1077,Nilotinib,NCIH1963,SCLC,3.174187,Nilotinib,3.364192,1.706385,0.151441
1078,Niraparib,NCIH1963,SCLC,3.506262,Niraparib,4.113814,1.516015,-0.463323
1079,Nutlin-3a (-),NCIH1963,SCLC,4.620889,Nutlin-3a (-),4.421065,1.79125,0.387672
1080,OF-1,NCIH1963,SCLC,2.096812,OF-1,4.121389,1.170053,0.002493
1081,OSI-027,NCIH1963,SCLC,4.337546,OSI-027,2.584887,1.493868,0.357705
1082,OTX015,NCIH1963,SCLC,5.050228,OTX015,2.300635,1.867904,0.57523
1083,Olaparib,NCIH1963,SCLC,3.541626,Olaparib,4.229661,1.301754,-0.350458
1084,Osimertinib,NCIH1963,SCLC,1.000403,Osimertinib,1.653115,1.279752,0.146396
1085,Oxaliplatin,NCIH1963,SCLC,3.678872,Oxaliplatin,4.289635,1.783409,-0.636703
1086,P22077,NCIH1963,SCLC,2.810209,P22077,4.40732,1.512212,-0.332452
1087,PCI-34051,NCIH1963,SCLC,3.869942,PCI-34051,4.396021,1.286151,-0.218446
1088,PD173074,NCIH1963,SCLC,3.937928,PD173074,3.763295,1.405445,0.464915
1089,PFI-1,NCIH1963,SCLC,3.142578,PFI-1,4.054494,1.126123,0.163583
1090,PFI3,NCIH1963,SCLC,5.249993,PFI3,5.397184,0.841197,-0.063555
1091,PLX-4720,NCIH1963,SCLC,4.956964,PLX-4720,4.213301,1.475022,0.170329
1092,PRIMA-1MET,NCIH1963,SCLC,3.071075,PRIMA-1MET,4.41929,1.802017,-0.545492
1093,PRT062607,NCIH1963,SCLC,4.44673,PRT062607,3.172207,1.396623,0.453221
1094,Paclitaxel,NCIH1963,SCLC,-3.832206,Paclitaxel,-2.855697,2.01671,-0.083745
1095,Palbociclib,NCIH1963,SCLC,4.180942,Palbociclib,3.471142,1.587659,0.462134
1096,Pevonedistat,NCIH1963,SCLC,-3.098671,Pevonedistat,0.871473,2.147707,0.129639
1097,Picolinici-acid,NCIH1963,SCLC,4.794951,Picolinici-acid,5.268822,0.806529,-0.326767
1098,Pictilisib,NCIH1963,SCLC,2.938834,Pictilisib,1.220241,1.263352,0.513281
1099,RO-3306,NCIH1963,SCLC,2.194586,RO-3306,3.507804,1.618155,-0.446529
1100,RVX-208,NCIH1963,SCLC,5.127401,RVX-208,4.738824,1.076382,0.087047
1101,Ribociclib,NCIH1963,SCLC,3.66775,Ribociclib,3.658547,1.223182,0.403606
1102,Rucaparib,NCIH1963,SCLC,3.578198,Rucaparib,3.987035,1.062433,-0.216466
1103,Ruxolitinib,NCIH1963,SCLC,3.573226,Ruxolitinib,4.797735,1.162398,0.119941
1104,SB216763,NCIH1963,SCLC,4.952986,SB216763,5.18065,1.038908,-0.1111
1105,SB590885,NCIH1963,SCLC,4.521328,SB590885,4.342276,1.355433,0.272669
1106,SGC0946,NCIH1963,SCLC,2.170814,SGC0946,2.104319,0.798566,0.229761
1107,SN-38,NCIH1963,SCLC,-4.604099,SN-38,-2.169489,3.597159,-0.614693
1108,Sabutoclax,NCIH1963,SCLC,-1.793487,Sabutoclax,-0.348779,1.269565,0.039991
1109,Sapitinib,NCIH1963,SCLC,4.513457,Sapitinib,3.736865,1.78758,0.849126
1110,Savolitinib,NCIH1963,SCLC,1.971505,Savolitinib,2.740489,1.190454,-0.154419
1111,Sepantronium bromide,NCIH1963,SCLC,-4.865703,Sepantronium bromide,-4.169654,1.627967,-0.441919
1112,Serdemetan,NCIH1963,SCLC,3.056209,Serdemetan,3.750761,1.276441,0.28963
1113,Sorafenib,NCIH1963,SCLC,1.077468,Sorafenib,2.545221,1.215386,-0.22651
1114,Staurosporine,NCIH1963,SCLC,-1.752548,Staurosporine,-2.794054,1.384635,0.614315
1115,Talazoparib,NCIH1963,SCLC,3.404999,Talazoparib,2.767285,2.214847,-0.67017
1116,Tamoxifen,NCIH1963,SCLC,2.649422,Tamoxifen,3.976104,1.224334,0.036747
1117,Tanespimycin,NCIH1963,SCLC,-0.150311,Tanespimycin,-0.081091,1.587668,1.209407
1118,Taselisib,NCIH1963,SCLC,3.278449,Taselisib,1.767096,1.694162,0.696212
1119,Telomerase Inhibitor IX,NCIH1963,SCLC,-1.604189,Telomerase Inhibitor IX,0.654709,1.233162,-0.164429
1120,Temozolomide,NCIH1963,SCLC,5.835663,Temozolomide,6.264369,1.303074,0.030723
1121,Temsirolimus,NCIH1963,SCLC,2.138542,Temsirolimus,1.039094,1.694959,0.540202
1122,Ulixertinib,NCIH1963,SCLC,3.043402,Ulixertinib,2.547238,1.503594,0.751278
1123,Uprosertib,NCIH1963,SCLC,4.201295,Uprosertib,2.863995,1.707317,-0.331804
1124,VE-822,NCIH1963,SCLC,3.699082,VE-822,3.131455,1.791876,0.301083
1125,Veliparib,NCIH1963,SCLC,4.307682,Veliparib,5.263978,0.912873,-0.187665
1126,Venetoclax,NCIH1963,SCLC,-3.214138,Venetoclax,2.374326,2.075205,-0.028491
1127,Vismodegib,NCIH1963,SCLC,4.862808,Vismodegib,4.949888,0.982005,-0.118492
1128,Vorinostat,NCIH1963,SCLC,0.064386,Vorinostat,1.487515,1.090544,-0.351611
1129,WEHI-539,NCIH1963,SCLC,-1.506392,WEHI-539,3.678485,1.717039,-0.912727
1130,WIKI4,NCIH1963,SCLC,2.416891,WIKI4,3.734385,0.961632,0.243021
1131,WZ4003,NCIH1963,SCLC,4.820798,WZ4003,4.157618,1.375173,0.489125
1132,Wnt-C59,NCIH1963,SCLC,1.738098,Wnt-C59,4.338048,1.095405,0.031396
1133,XAV939,NCIH1963,SCLC,4.831257,XAV939,4.28841,0.991368,0.389904
1134,YK-4-279,NCIH1963,SCLC,1.946954,YK-4-279,2.247231,1.651518,-0.481387
1135,ZM447439,NCIH1963,SCLC,-0.234532,ZM447439,2.576872,1.70601,-0.263132
1136,5-Fluorouracil,NCIH526,SCLC,2.199228,5-Fluorouracil,4.392229,1.71976,-0.456176
1137,ABT737,NCIH526,SCLC,-2.545526,ABT737,1.875342,2.053694,-1.067349
1138,AGI-5198,NCIH526,SCLC,4.834197,AGI-5198,4.704103,0.907583,-0.619671
1139,AGI-6780,NCIH526,SCLC,2.071847,AGI-6780,4.344912,1.086023,-0.314648
1140,AGK2,NCIH526,SCLC,3.765725,AGK2,3.26451,0.926755,-0.216219
1141,AZ960,NCIH526,SCLC,-0.116924,AZ960,1.895669,1.724101,-0.602432
1142,AZD3759,NCIH526,SCLC,2.817461,AZD3759,2.512182,1.084536,0.03513
1143,AZD4547,NCIH526,SCLC,3.127968,AZD4547,3.088286,1.600252,-0.496341
1144,AZD5363,NCIH526,SCLC,3.720848,AZD5363,2.84782,1.441898,0.135561
1145,AZD5582,NCIH526,SCLC,1.752615,AZD5582,2.157595,2.342092,0.191276
1146,AZD6738,NCIH526,SCLC,4.758818,AZD6738,2.057259,1.461663,-0.510381
1147,AZD7762,NCIH526,SCLC,0.919555,AZD7762,0.164435,1.542725,-0.154423
1148,AZD8186,NCIH526,SCLC,3.632845,AZD8186,3.134757,1.404232,0.093425
1149,Afatinib,NCIH526,SCLC,1.592269,Afatinib,1.594663,1.481016,0.15073
1150,Afuresertib,NCIH526,SCLC,2.957972,Afuresertib,2.40255,1.471751,-0.079655
1151,Alpelisib,NCIH526,SCLC,3.83775,Alpelisib,3.451086,1.407226,0.159563
1152,Avagacestat,NCIH526,SCLC,4.450674,Avagacestat,4.759122,1.072116,-0.080312
1153,Axitinib,NCIH526,SCLC,0.818767,Axitinib,2.903591,1.677112,-0.889151
1154,BMS-345541,NCIH526,SCLC,2.212395,BMS-345541,3.277956,1.320431,-0.678755
1155,BMS-536924,NCIH526,SCLC,2.674545,BMS-536924,2.108959,1.381132,0.209776
1156,BMS-754807,NCIH526,SCLC,0.187923,BMS-754807,2.163231,1.99775,-0.915874
1157,Bortezomib,NCIH526,SCLC,-4.421346,Bortezomib,-4.739097,1.068388,-0.052327
1158,Bosutinib,NCIH526,SCLC,2.681641,Bosutinib,2.618644,1.532012,0.051479
1159,Buparlisib,NCIH526,SCLC,0.987368,Buparlisib,1.132283,0.942456,-0.132257
1160,CCT007093,NCIH526,SCLC,4.585229,CCT007093,5.191327,0.862412,-0.825353
