,cell_line,drug,IC50,prediction,OncotreeCode,pca_1,pca_2,pca_1>0.002
943,NCIH1299,NU7441,3.521643,3.449384,LCLC,-0.000342,-0.000588,0
944,NCIH1299,NVP-ADW742,4.314051,3.060195,LCLC,-0.000189,-0.000797,0
945,NCIH1299,Navitoclax,4.15693,2.764237,LCLC,0.004909,-0.000132,1
946,NCIH1299,Nilotinib,4.99891,3.761154,LCLC,0.00051,-0.000619,0
947,NCIH1299,Niraparib,4.856973,4.637407,LCLC,-0.000474,-0.000154,0
948,NCIH1299,Nutlin-3a (-),5.276151,5.651486,LCLC,0.00036,-0.000657,0
949,NCIH1299,OF-1,4.058891,4.658306,LCLC,-0.000735,-0.000555,0
950,NCIH1299,OSI-027,1.478582,3.126451,LCLC,-0.0003,-0.000622,0
951,NCIH1299,OTX015,1.086611,2.502441,LCLC,-0.000263,-0.00089,0
952,NCIH1299,Olaparib,5.599367,4.452664,LCLC,-0.000192,-0.00079,0
953,NCIH1299,Osimertinib,3.832455,2.251265,LCLC,0.000074,-0.000668,0
954,NCIH1299,Oxaliplatin,3.96625,4.933762,LCLC,-0.000645,0.000045,0
955,NCIH1299,P22077,5.889721,4.865644,LCLC,-0.00038,-0.000404,0
956,NCIH1299,PCI-34051,4.2422,4.850463,LCLC,-0.000553,-0.000229,0
957,NCIH1299,PD0325901,1.033009,0.856339,LCLC,-0.000464,-0.00036,0
958,NCIH1299,PD173074,4.027859,4.499624,LCLC,0.000013,-0.000566,0
959,NCIH1299,PFI-1,3.485345,4.143933,LCLC,-0.000573,-0.000483,0
960,NCIH1299,PFI3,5.409631,5.490832,LCLC,-0.000484,-0.000191,0
961,NCIH1299,PLX-4720,5.051263,4.730977,LCLC,-0.000751,-0.00035,0
962,NCIH1299,PRIMA-1MET,5.45265,4.391226,LCLC,-0.000518,0.000141,0
963,NCIH1299,PRT062607,2.852697,3.431846,LCLC,-0.000562,-0.000435,0
964,NCIH1299,Paclitaxel,-2.020618,-3.410423,LCLC,0.004488,-0.000261,1
965,NCIH1299,Palbociclib,2.902014,4.125218,LCLC,-0.000395,-0.000735,0
966,NCIH1299,Pevonedistat,-0.415934,0.0245,LCLC,-0.00045,-0.000683,0
967,NCIH1299,Picolinici-acid,5.679665,5.442443,LCLC,-0.000588,0.000091,0
968,NCIH1299,Pictilisib,1.643482,2.033437,LCLC,0.000049,-0.000601,0
969,NCIH1299,RO-3306,3.031667,4.118883,LCLC,-0.000502,-0.000146,0
970,NCIH1299,RVX-208,4.138956,5.150287,LCLC,-0.000664,-0.000434,0
971,NCIH1299,Refametinib,1.816113,1.208161,LCLC,-0.000044,-0.000721,0
972,NCIH1299,Ribociclib,2.889385,4.149539,LCLC,-0.000554,-0.000671,0
973,NCIH1299,Rucaparib,4.765758,4.480147,LCLC,-0.000493,-0.000104,0
974,NCIH1299,Ruxolitinib,5.414423,5.538799,LCLC,-0.000528,-0.000195,0
975,NCIH1299,SB216763,4.409957,5.372497,LCLC,-0.000772,-0.000406,0
976,NCIH1299,SB590885,4.902881,4.528608,LCLC,-0.000106,-0.000658,0
977,NCIH1299,SCH772984,1.828834,1.341594,LCLC,0.000649,-0.000601,0
978,NCIH1299,SGC0946,2.255224,2.262801,LCLC,0.00029,-0.000724,0
979,NCIH1299,SN-38,-3.304867,-3.753738,LCLC,-0.000485,-0.000626,0
980,NCIH1299,Sabutoclax,-0.848943,-0.299045,LCLC,0.003567,-0.000138,1
981,NCIH1299,Savolitinib,3.80093,2.475616,LCLC,-0.000523,-0.000502,0
982,NCIH1299,Selumetinib,3.323025,3.67852,LCLC,-0.000553,-0.00045,0
983,NCIH1299,Sepantronium bromide,-4.534037,-5.960077,LCLC,-0.000624,-0.000259,0
984,NCIH1299,Serdemetan,4.056652,4.594476,LCLC,-0.000496,-0.000257,0
985,NCIH1299,Sorafenib,3.083745,2.772456,LCLC,-0.000094,-0.000706,0
986,NCIH1299,Staurosporine,-3.261003,-2.234444,LCLC,-0.000024,-0.000582,0
987,NCIH1299,Talazoparib,4.094152,4.002878,LCLC,-0.000639,-0.000554,0
988,NCIH1299,Tamoxifen,5.287599,4.065277,LCLC,-0.000518,-0.000246,0
989,NCIH1299,Tanespimycin,-0.868724,0.550373,LCLC,0.000399,-0.000578,0
990,NCIH1299,Taselisib,2.636516,3.609811,LCLC,-0.000114,-0.000746,0
991,NCIH1299,Telomerase Inhibitor IX,0.215811,0.656059,LCLC,-0.000719,-0.000373,0
992,NCIH1299,Temozolomide,6.496252,6.704295,LCLC,-0.000636,0.000028,0
993,NCIH1299,Trametinib,0.131219,-0.849697,LCLC,0.000261,-0.00079,0
994,NCIH1299,Ulixertinib,2.394521,2.170644,LCLC,-0.000534,-0.000463,0
995,NCIH1299,Uprosertib,2.806265,4.381556,LCLC,-0.000516,-0.00043,0
996,NCIH1299,VE-822,4.159415,3.908365,LCLC,-0.000119,-0.000817,0
997,NCIH1299,Veliparib,5.697729,5.453622,LCLC,-0.000622,-0.000025,0
998,NCIH1299,Venetoclax,3.622796,3.319318,LCLC,0.004492,-0.000026,1
999,NCIH1299,Vismodegib,4.837852,5.257342,LCLC,-0.000347,-0.000591,0
1000,NCIH1299,Vorinostat,2.75112,1.909642,LCLC,-0.000427,0.000107,0
1001,NCIH1299,WEHI-539,5.482658,4.470882,LCLC,0.000162,-0.000692,0
1002,NCIH1299,WIKI4,5.125103,3.934317,LCLC,0.000033,-0.000772,0
1003,NCIH1299,WZ4003,3.195575,3.992517,LCLC,-0.00009,-0.000775,0
1004,NCIH1299,Wnt-C59,4.327226,4.439867,LCLC,-0.000564,-0.000428,0
1005,NCIH1299,XAV939,4.477803,4.480109,LCLC,-0.000475,-0.000373,0
1006,NCIH1299,YK-4-279,2.955946,2.318719,LCLC,-0.00049,-0.000233,0
1007,NCIH1299,ZM447439,3.718174,2.930376,LCLC,-0.000094,-0.00071,0
1008,LCLC103H,5-Fluorouracil,4.61429,5.213707,LCLC,-0.000646,-0.000167,0
1009,LCLC103H,ABT737,4.035264,2.783107,LCLC,0.004094,-0.000064,1
1010,LCLC103H,AGI-5198,5.958144,5.005158,LCLC,-0.000109,-0.000973,0
1011,LCLC103H,AGI-6780,3.69839,4.742843,LCLC,0.000151,-0.000888,0
1012,LCLC103H,AGK2,3.236065,3.318296,LCLC,-0.000223,-0.000878,0
1013,LCLC103H,AZ960,0.701759,2.5399,LCLC,-0.000633,-0.000805,0
1014,LCLC103H,AZD3759,4.176442,2.895579,LCLC,-0.000168,-0.000879,0
1015,LCLC103H,AZD4547,3.934613,3.366663,LCLC,0.000074,-0.000929,0
1016,LCLC103H,AZD5363,3.6459,2.890939,LCLC,-0.000484,-0.000734,0
1017,LCLC103H,AZD5582,0.295615,2.784138,LCLC,0.004587,-0.000077,1
1018,LCLC103H,AZD6738,4.165824,2.658092,LCLC,-0.000405,-0.00092,0
1019,LCLC103H,AZD7762,0.315133,0.543389,LCLC,-0.00041,-0.000375,0
1020,LCLC103H,AZD8186,3.142563,3.138536,LCLC,-0.000165,-0.000925,0
1021,LCLC103H,Afatinib,2.324636,1.812817,LCLC,0.00002,-0.000916,0
1022,LCLC103H,Afuresertib,3.218657,2.75188,LCLC,-0.000555,-0.000774,0
1023,LCLC103H,Alpelisib,3.34443,3.973292,LCLC,-0.000306,-0.000812,0
1024,LCLC103H,Avagacestat,5.254726,5.291221,LCLC,0.00012,-0.000966,0
1025,LCLC103H,Axitinib,3.266417,3.700941,LCLC,-0.000431,-0.000587,0
1026,LCLC103H,BMS-345541,2.839718,3.774841,LCLC,-0.000497,-0.000607,0
1027,LCLC103H,BMS-536924,3.098864,2.355646,LCLC,-0.000115,-0.00104,0
1028,LCLC103H,BMS-754807,3.167666,3.565971,LCLC,-0.000081,-0.000922,0
1029,LCLC103H,Bortezomib,-4.718198,-5.403131,LCLC,-0.000492,-0.000431,0
1030,LCLC103H,Bosutinib,3.441534,3.014571,LCLC,-0.000018,-0.001011,0
1031,LCLC103H,Buparlisib,1.276236,1.279811,LCLC,-0.000577,-0.000723,0
1032,LCLC103H,CCT007093,5.912235,5.319017,LCLC,-0.000549,-0.000333,0
1033,LCLC103H,CZC24832,5.686123,5.17855,LCLC,-0.000467,-0.000651,0
1034,LCLC103H,Camptothecin,-0.941273,-1.675795,LCLC,-0.000559,-0.000712,0
1035,LCLC103H,Cediranib,2.415487,2.317225,LCLC,-0.000332,-0.001041,0
1036,LCLC103H,Crizotinib,2.874591,3.444624,LCLC,-0.000506,-0.000785,0
1037,LCLC103H,Cyclophosphamide,6.070112,5.42525,LCLC,-0.000527,-0.000381,0
1038,LCLC103H,Dactinomycin,-3.059831,-2.963576,LCLC,0.004797,0.000717,1
1039,LCLC103H,Dactolisib,-1.02593,-1.793363,LCLC,0.000119,-0.001001,0
1040,LCLC103H,Dasatinib,1.056282,0.467001,LCLC,-0.000404,-0.000852,0
1041,LCLC103H,Dinaciclib,-3.275303,-2.354263,LCLC,-0.000533,-0.000609,0
1042,LCLC103H,Docetaxel,-4.251653,-3.66023,LCLC,0.004266,-0.000408,1
1043,LCLC103H,Doramapimod,4.890776,5.33093,LCLC,-0.000106,-0.00111,0
1044,LCLC103H,EHT-1864,3.323978,3.821895,LCLC,0.000073,-0.000824,0
1045,LCLC103H,EPZ004777,6.06062,5.80389,LCLC,0.000082,-0.000989,0
1046,LCLC103H,EPZ5676,6.409542,6.031464,LCLC,0.000812,-0.000916,0
1047,LCLC103H,Entinostat,0.752865,2.341547,LCLC,-0.000588,-0.000648,0
1048,LCLC103H,Entospletinib,3.083612,3.886484,LCLC,-0.000319,-0.000919,0
1049,LCLC103H,Epirubicin,0.053469,-0.47735,LCLC,0.000734,-0.00083,0
1050,LCLC103H,Erlotinib,4.413024,3.648285,LCLC,-0.000459,-0.000389,0
1051,LCLC103H,Fulvestrant,4.951674,3.806896,LCLC,0.000107,-0.000782,0
1052,LCLC103H,GDC0810,5.968666,5.206656,LCLC,0.00015,-0.000942,0
1053,LCLC103H,GSK1904529A,5.079454,4.758417,LCLC,0.004648,-0.00036,1
1054,LCLC103H,GSK2578215A,5.60577,5.118348,LCLC,-0.000199,-0.000885,0
1055,LCLC103H,GSK2606414,4.019736,4.144566,LCLC,0.000092,-0.001095,0
1056,LCLC103H,GSK343,3.108135,3.520201,LCLC,0.000128,-0.00105,0
1057,LCLC103H,GW441756,4.250891,3.235847,LCLC,-0.000435,-0.000634,0
1058,LCLC103H,Gefitinib,4.491917,3.647593,LCLC,-0.000437,-0.000778,0
1059,LCLC103H,Gemcitabine,1.758037,2.210358,LCLC,-0.000404,-0.000559,0
1060,LCLC103H,I-BET-762,3.210829,3.706604,LCLC,-0.000454,-0.000868,0
1061,LCLC103H,I-BRD9,5.199027,4.779773,LCLC,0.000211,-0.000958,0
1062,LCLC103H,IWP-2,2.769787,3.127421,LCLC,-0.000213,-0.001051,0
1063,LCLC103H,Ibrutinib,6.110834,5.128923,LCLC,-0.000018,-0.000974,0
1064,LCLC103H,Ipatasertib,5.02659,3.722513,LCLC,-0.000284,-0.000877,0
1065,LCLC103H,Irinotecan,4.214159,3.523275,LCLC,0.000614,-0.000825,0
1066,LCLC103H,JNK Inhibitor VIII,4.901178,5.496994,LCLC,-0.000357,-0.00053,0
1067,LCLC103H,JQ1,2.896763,2.417768,LCLC,-0.000027,-0.001003,0
1068,LCLC103H,KRAS (G12C) Inhibitor-12,5.94314,5.039519,LCLC,-0.00052,-0.000655,0
1069,LCLC103H,KU-55933,6.00197,5.21342,LCLC,-0.000481,-0.000529,0
1070,LCLC103H,LCL161,3.623594,4.858851,LCLC,0.000091,-0.000943,0
1071,LCLC103H,LGK974,4.173085,4.544081,LCLC,-0.000259,-0.00087,0
1072,LCLC103H,LY2109761,6.124978,5.220613,LCLC,-0.000232,-0.000842,0
1073,LCLC103H,Lapatinib,4.352931,3.430104,LCLC,0.000682,-0.001059,0
1074,LCLC103H,Leflunomide,4.983369,5.234797,LCLC,-0.000482,-0.000633,0
1075,LCLC103H,Lenalidomide,5.839713,5.551654,LCLC,-0.000488,-0.000472,0
1076,LCLC103H,Lestaurtinib,0.101827,0.608531,LCLC,0.000093,-0.000919,0
1077,LCLC103H,Linsitinib,4.391826,4.541428,LCLC,0.000017,-0.001005,0
1078,LCLC103H,Luminespib,-1.418178,-2.415414,LCLC,0.000016,-0.000958,0
1079,LCLC103H,MG-132,-1.275828,-1.584855,LCLC,-0.000187,-0.000748,0
1080,LCLC103H,MIRA-1,5.54148,5.568158,LCLC,-0.000534,-0.000238,0
1081,LCLC103H,MK-1775,0.805127,0.615345,LCLC,-0.00012,-0.001099,0
1082,LCLC103H,MK-2206,3.101488,3.208101,LCLC,-0.000101,-0.001073,0
1083,LCLC103H,ML323,4.08427,4.778633,LCLC,-0.000442,-0.000715,0
1084,LCLC103H,MN-64,5.053803,4.683193,LCLC,-0.000466,-0.000538,0
1085,LCLC103H,Mirin,4.353589,5.233825,LCLC,-0.000561,-0.000517,0
1086,LCLC103H,Motesanib,6.124978,5.891088,LCLC,-0.000461,-0.000747,0
1087,LCLC103H,NU7441,3.345145,3.272515,LCLC,-0.000588,-0.000818,0
1088,LCLC103H,NVP-ADW742,2.355473,2.968386,LCLC,-0.000153,-0.000885,0
1089,LCLC103H,Navitoclax,3.379275,2.804499,LCLC,0.004852,-0.000175,1
1090,LCLC103H,Nilotinib,4.322745,4.041664,LCLC,0.000741,-0.000839,0
1091,LCLC103H,Niraparib,5.271363,4.588399,LCLC,-0.000503,-0.000542,0
1092,LCLC103H,Nutlin-3a (-),5.082635,5.402264,LCLC,0.000505,-0.000845,0
1093,LCLC103H,OF-1,4.895246,4.473434,LCLC,-0.000444,-0.000754,0
1094,LCLC103H,OSI-027,1.887098,2.362662,LCLC,-0.000224,-0.000897,0
1095,LCLC103H,OTX015,2.51666,2.480977,LCLC,-0.000114,-0.00105,0
1096,LCLC103H,Olaparib,5.4638,4.726956,LCLC,-0.000063,-0.000983,0
1097,LCLC103H,Osimertinib,2.814507,1.967945,LCLC,0.000131,-0.000971,0
1098,LCLC103H,Oxaliplatin,4.900844,4.779189,LCLC,-0.000549,-0.000337,0
1099,LCLC103H,P22077,5.270654,4.82789,LCLC,-0.000406,-0.000586,0
1100,LCLC103H,PCI-34051,4.435247,4.442307,LCLC,-0.000475,-0.00064,0
1101,LCLC103H,PD0325901,3.64848,2.232779,LCLC,-0.000468,-0.000825,0
1102,LCLC103H,PD173074,4.157438,4.091113,LCLC,0.000043,-0.000848,0
1103,LCLC103H,PFI-1,4.073757,4.13634,LCLC,-0.000546,-0.000706,0
1104,LCLC103H,PFI3,5.269007,5.525673,LCLC,-0.000493,-0.000636,0
1105,LCLC103H,PLX-4720,3.890579,4.603001,LCLC,-0.000632,-0.00074,0
1106,LCLC103H,PRIMA-1MET,2.905415,4.460559,LCLC,-0.000497,-0.000243,0
1107,LCLC103H,PRT062607,1.291154,3.575322,LCLC,-0.000448,-0.000386,0
1108,LCLC103H,Paclitaxel,-3.122707,-1.895707,LCLC,0.004453,-0.000374,1
1109,LCLC103H,Palbociclib,4.342826,3.967479,LCLC,-0.000139,-0.000978,0
1110,LCLC103H,Pevonedistat,-0.550662,1.899251,LCLC,-0.000465,-0.000916,0
1111,LCLC103H,Picolinici-acid,5.467215,5.457725,LCLC,-0.000521,-0.000527,0
1112,LCLC103H,Pictilisib,1.758881,1.429521,LCLC,0.00006,-0.000914,0
1113,LCLC103H,RO-3306,4.2551,4.171749,LCLC,-0.000431,-0.000592,0
1114,LCLC103H,RVX-208,4.036275,5.016095,LCLC,-0.000574,-0.000803,0
1115,LCLC103H,Refametinib,4.015877,2.4533,LCLC,-0.000127,-0.000815,0
1116,LCLC103H,Ribociclib,4.091497,4.218567,LCLC,-0.00047,-0.000863,0
1117,LCLC103H,Rucaparib,3.869635,4.281662,LCLC,-0.000453,-0.000468,0
1118,LCLC103H,Ruxolitinib,5.225687,5.13266,LCLC,-0.000449,-0.00058,0
1119,LCLC103H,SB216763,5.86668,5.170568,LCLC,-0.000622,-0.000767,0
1120,LCLC103H,SB590885,5.347047,4.590004,LCLC,0.000039,-0.000947,0
1121,LCLC103H,SCH772984,4.217963,2.806472,LCLC,0.000936,-0.000919,0
1122,LCLC103H,SGC0946,2.493603,2.289422,LCLC,0.000423,-0.000887,0
1123,LCLC103H,SN-38,-1.662747,-0.74056,LCLC,-0.000432,-0.00091,0
1124,LCLC103H,Sabutoclax,-0.091926,0.454696,LCLC,0.003642,-0.000138,1
1125,LCLC103H,Savolitinib,2.941164,2.620207,LCLC,-0.000515,-0.000568,0
1126,LCLC103H,Selumetinib,6.102174,4.678268,LCLC,-0.000637,-0.000712,0
1127,LCLC103H,Sepantronium bromide,-5.84772,-5.192512,LCLC,-0.000509,-0.00055,0
1128,LCLC103H,Serdemetan,4.16079,4.268431,LCLC,-0.000471,-0.000637,0
1129,LCLC103H,Sorafenib,3.236249,2.956831,LCLC,-0.000066,-0.001014,0
1130,LCLC103H,Staurosporine,-2.718291,-3.206696,LCLC,0.000084,-0.000977,0
1131,LCLC103H,Talazoparib,5.719098,4.076452,LCLC,-0.000579,-0.000708,0
1132,LCLC103H,Tamoxifen,4.649501,3.920393,LCLC,-0.000472,-0.000554,0
1133,LCLC103H,Tanespimycin,2.423509,0.371162,LCLC,0.000505,-0.000782,0
1134,LCLC103H,Taselisib,1.98487,2.547763,LCLC,-0.000113,-0.001006,0
1135,LCLC103H,Telomerase Inhibitor IX,1.009238,0.935123,LCLC,-0.000232,-0.000883,0
1136,LCLC103H,Temozolomide,6.436093,6.951005,LCLC,-0.000463,-0.000497,0
1137,LCLC103H,Trametinib,3.440181,0.464325,LCLC,0.000164,-0.000958,0
1138,LCLC103H,Ulixertinib,4.155254,2.919684,LCLC,-0.000519,-0.000822,0
1139,LCLC103H,Uprosertib,3.590841,3.345351,LCLC,-0.00046,-0.000874,0
1140,LCLC103H,VE-822,3.082514,4.000736,LCLC,0.000104,-0.001102,0
1141,LCLC103H,Veliparib,5.920961,5.580023,LCLC,-0.000388,-0.000581,0
1142,LCLC103H,Venetoclax,4.676518,3.191614,LCLC,0.004165,-0.000206,1
1143,LCLC103H,Vismodegib,5.247566,5.023014,LCLC,-0.000379,-0.000803,0
1144,LCLC103H,Vorinostat,1.676101,1.952246,LCLC,-0.000431,-0.00034,0
1145,LCLC103H,WEHI-539,3.848637,4.159821,LCLC,0.000539,-0.000882,0
1146,LCLC103H,WIKI4,4.960031,3.693047,LCLC,0.000202,-0.001021,0
1147,LCLC103H,WZ4003,2.932032,4.091008,LCLC,-0.000052,-0.001034,0
1148,LCLC103H,Wnt-C59,4.049014,4.437394,LCLC,-0.000498,-0.000723,0
1149,LCLC103H,XAV939,3.595348,4.493925,LCLC,-0.000381,-0.000797,0
1150,LCLC103H,YK-4-279,2.93749,2.687367,LCLC,-0.000412,-0.000515,0
1151,LCLC103H,ZM447439,2.442053,3.321036,LCLC,0.000004,-0.000958,0
1152,NCIH1963,5-Fluorouracil,4.743407,4.916737,SCLC,-0.000751,0.002156,0
1153,NCIH1963,ABT737,-3.53401,-0.490078,SCLC,0.004314,0.001259,1
1154,NCIH1963,AGI-5198,4.825264,4.698273,SCLC,-0.000187,0.001219,0
1155,NCIH1963,AGI-6780,1.947016,4.708594,SCLC,0.000131,0.001195,0
1156,NCIH1963,AGK2,4.00925,3.345045,SCLC,-0.000378,0.001563,0
1157,NCIH1963,AZ960,0.381402,1.260126,SCLC,-0.000677,0.001596,0
1158,NCIH1963,AZD3759,2.744481,2.757811,SCLC,-0.000203,0.001492,0
1159,NCIH1963,AZD4547,2.099782,2.936637,SCLC,0.000046,0.001188,0
1160,NCIH1963,AZD5363,4.609451,4.053761,SCLC,-0.000583,0.001546,0
1161,NCIH1963,AZD5582,1.783644,2.890704,SCLC,0.004953,0.000906,1
1162,NCIH1963,AZD6738,1.951369,2.452004,SCLC,-0.000553,0.001434,0
1163,NCIH1963,AZD7762,-0.118504,0.098701,SCLC,-0.000547,0.001819,0
1164,NCIH1963,AZD8186,4.474092,4.267721,SCLC,-0.000159,0.001273,0
1165,NCIH1963,Afatinib,1.406726,1.824782,SCLC,-0.000108,0.001168,0
1166,NCIH1963,Afuresertib,3.532282,3.594192,SCLC,-0.000782,0.001516,0
1167,NCIH1963,Alpelisib,4.201898,3.783862,SCLC,-0.000256,0.001484,0
1168,NCIH1963,Avagacestat,3.978956,5.069172,SCLC,0.000063,0.001374,0
1169,NCIH1963,Axitinib,0.794604,1.744246,SCLC,-0.000477,0.001546,0
1170,NCIH1963,BMS-345541,2.671328,3.098368,SCLC,-0.000529,0.001653,0
1171,NCIH1963,BMS-536924,1.984544,2.393319,SCLC,-0.000082,0.001272,0
1172,NCIH1963,BMS-754807,-0.033344,0.764377,SCLC,-0.000177,0.001324,0
1173,NCIH1963,Bortezomib,-5.102645,-5.105824,SCLC,-0.00054,0.00176,0
1174,NCIH1963,Bosutinib,2.854209,3.254215,SCLC,-0.000039,0.001527,0
1175,NCIH1963,Buparlisib,1.075077,1.371128,SCLC,-0.000669,0.001619,0
1176,NCIH1963,CCT007093,5.080772,4.893938,SCLC,-0.000636,0.002023,0
1177,NCIH1963,CZC24832,4.485864,5.368257,SCLC,-0.000467,0.001564,0
1178,NCIH1963,Camptothecin,-3.298337,-2.49982,SCLC,-0.000663,0.001762,0
1179,NCIH1963,Cediranib,1.759478,2.069043,SCLC,-0.000311,0.001219,0
1180,NCIH1963,Crizotinib,1.561486,2.508181,SCLC,-0.000664,0.001506,0
1181,NCIH1963,Cyclophosphamide,3.209738,5.406571,SCLC,-0.000576,0.002039,0
1182,NCIH1963,Dactinomycin,-3.699174,-3.163922,SCLC,0.004976,0.001319,1
1183,NCIH1963,Dactolisib,0.294068,0.046498,SCLC,0.000031,0.001198,0
1184,NCIH1963,Dasatinib,3.046486,3.56309,SCLC,-0.000458,0.001354,0
1185,NCIH1963,Dinaciclib,-2.973722,-2.007861,SCLC,-0.000538,0.001916,0
1186,NCIH1963,Docetaxel,-4.879798,-3.715388,SCLC,0.004589,0.000815,1
1187,NCIH1963,Doramapimod,4.492463,5.052501,SCLC,-0.000154,0.001206,0
1188,NCIH1963,EHT-1864,2.271456,3.392297,SCLC,-0.000135,0.001366,0
1189,NCIH1963,EPZ004777,5.109377,5.027214,SCLC,0.000006,0.001181,0
1190,NCIH1963,EPZ5676,5.337031,5.67203,SCLC,0.00048,0.001152,0
1191,NCIH1963,Entinostat,0.876109,0.589918,SCLC,-0.000624,0.001669,0
1192,NCIH1963,Entospletinib,5.249451,4.353155,SCLC,-0.000561,0.001451,0
1193,NCIH1963,Epirubicin,0.251492,-0.358905,SCLC,0.000573,0.001267,0
1194,NCIH1963,Erlotinib,2.415133,3.777372,SCLC,-0.000505,0.001824,0
1195,NCIH1963,Fulvestrant,2.083202,3.539039,SCLC,-0.00006,0.001436,0
1196,NCIH1963,GDC0810,3.951397,5.039361,SCLC,0.000057,0.001376,0
1197,NCIH1963,GSK1904529A,2.647411,4.660947,SCLC,0.004474,0.000876,1
1198,NCIH1963,GSK2578215A,3.88434,5.190087,SCLC,-0.000553,0.001645,0
1199,NCIH1963,GSK2606414,3.818741,4.281564,SCLC,-0.000076,0.00115,0
1200,NCIH1963,GSK343,2.909227,3.969252,SCLC,0.000383,0.0012,0
1201,NCIH1963,GW441756,2.219159,3.412911,SCLC,-0.000581,0.001661,0
1202,NCIH1963,Gefitinib,2.74237,3.581944,SCLC,-0.000592,0.001632,0
1203,NCIH1963,Gemcitabine,-2.059215,-0.54473,SCLC,-0.000586,0.00178,0
1204,NCIH1963,I-BET-762,3.813051,4.271164,SCLC,-0.000515,0.001553,0
1205,NCIH1963,I-BRD9,3.04634,4.786493,SCLC,-0.000025,0.001306,0
1206,NCIH1963,IWP-2,1.837569,2.755873,SCLC,-0.00047,0.001388,0
1207,NCIH1963,Ibrutinib,2.323098,4.985706,SCLC,-0.00015,0.001292,0
1208,NCIH1963,Ipatasertib,4.348813,4.297952,SCLC,-0.000381,0.001488,0
1209,NCIH1963,Irinotecan,2.47236,1.294611,SCLC,0.000687,0.001264,0
1210,NCIH1963,JNK Inhibitor VIII,5.180777,5.055756,SCLC,-0.000536,0.001849,0
1211,NCIH1963,JQ1,1.164763,2.425271,SCLC,-0.000246,0.001294,0
1212,NCIH1963,KRAS (G12C) Inhibitor-12,1.423314,4.671252,SCLC,-0.000479,0.001659,0
1213,NCIH1963,KU-55933,4.117588,5.103613,SCLC,-0.000528,0.001866,0
1214,NCIH1963,LCL161,5.196385,4.870238,SCLC,-0.000009,0.001484,0
1215,NCIH1963,LGK974,2.712382,4.31596,SCLC,-0.000374,0.001404,0
1216,NCIH1963,LY2109761,4.159941,4.98528,SCLC,-0.000273,0.00134,0
1217,NCIH1963,Lapatinib,2.364759,4.415205,SCLC,0.000408,0.001244,0
1218,NCIH1963,Leflunomide,5.231254,4.944274,SCLC,-0.000533,0.001726,0
1219,NCIH1963,Lenalidomide,5.357789,5.048262,SCLC,-0.000638,0.001967,0
1220,NCIH1963,Lestaurtinib,-1.450103,0.246834,SCLC,0.000045,0.001231,0
1221,NCIH1963,Linsitinib,3.09069,3.257137,SCLC,-0.000189,0.001259,0
1222,NCIH1963,Luminespib,-3.29762,-0.591615,SCLC,-0.000105,0.00137,0
1223,NCIH1963,MG-132,-1.004889,-1.198638,SCLC,-0.000294,0.001516,0
1224,NCIH1963,MIRA-1,5.389727,5.070128,SCLC,-0.000605,0.002027,0
1225,NCIH1963,MK-1775,-0.339999,0.175788,SCLC,-0.000167,0.00116,0
1226,NCIH1963,MK-2206,3.53619,3.685733,SCLC,0.000032,0.001245,0
1227,NCIH1963,ML323,2.672414,4.655993,SCLC,-0.000614,0.00186,0
1228,NCIH1963,MN-64,2.865933,4.871004,SCLC,-0.000642,0.001785,0
1229,NCIH1963,Mirin,6.590345,4.384685,SCLC,-0.000637,0.001876,0
1230,NCIH1963,Motesanib,4.698238,5.675537,SCLC,-0.00059,0.001519,0
1231,NCIH1963,NU7441,3.933047,3.928864,SCLC,-0.000569,0.001567,0
1232,NCIH1963,NVP-ADW742,2.233261,2.944029,SCLC,-0.000148,0.001304,0
1233,NCIH1963,Navitoclax,-3.076101,-0.684435,SCLC,0.004836,0.000877,1
1234,NCIH1963,Nilotinib,3.174187,4.208946,SCLC,0.000628,0.001352,0
1235,NCIH1963,Niraparib,3.506262,3.117713,SCLC,-0.000596,0.00169,0
1236,NCIH1963,Nutlin-3a (-),4.620889,4.928409,SCLC,0.000612,0.001162,0
1237,NCIH1963,OF-1,2.096812,4.523993,SCLC,-0.000679,0.001428,0
1238,NCIH1963,OSI-027,4.337546,3.328294,SCLC,-0.00054,0.001707,0
1239,NCIH1963,OTX015,5.050228,3.705405,SCLC,-0.000262,0.001257,0
1240,NCIH1963,Olaparib,3.541626,3.66172,SCLC,-0.000282,0.001295,0
1241,NCIH1963,Osimertinib,1.000403,1.739921,SCLC,0.000016,0.001169,0
1242,NCIH1963,Oxaliplatin,3.678872,3.713621,SCLC,-0.000679,0.002006,0
1243,NCIH1963,P22077,2.810209,4.583871,SCLC,-0.000474,0.00177,0
1244,NCIH1963,PCI-34051,3.869942,4.184501,SCLC,-0.000614,0.0017,0
1245,NCIH1963,PD0325901,2.290634,3.300756,SCLC,-0.000585,0.001553,0
1246,NCIH1963,PD173074,3.937928,3.921707,SCLC,0.00013,0.001324,0
1247,NCIH1963,PFI-1,3.142578,4.301498,SCLC,-0.000514,0.001654,0
1248,NCIH1963,PFI3,5.249993,5.300494,SCLC,-0.000549,0.001767,0
1249,NCIH1963,PLX-4720,4.956964,4.956026,SCLC,-0.000546,0.001585,0
1250,NCIH1963,PRIMA-1MET,3.071075,3.95589,SCLC,-0.00053,0.002022,0
